Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 10000, 9134136, 0.00109479425009340048
Merge Sort using Serial Merge, 28, 10000, 10063109, 0.00099372863769531250
Merge Sort using Serial Merge Branchless, 28, 10000, 12031853, 0.00083112716674804688
Merge Sort using Bitonic Merge, 28, 10000, 14958822, 0.00066850183065980673
Quick Sort, 32, 10000, 10393518, 0.00096213817596435547
Merge Sort using Serial Merge, 32, 10000, 10966647, 0.00091185572091490030
Merge Sort using Serial Merge Branchless, 32, 10000, 13048482, 0.00076637265738099813
Merge Sort using Bitonic Merge, 32, 10000, 16425706, 0.00060880184173583984
Quick Sort, 28, 10000, 10608018, 0.00094268319662660360
Merge Sort using Serial Merge, 28, 10000, 11199146, 0.00089292525080963969
Merge Sort using Serial Merge Branchless, 28, 10000, 13433379, 0.00074441434117034078
Merge Sort using Bitonic Merge, 28, 10000, 16545578, 0.00060439109802246094
Quick Sort, 32, 10000, 10246754, 0.00097591878147795796
Merge Sort using Serial Merge, 32, 10000, 11079921, 0.00090253353118896484
Merge Sort using Serial Merge Branchless, 32, 10000, 13195030, 0.00075786112574860454
Merge Sort using Bitonic Merge, 32, 10000, 16303122, 0.00061337946681305766
Quick Sort, 28, 10000, 10190243, 0.00098133087158203125
Merge Sort using Serial Merge, 28, 10000, 11033867, 0.00090630055638030171
Merge Sort using Serial Merge Branchless, 28, 10000, 13297521, 0.00075201987056061625
Merge Sort using Bitonic Merge, 28, 10000, 15916454, 0.00062828062800690532
Quick Sort, 32, 10000, 9804357, 0.00101995468139648438
Merge Sort using Serial Merge, 32, 10000, 10223776, 0.00097811222076416016
Merge Sort using Serial Merge Branchless, 32, 10000, 12502769, 0.00079982279567047954
Merge Sort using Bitonic Merge, 32, 10000, 15269228, 0.00065491197165101767
Quick Sort, 28, 10000, 9835395, 0.00101673603057861328
Merge Sort using Serial Merge, 28, 10000, 10342261, 0.00096690654754638672
Merge Sort using Serial Merge Branchless, 28, 10000, 12406614, 0.00080602167872712016
Merge Sort using Bitonic Merge, 28, 10000, 15327818, 0.00065240857657045126
Quick Sort, 32, 10000, 9820196, 0.00101830961648374796
Merge Sort using Serial Merge, 32, 10000, 10588735, 0.00094439985696226358
Merge Sort using Serial Merge Branchless, 32, 10000, 12610655, 0.00079298019409179688
Merge Sort using Bitonic Merge, 32, 10000, 15531583, 0.00064384937286376953
Quick Sort, 28, 10000, 10223029, 0.00097818369977176189
Merge Sort using Serial Merge, 28, 10000, 10828482, 0.00092349050100892782
Merge Sort using Serial Merge Branchless, 28, 10000, 13007207, 0.00076880457345396280
Merge Sort using Bitonic Merge, 28, 10000, 15408905, 0.00064897537231445312
Quick Sort, 32, 10000, 10144155, 0.00098578934557735920
Merge Sort using Serial Merge, 32, 10000, 10449188, 0.00095701217651367188
Merge Sort using Serial Merge Branchless, 32, 10000, 12711168, 0.00078670977381989360
Merge Sort using Bitonic Merge, 32, 10000, 15652140, 0.00063889025477692485
Quick Sort, 28, 10000, 10330798, 0.00096797943115234375
Merge Sort using Serial Merge, 28, 10000, 10930352, 0.00091488362522795796
Merge Sort using Serial Merge Branchless, 28, 10000, 13130589, 0.00076158047886565328
Merge Sort using Bitonic Merge, 28, 10000, 15996583, 0.00062513351440429688
Quick Sort, 32, 10000, 10231257, 0.00097739696502685547
Merge Sort using Serial Merge, 32, 10000, 10863821, 0.00092048646183684468
Merge Sort using Serial Merge Branchless, 32, 10000, 12982246, 0.00077028275700286031
Merge Sort using Bitonic Merge, 32, 10000, 15999023, 0.00062503817025572062
Quick Sort, 28, 10000, 10108462, 0.00098927016369998455
Merge Sort using Serial Merge, 28, 10000, 10787541, 0.00092699530068784952
Merge Sort using Serial Merge Branchless, 28, 10000, 13018916, 0.00076811312464997172
Merge Sort using Bitonic Merge, 28, 10000, 15977084, 0.00062589644221588969
Quick Sort, 32, 10000, 10249008, 0.00097570416983217001
Merge Sort using Serial Merge, 32, 10000, 11136109, 0.00089797971304506063
Merge Sort using Serial Merge Branchless, 32, 10000, 13264299, 0.00075390341226011515
Merge Sort using Bitonic Merge, 32, 10000, 16476681, 0.00060691835824400187
Quick Sort, 28, 10000, 10169242, 0.00098335742950439453
Merge Sort using Serial Merge, 28, 10000, 10806163, 0.00092539784964174032
Merge Sort using Serial Merge Branchless, 28, 10000, 12936599, 0.00077300070552155375
Merge Sort using Bitonic Merge, 28, 10000, 16058441, 0.00062272546347230673
Quick Sort, 32, 10000, 10093137, 0.00099077227059751749
Merge Sort using Serial Merge, 32, 10000, 10771474, 0.00092837808188050985
Merge Sort using Serial Merge Branchless, 32, 10000, 12977828, 0.00077054498251527548
Merge Sort using Bitonic Merge, 32, 10000, 15846698, 0.00063104630680754781
