Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 10000, 7228941, 0.00138332846108824015
Merge Sort using Serial Merge, 28, 10000, 7401669, 0.00135104660876095295
Merge Sort using Serial Merge Branchless, 28, 10000, 9608944, 0.00104069709777832031
Merge Sort using Bitonic Merge, 28, 10000, 10258283, 0.00097482203273102641
Quick Sort, 32, 10000, 9515209, 0.00105094909667968750
Merge Sort using Serial Merge, 32, 10000, 10457003, 0.00095629692077636719
Merge Sort using Serial Merge Branchless, 32, 10000, 11828602, 0.00084540841635316610
Merge Sort using Bitonic Merge, 32, 10000, 14955621, 0.00066864490509033203
Quick Sort, 28, 10000, 7286205, 0.00137245655059814453
Merge Sort using Serial Merge, 28, 10000, 9797028, 0.00102071766741573811
Merge Sort using Serial Merge Branchless, 28, 10000, 11701225, 0.00085461139678955078
Merge Sort using Bitonic Merge, 28, 10000, 14052682, 0.00071160792140290141
Quick Sort, 32, 10000, 10249509, 0.00097565649775788188
Merge Sort using Serial Merge, 32, 10000, 11075532, 0.00090289115905761719
Merge Sort using Serial Merge Branchless, 32, 10000, 13077367, 0.00076467992039397359
Merge Sort using Bitonic Merge, 32, 10000, 16228058, 0.00061621668282896280
Quick Sort, 28, 10000, 8639499, 0.00115747447125613689
Merge Sort using Serial Merge, 28, 10000, 9619742, 0.00103952887002378702
Merge Sort using Serial Merge Branchless, 28, 10000, 11153581, 0.00089657306671142578
Merge Sort using Bitonic Merge, 28, 10000, 13203752, 0.00075736048165708780
Quick Sort, 32, 10000, 10173436, 0.00098295207135379314
Merge Sort using Serial Merge, 32, 10000, 11020242, 0.00090742111206054688
Merge Sort using Serial Merge Branchless, 32, 10000, 13444575, 0.00074379442958161235
Merge Sort using Bitonic Merge, 32, 10000, 16436648, 0.00060839654179289937
Quick Sort, 28, 10000, 10014813, 0.00099852087441831827
Merge Sort using Serial Merge, 28, 10000, 10803101, 0.00092566013336181641
Merge Sort using Serial Merge Branchless, 28, 10000, 12782057, 0.00078234670218080282
Merge Sort using Bitonic Merge, 28, 10000, 15526409, 0.00064406392630189657
Quick Sort, 32, 10000, 7627394, 0.00131106376647949219
Merge Sort using Serial Merge, 32, 10000, 8078086, 0.00123791699297726154
Merge Sort using Serial Merge Branchless, 32, 10000, 10257530, 0.00097489356994628906
Merge Sort using Bitonic Merge, 32, 10000, 12472654, 0.00080175400944426656
Quick Sort, 28, 10000, 10034940, 0.00099651818163692951
Merge Sort using Serial Merge, 28, 10000, 10745258, 0.00093064305838197470
Merge Sort using Serial Merge Branchless, 28, 10000, 12650975, 0.00079045293387025595
