Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 10000, 7604714, 0.00131497380789369345
Merge Sort using Serial Merge, 28, 10000, 8785907, 0.00113818643148988485
Merge Sort using Serial Merge Branchless, 28, 10000, 10939190, 0.00091414450434967875
Merge Sort using Bitonic Merge, 28, 10000, 12917475, 0.00077414512634277344
Quick Sort, 32, 10000, 7738568, 0.00129222869873046875
Merge Sort using Serial Merge, 32, 10000, 8418409, 0.00118787284009158611
Merge Sort using Serial Merge Branchless, 32, 10000, 10323424, 0.00096867082174867392
Merge Sort using Bitonic Merge, 32, 10000, 12084198, 0.00082752702292054892
Quick Sort, 28, 10000, 9898063, 0.00101029872894287109
Merge Sort using Serial Merge, 28, 10000, 10769814, 0.00092852115631103516
Merge Sort using Serial Merge Branchless, 28, 10000, 12477849, 0.00080142018850892782
Merge Sort using Bitonic Merge, 28, 10000, 15342395, 0.00065178872318938375
Quick Sort, 32, 10000, 9894093, 0.00101070408709347248
Merge Sort using Serial Merge, 32, 10000, 10778394, 0.00092778203543275595
Merge Sort using Serial Merge Branchless, 32, 10000, 12514333, 0.00079908373299986124
Merge Sort using Bitonic Merge, 32, 10000, 15450909, 0.00064721109811216593
Quick Sort, 28, 10000, 10281669, 0.00097260472830384970
Merge Sort using Serial Merge, 28, 10000, 11194662, 0.00089328287867829204
Merge Sort using Serial Merge Branchless, 28, 10000, 12979434, 0.00077044963836669922
Merge Sort using Bitonic Merge, 28, 10000, 16092944, 0.00062139035435393453
Quick Sort, 32, 10000, 9426037, 0.00106089119799435139
Merge Sort using Serial Merge, 32, 10000, 10444764, 0.00095741747645661235
Merge Sort using Serial Merge Branchless, 32, 10000, 11914621, 0.00083930493565276265
Merge Sort using Bitonic Merge, 32, 10000, 14484094, 0.00069041253300383687
Quick Sort, 28, 10000, 9886630, 0.00101146695669740438
Merge Sort using Serial Merge, 28, 10000, 10715063, 0.00093326566275209188
Merge Sort using Serial Merge Branchless, 28, 10000, 12490855, 0.00080058572348207235
Merge Sort using Bitonic Merge, 28, 10000, 15411736, 0.00064885616302490234
Quick Sort, 32, 10000, 10204126, 0.00097999570425599813
Merge Sort using Serial Merge, 32, 10000, 11160407, 0.00089602469233796000
Merge Sort using Serial Merge Branchless, 32, 10000, 13022553, 0.00076789857121184468
Merge Sort using Bitonic Merge, 32, 10000, 15981955, 0.00062570569571107626
Quick Sort, 28, 10000, 10540571, 0.00094871519831940532
Merge Sort using Serial Merge, 28, 10000, 11495338, 0.00086991785792633891
Merge Sort using Serial Merge Branchless, 28, 10000, 13183831, 0.00075850484427064657
Merge Sort using Bitonic Merge, 28, 10000, 16389761, 0.00061013700906187296
Quick Sort, 32, 10000, 10497044, 0.00095264910487458110
Merge Sort using Serial Merge, 32, 10000, 11585515, 0.00086314679356291890
Merge Sort using Serial Merge Branchless, 32, 10000, 13338965, 0.00074968335684388876
Merge Sort using Bitonic Merge, 32, 10000, 16584832, 0.00060296058654785156
Quick Sort, 28, 10000, 9876619, 0.00101249222643673420
Merge Sort using Serial Merge, 28, 10000, 10744707, 0.00093069078866392374
