Name, Entropy, C Size, Number of Threads, Elements Per Second, Total Time
Parallel Merge Sort using Serial Merge, 28, 10000, 5, 11075239, 0.00090291502419859171
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 5, 12053983, 0.00082960131112486124
Parallel Merge Sort using Bitonic Merge, 28, 10000, 5, 12523301, 0.00079851149348542094
Parallel Merge Sort using Serial Merge, 32, 10000, 5, 11320964, 0.00088331697043031454
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 5, 11923427, 0.00083868502406403422
Parallel Merge Sort using Bitonic Merge, 32, 10000, 5, 12298208, 0.00081312656402587891
Parallel Merge Sort using Serial Merge, 28, 10000, 6, 14526232, 0.00068840978201478720
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 6, 16803428, 0.00059511663857847452
Parallel Merge Sort using Bitonic Merge, 28, 10000, 6, 15950956, 0.00062692165374755859
Parallel Merge Sort using Serial Merge, 32, 10000, 6, 11580077, 0.00086355209350585938
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 6, 9632777, 0.00103812222369015217
Parallel Merge Sort using Bitonic Merge, 32, 10000, 6, 9836317, 0.00101664068643003702
Parallel Merge Sort using Serial Merge, 28, 10000, 7, 16656621, 0.00060036184731870890
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 7, 19288590, 0.00051844120025634766
Parallel Merge Sort using Bitonic Merge, 28, 10000, 7, 18849110, 0.00053052901057526469
Parallel Merge Sort using Serial Merge, 32, 10000, 7, 16432141, 0.00060856342315673828
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 7, 17039626, 0.00058686733245849609
Parallel Merge Sort using Bitonic Merge, 32, 10000, 7, 17858740, 0.00055994989816099405
Parallel Merge Sort using Serial Merge, 28, 10000, 8, 15160500, 0.00065960886422544718
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 8, 16089857, 0.00062150956364348531
Parallel Merge Sort using Bitonic Merge, 28, 10000, 8, 16818254, 0.00059459207113832235
Parallel Merge Sort using Serial Merge, 32, 10000, 8, 13408471, 0.00074579718057066202
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 8, 12950179, 0.00077219010563567281
Parallel Merge Sort using Bitonic Merge, 32, 10000, 8, 12766106, 0.00078332424163818359
Parallel Merge Sort using Serial Merge, 28, 10000, 11, 13439406, 0.00074408052023500204
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 11, 14613282, 0.00068430899409577250
Parallel Merge Sort using Bitonic Merge, 28, 10000, 11, 16387842, 0.00061020848806947470
Parallel Merge Sort using Serial Merge, 32, 10000, 11, 14799944, 0.00067567825317382812
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 11, 14957754, 0.00066854956094175577
Parallel Merge Sort using Bitonic Merge, 32, 10000, 11, 16351424, 0.00061156752053648233
Parallel Merge Sort using Serial Merge, 28, 10000, 22, 10939760, 0.00091409683227539062
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 22, 11718224, 0.00085337163181975484
Parallel Merge Sort using Bitonic Merge, 28, 10000, 22, 12338003, 0.00081050395965576172
Parallel Merge Sort using Serial Merge, 32, 10000, 22, 10431516, 0.00095863343449309468
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 22, 11226724, 0.00089073181152343750
Parallel Merge Sort using Bitonic Merge, 32, 10000, 22, 11698940, 0.00085477827815338969
Parallel Merge Sort using Serial Merge, 28, 10000, 32, 9182730, 0.00108900072518736124
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 32, 9736759, 0.00102703575976192951
Parallel Merge Sort using Bitonic Merge, 28, 10000, 32, 10036140, 0.00099639897234737873
Parallel Merge Sort using Serial Merge, 32, 10000, 32, 7944660, 0.00125870702322572470
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 32, 8528128, 0.00117259030230343342
Parallel Merge Sort using Bitonic Merge, 32, 10000, 32, 9001425, 0.00111093523446470499
Parallel Merge Sort using Serial Merge, 28, 10000, 36, 3306246, 0.00302457809448242188
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 36, 4811692, 0.00207827100530266762
Parallel Merge Sort using Bitonic Merge, 28, 10000, 36, 2340571, 0.00427246093750000000
Parallel Merge Sort using Serial Merge, 32, 10000, 36, 7242422, 0.00138075347058475018
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 36, 7232805, 0.00138258934020996094
Parallel Merge Sort using Bitonic Merge, 32, 10000, 36, 7542084, 0.00132589344866573811
Parallel Merge Sort using Serial Merge, 28, 10000, 68, 3715851, 0.00269117346033453941
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 68, 3094810, 0.00323121552355587482
Parallel Merge Sort using Bitonic Merge, 28, 10000, 68, 2654639, 0.00376698980107903481
Parallel Merge Sort using Serial Merge, 32, 10000, 68, 3668081, 0.00272622099146246910
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 68, 3382585, 0.00295631890185177326
Parallel Merge Sort using Bitonic Merge, 32, 10000, 68, 4013073, 0.00249185552820563316
Parallel Merge Sort using Serial Merge, 28, 10000, 72, 3654976, 0.00273599615320563316
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 72, 3889990, 0.00257070059888064861
Parallel Merge Sort using Bitonic Merge, 28, 10000, 72, 3932295, 0.00254304404370486736
Parallel Merge Sort using Serial Merge, 32, 10000, 72, 2039178, 0.00490393629297614098
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 72, 2476780, 0.00403749942779541016
Parallel Merge Sort using Bitonic Merge, 32, 10000, 72, 2683581, 0.00372636318206787109
Parallel Merge Sort using Serial Merge, 28, 1000, 5, 6991671, 0.00014302731142379344
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 5, 9173893, 0.00010900497727561742
Parallel Merge Sort using Bitonic Merge, 28, 1000, 5, 9006450, 0.00011103153519798070
Parallel Merge Sort using Serial Merge, 32, 1000, 5, 9328968, 0.00010719299461925402
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 5, 9927347, 0.00010073184967041016
Parallel Merge Sort using Bitonic Merge, 32, 1000, 5, 10222530, 0.00009782314009498805
Parallel Merge Sort using Serial Merge, 28, 1000, 6, 7945262, 0.00012586117372848094
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 6, 8707295, 0.00011484623246360570
Parallel Merge Sort using Bitonic Merge, 28, 1000, 6, 8967936, 0.00011150837235618383
Parallel Merge Sort using Serial Merge, 32, 1000, 6, 8346873, 0.00011980533599853516
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 6, 8398687, 0.00011906623694812879
Parallel Merge Sort using Bitonic Merge, 32, 1000, 6, 9045296, 0.00011055469803977758
Parallel Merge Sort using Serial Merge, 28, 1000, 7, 7477810, 0.00013372898683883250
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 7, 7845687, 0.00012745856656692922
Parallel Merge Sort using Bitonic Merge, 28, 1000, 7, 7918263, 0.00012629032426048070
Parallel Merge Sort using Serial Merge, 32, 1000, 7, 7385638, 0.00013539791689254344
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 7, 8086184, 0.00012366771989036351
Parallel Merge Sort using Bitonic Merge, 32, 1000, 7, 7800453, 0.00012819767289329320
Parallel Merge Sort using Serial Merge, 28, 1000, 8, 2689173, 0.00037186144618317485
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 8, 6554624, 0.00015256405458785594
Parallel Merge Sort using Bitonic Merge, 28, 1000, 8, 6283601, 0.00015914440155029297
Parallel Merge Sort using Serial Merge, 32, 1000, 8, 2710724, 0.00036890507908537984
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 8, 4677488, 0.00021378994279075414
Parallel Merge Sort using Bitonic Merge, 32, 1000, 8, 1978912, 0.00050532817840576172
Parallel Merge Sort using Serial Merge, 28, 1000, 11, 1302902, 0.00076751707820221782
