Name, Entropy, C Size, Number of Threads, Elements Per Second, Total Time
Parallel Merge Sort using Serial Merge, 28, 100, 5, 508893, 0.00019650459580589086
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 5, 547059, 0.00018279552750755101
Parallel Merge Sort using Bitonic Merge, 28, 100, 5, 646869, 0.00015459061251021922
Parallel Merge Sort using Serial Merge, 32, 100, 5, 270722, 0.00036938191624358296
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 5, 559912, 0.00017859935178421438
Parallel Merge Sort using Bitonic Merge, 32, 100, 5, 701271, 0.00014259814633987844
Parallel Merge Sort using Serial Merge, 28, 100, 6, 569105, 0.00017571449279785156
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 6, 534102, 0.00018723010725807399
Parallel Merge Sort using Bitonic Merge, 28, 100, 6, 573462, 0.00017437935457564890
Parallel Merge Sort using Serial Merge, 32, 100, 6, 573462, 0.00017437935457564890
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 6, 443278, 0.00022559166245628148
Parallel Merge Sort using Bitonic Merge, 32, 100, 6, 546631, 0.00018293857283424586
Parallel Merge Sort using Serial Merge, 28, 100, 7, 226633, 0.00044124125270172954
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 7, 414579, 0.00024120807938743383
Parallel Merge Sort using Bitonic Merge, 28, 100, 7, 401484, 0.00024907587794587016
Parallel Merge Sort using Serial Merge, 32, 100, 7, 412014, 0.00024271011352539062
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 7, 534170, 0.00018720627122092992
Parallel Merge Sort using Bitonic Merge, 32, 100, 7, 541619, 0.00018463135347701609
Parallel Merge Sort using Serial Merge, 28, 100, 8, 441784, 0.00022635460481978953
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 8, 440809, 0.00022685527801513672
Parallel Merge Sort using Bitonic Merge, 28, 100, 8, 431423, 0.00023179054551292211
Parallel Merge Sort using Serial Merge, 32, 100, 8, 510504, 0.00019588469876907766
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 8, 498017, 0.00020079613022971898
Parallel Merge Sort using Bitonic Merge, 32, 100, 8, 511001, 0.00019569396681617945
Parallel Merge Sort using Serial Merge, 28, 100, 11, 170631, 0.00058605673257261515
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 11, 235264, 0.00042505265446379781
Parallel Merge Sort using Bitonic Merge, 28, 100, 11, 144551, 0.00069179537240415812
Parallel Merge Sort using Serial Merge, 32, 100, 11, 207126, 0.00048279762268066406
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 11, 207003, 0.00048308371333405375
Parallel Merge Sort using Bitonic Merge, 32, 100, 11, 168007, 0.00059521198272705078
Parallel Merge Sort using Serial Merge, 28, 100, 22, 107992, 0.00092599389608949423
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 22, 107381, 0.00093126296997070312
Parallel Merge Sort using Bitonic Merge, 28, 100, 22, 108150, 0.00092463492183014750
Parallel Merge Sort using Serial Merge, 32, 100, 22, 89644, 0.00111551280133426189
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 22, 79821, 0.00125279428903013468
Parallel Merge Sort using Bitonic Merge, 32, 100, 22, 68225, 0.00146572594530880451
Parallel Merge Sort using Serial Merge, 28, 100, 32, 28816, 0.00347020616754889488
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 32, 28470, 0.00351243023760616779
Parallel Merge Sort using Bitonic Merge, 28, 100, 32, 34896, 0.00286557665094733238
Parallel Merge Sort using Serial Merge, 32, 100, 32, 83438, 0.00119848246686160564
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 32, 76368, 0.00130944256670773029
Parallel Merge Sort using Bitonic Merge, 32, 100, 32, 66633, 0.00150074961129575968
Parallel Merge Sort using Serial Merge, 28, 100, 36, 54374, 0.00183911318890750408
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 36, 59898, 0.00166950223501771688
Parallel Merge Sort using Bitonic Merge, 28, 100, 36, 61068, 0.00163750653155148029
Parallel Merge Sort using Serial Merge, 32, 100, 36, 57150, 0.00174977781716734171
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 36, 58198, 0.00171825883444398642
Parallel Merge Sort using Bitonic Merge, 32, 100, 36, 58457, 0.00171065330505371094
Parallel Merge Sort using Serial Merge, 28, 100, 72, 16955, 0.00589790334925055504
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 72, 15572, 0.00642161350697278976
Parallel Merge Sort using Bitonic Merge, 28, 100, 72, 18688, 0.00535094738006591797
Parallel Merge Sort using Serial Merge, 32, 100, 72, 19507, 0.00512623786926269531
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 72, 21842, 0.00457828026264905930
Parallel Merge Sort using Bitonic Merge, 32, 100, 72, 25264, 0.00395808229222893715
Parallel Merge Sort using Serial Merge, 28, 1000, 5, 4783649, 0.00020904540724586695
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 5, 6207346, 0.00016109943680930883
Parallel Merge Sort using Bitonic Merge, 28, 1000, 5, 5970539, 0.00016748905181884766
Parallel Merge Sort using Serial Merge, 32, 1000, 5, 6171725, 0.00016202926053665578
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 5, 6678828, 0.00014972686767578125
Parallel Merge Sort using Bitonic Merge, 32, 1000, 5, 6512894, 0.00015354156494140625
Parallel Merge Sort using Serial Merge, 28, 1000, 6, 5183913, 0.00019290446653030813
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 6, 5420398, 0.00018448829359840602
Parallel Merge Sort using Bitonic Merge, 28, 1000, 6, 5592405, 0.00017881393432617188
Parallel Merge Sort using Serial Merge, 32, 1000, 6, 5087705, 0.00019655228243209422
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 6, 5012912, 0.00019948482804466039
Parallel Merge Sort using Bitonic Merge, 32, 1000, 6, 4297442, 0.00023269653320312500
Parallel Merge Sort using Serial Merge, 28, 1000, 7, 4582436, 0.00021822452254127711
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 7, 4767338, 0.00020976066298317164
Parallel Merge Sort using Bitonic Merge, 28, 1000, 7, 4798975, 0.00020837783813476562
Parallel Merge Sort using Serial Merge, 32, 1000, 7, 4488287, 0.00022280216217041016
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 7, 4639204, 0.00021555423154495656
Parallel Merge Sort using Bitonic Merge, 32, 1000, 7, 4701080, 0.00021271705918479711
Parallel Merge Sort using Serial Merge, 28, 1000, 8, 4500809, 0.00022218227968551219
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 8, 4679576, 0.00021369456953834742
Parallel Merge Sort using Bitonic Merge, 28, 1000, 8, 4705827, 0.00021250247664283961
Parallel Merge Sort using Serial Merge, 32, 1000, 8, 4411806, 0.00022666454606223851
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 8, 4455389, 0.00022444725618697703
Parallel Merge Sort using Bitonic Merge, 32, 1000, 8, 4520211, 0.00022122860536910594
Parallel Merge Sort using Serial Merge, 28, 1000, 11, 1761128, 0.00056781771127134562
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 11, 2627680, 0.00038056372432038188
Parallel Merge Sort using Bitonic Merge, 28, 1000, 11, 2620457, 0.00038161277188919485
Parallel Merge Sort using Serial Merge, 32, 1000, 11, 2437698, 0.00041022300138138235
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 11, 2632959, 0.00037980079650878906
