Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,16,1011696320,0.00006477833085227758
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,32,1161783168,0.00005640983727062121
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,64,879046656,0.00007455349259544164
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,128,408497408,0.00016043186769820750
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,256,52093752,0.00125803949777036905
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,2,459508352,0.00014262199692893773
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,4,639548416,0.00010247230238746852
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,8,977169984,0.00006706714339088649
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,16,1274943872,0.00005140304710948840
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,32,1211449600,0.00005409717414295301
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,64,878765696,0.00007457732863258570
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,128,418574528,0.00015656948380637914
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,256,49734556,0.00131771562155336142
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,2,241004688,0.00054385664407163858
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,4,261377744,0.00050146580906584859
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,8,297261696,0.00044093132601119578
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,16,302080224,0.00043389797792769969
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,32,471690976,0.00027787685394287109
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,64,701487552,0.00018684864335227758
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,128,517076608,0.00025348662165924907
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,256,91915504,0.00142600538674741983
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,2,410143104,0.00031957626924850047
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,4,685481088,0.00019121170043945312
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,8,978039232,0.00013401507749222219
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,16,1360108416,0.00009636879258323461
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,32,1391786880,0.00009417533874511719
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,64,1126317952,0.00011637210991466418
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,128,590373504,0.00022201538376975805
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,256,88416456,0.00148243899457156658
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,2,386743456,0.00033891201019287109
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,4,703642432,0.00018627643294166774
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,8,1067279808,0.00012280940427444875
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,16,1621698560,0.00008082389831542969
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,32,1729335680,0.00007579326484119520
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,64,1423131904,0.00009210109419655055
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,128,673390272,0.00019464493379928172
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,256,96602616,0.00135681626852601767
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,2,407226528,0.00032186508178710938
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,4,654159680,0.00020036697969771922
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,8,1057019520,0.00012400149716995656
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,16,1473086208,0.00008897781663108617
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,32,1680182784,0.00007801056199241430
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,64,1424606976,0.00009200572822010145
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,128,684542208,0.00019147395505569875
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,256,96417944,0.00135941500775516033
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,2,352814688,0.00037150381831452250
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,4,705448256,0.00018579959578346461
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,8,1055193472,0.00012421607971191406
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,16,1514896128,0.00008652210090076551
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,32,1719598976,0.00007622242264915258
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,64,1409991808,0.00009295940253650770
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,128,683181056,0.00019185543351341039
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,256,95044392,0.00137906079180538654
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,2,384471520,0.00034091473207809031
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,4,637693824,0.00020554065122269094
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,8,1056816256,0.00012402534775901586
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,16,1561806336,0.00008392333984375000
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,32,1644006656,0.00007972717139637098
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,64,1401365888,0.00009353160567115992
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,128,671744640,0.00019512177095748484
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,256,46197968,0.00283718109130859375
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,2,372665280,0.00035171507624909282
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,4,660684800,0.00019838809384964406
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,8,1087763840,0.00012049674842273816
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,16,1571179776,0.00008342265937244520
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,32,1731514368,0.00007569789886474609
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,64,1432401792,0.00009150504774879664
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,128,523228160,0.00025050638942047954
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,256,94615832,0.00138530728872865438
