Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 50, 50, 158875152, 0.00000062942507383923
Serial Merge Branchless, 28, 50, 50, 225500208, 0.00000044345856053951
Bitonic Merge, 28, 50, 50, 388361472, 0.00000025749207566150
Serial Merge, 28, 500, 500, 158037072, 0.00000632762930763420
Serial Merge Branchless, 28, 500, 500, 256375536, 0.00000390052809962071
Bitonic Merge, 28, 500, 500, 454913664, 0.00000219821936298104
Serial Merge, 28, 5000, 5000, 169288992, 0.00005907058584853075
Serial Merge Branchless, 28, 5000, 5000, 249660960, 0.00004005432128906250
Bitonic Merge, 28, 5000, 5000, 511001952, 0.00001956939740921371
Serial Merge, 28, 50000, 50000, 176311280, 0.00056717870756983757
Serial Merge Branchless, 28, 50000, 50000, 257765200, 0.00038794995634816587
Bitonic Merge, 28, 50000, 50000, 549452928, 0.00018199920305050910
Serial Merge, 28, 500000, 500000, 175409344, 0.00570095051079988480
Serial Merge Branchless, 28, 500000, 500000, 272169376, 0.00367418280802667141
Bitonic Merge, 28, 500000, 500000, 550711104, 0.00181583408266305923
Serial Merge, 28, 5000000, 5000000, 175507584, 0.05697759613394737244
Serial Merge Branchless, 28, 5000000, 5000000, 273018272, 0.03662758320569992065
Bitonic Merge, 28, 5000000, 5000000, 554155264, 0.01804548315703868866
