Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Standard,28,500000,500000,2,388793474,0.00257205963134765625
Bitonic,28,500000,500000,2,850944207,0.00117516517639160156
AVX-512 MP,28,500000,500000,2,1340461489,0.00074601173400878906
Standard,28,500000,500000,4,1317306532,0.00075912475585937500
Bitonic,28,500000,500000,4,2445658309,0.00040888786315917969
AVX-512 MP,28,500000,500000,4,3355443200,0.00029802322387695312
Standard,28,500000,500000,8,2590675725,0.00038599967956542969
Bitonic,28,500000,500000,8,4148668644,0.00024104118347167969
AVX-512 MP,28,500000,500000,8,5497121887,0.00018191337585449219
Standard,28,500000,500000,16,4293044012,0.00023293495178222656
Bitonic,28,500000,500000,16,6533183800,0.00015306472778320312
AVX-512 MP,28,500000,500000,16,7037422818,0.00014209747314453125
Standard,28,500000,500000,32,2841669376,0.00035190582275390625
Bitonic,28,500000,500000,32,4466777422,0.00022387504577636719
AVX-512 MP,28,500000,500000,32,3423921632,0.00029206275939941406
Standard,28,500000,500000,64,1314416797,0.00076079368591308594
Bitonic,28,500000,500000,64,1683107544,0.00059413909912109375
AVX-512 MP,28,500000,500000,64,1501182534,0.00066614151000976562
