Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 11895360, 0.00008406639244640246
Merge Sort using Serial Merge, 28, 1000, 11808288, 0.00008468628220725805
Merge Sort using Serial Merge Branchless, 28, 1000, 14051270, 0.00007116794586181641
Merge Sort using Bitonic Merge, 28, 1000, 15720780, 0.00006361007399391383
Quick Sort, 32, 1000, 13086752, 0.00007641315460205078
Merge Sort using Serial Merge, 32, 1000, 13447592, 0.00007436275336658582
Merge Sort using Serial Merge Branchless, 32, 1000, 15563280, 0.00006425380706787109
Merge Sort using Bitonic Merge, 32, 1000, 18009034, 0.00005552768561756238
Quick Sort, 28, 10000, 9895027, 0.00101060862652957439
Merge Sort using Serial Merge, 28, 10000, 10969803, 0.00091159343719482422
Merge Sort using Serial Merge Branchless, 28, 10000, 12883351, 0.00077619554940611124
Merge Sort using Bitonic Merge, 28, 10000, 15930963, 0.00062770844670012593
Quick Sort, 32, 10000, 8719423, 0.00114686484448611736
Merge Sort using Serial Merge, 32, 10000, 9395001, 0.00106439588125795126
Merge Sort using Serial Merge Branchless, 32, 10000, 11275314, 0.00088689324911683798
Merge Sort using Bitonic Merge, 32, 10000, 13401188, 0.00074620248051360250
