Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Standard,28,500,500,3048186,0.00032806396484375000
Bitonic,28,500,500,349525333,0.00000286102294921875
AVX-512 MP,28,500,500,3533533,0.00028300285339355469
Standard,28,5000,5000,182361043,0.00005483627319335938
Bitonic,28,5000,5000,590747042,0.00001692771911621094
AVX-512 MP,28,5000,5000,710898983,0.00001406669616699219
Standard,28,50000,50000,183157379,0.00054597854614257812
Bitonic,28,50000,50000,602629885,0.00016593933105468750
AVX-512 MP,28,50000,50000,689852631,0.00014495849609375000
Standard,28,500000,500000,285307394,0.00350499153137207031
Bitonic,28,500000,500000,678909679,0.00147294998168945312
AVX-512 MP,28,500000,500000,651087239,0.00153589248657226562
Standard,28,5000000,5000000,325796489,0.03069400787353515625
Bitonic,28,5000000,5000000,844383065,0.01184296607971191406
AVX-512 MP,28,5000000,5000000,432996170,0.02309489250183105469
Standard,28,50000000,50000000,320786351,0.31173396110534667969
Bitonic,28,50000000,50000000,830703293,0.12037992477416992188
AVX-512 MP,28,50000000,50000000,337317259,0.29645681381225585938
Standard,28,500000000,500000000,320235475,3.12270212173461914062
Bitonic,28,500000000,500000000,806784810,1.23948788642883300781
AVX-512 MP,28,500000000,500000000,364690533,2.74205088615417480469
