Name,Entropy,C Size,Elements Per Second,Total Time
Standard,28,1024,3121342,0.00032806396484375000
Bitonic,28,1024,15284581,0.00006699562072753906
AVX-512,28,1024,3083250,0.00033211708068847656
Bitonic Optimized,28,1024,3838219,0.00026679039001464844
AVX-512 Optimized,28,1024,7809031,0.00013113021850585938
IPP,28,1024,14412641,0.00007104873657226562
Quick Sort,28,1024,11639477,0.00008797645568847656
Standard,28,16384,14602523,0.00112199783325195312
Bitonic,28,16384,19696038,0.00083184242248535156
AVX-512,28,16384,16451873,0.00099587440490722656
Bitonic Optimized,28,16384,57075977,0.00028705596923828125
AVX-512 Optimized,28,16384,56886984,0.00028800964355468750
IPP,28,16384,14893688,0.00110006332397460938
Quick Sort,28,16384,11905661,0.00137615203857421875
Standard,28,262144,13033566,0.02011299133300781250
Bitonic,28,262144,17998226,0.01456499099731445312
AVX-512,28,262144,13379471,0.01959300041198730469
Bitonic Optimized,28,262144,24889906,0.01053214073181152344
AVX-512 Optimized,28,262144,24876391,0.01053786277770996094
IPP,28,262144,11969036,0.02190184593200683594
Quick Sort,28,262144,9454829,0.02772593498229980469
Standard,28,1048576,12621453,0.08307886123657226562
Bitonic,28,1048576,18792661,0.05579710006713867188
AVX-512,28,1048576,13547874,0.07739782333374023438
Bitonic Optimized,28,1048576,23459125,0.04469799995422363281
AVX-512 Optimized,28,1048576,23410426,0.04479098320007324219
IPP,28,1048576,11795151,0.08889889717102050781
Quick Sort,28,1048576,9368548,0.11192512512207031250
Standard,28,8388608,11751038,0.71386098861694335938
Bitonic,28,8388608,17169750,0.48856902122497558594
AVX-512,28,8388608,11462932,0.73180294036865234375
Bitonic Optimized,28,8388608,17809037,0.47103095054626464844
AVX-512 Optimized,28,8388608,15918297,0.52697896957397460938
IPP,28,8388608,9378530,0.89444804191589355469
Quick Sort,28,8388608,7512512,1.11661815643310546875
Standard,28,16777216,10790317,1.55483984947204589844
Bitonic,28,16777216,15669624,1.07068395614624023438
AVX-512,28,16777216,10475133,1.60162305831909179688
Bitonic Optimized,28,16777216,16018927,1.04733705520629882812
AVX-512 Optimized,28,16777216,16038069,1.04608702659606933594
IPP,28,16777216,9390131,1.78668594360351562500
Quick Sort,28,16777216,7254836,2.31255602836608886719
