Name, Entropy, C Size, Number of Threads, Elements Per Second, Total Time
Parallel Merge Sort using Serial Merge, 28, 100, 6, 955640, 0.00010464191291248426
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 6, 1023250, 0.00009772777411853895
Parallel Merge Sort using Bitonic Merge, 28, 100, 6, 1061580, 0.00009419918205821887
Parallel Merge Sort using Serial Merge, 28, 100, 8, 969557, 0.00010313987877452746
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 8, 983424, 0.00010168552398681641
Parallel Merge Sort using Bitonic Merge, 28, 100, 8, 982042, 0.00010182857658946887
Parallel Merge Sort using Serial Merge, 28, 100, 16, 312937, 0.00031955243321135640
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 16, 389660, 0.00025663376436568797
Parallel Merge Sort using Bitonic Merge, 28, 100, 16, 306310, 0.00032646657200530171
Parallel Merge Sort using Serial Merge, 28, 100, 32, 137743, 0.00072598457336425781
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 32, 159479, 0.00062704086303710938
Parallel Merge Sort using Bitonic Merge, 28, 100, 32, -1004, -0.09952583163976669312
Parallel Merge Sort using Serial Merge, 28, 100, 36, 104931, 0.00095300673274323344
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 36, 106540, 0.00093860627384856343
Parallel Merge Sort using Bitonic Merge, 28, 100, 36, 118977, 0.00084049702854827046
Parallel Merge Sort using Serial Merge, 28, 100, 68, 51147, 0.00195512780919671059
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 68, 50123, 0.00199508666992187500
Parallel Merge Sort using Bitonic Merge, 28, 100, 68, 50834, 0.00196716794744133949
Parallel Merge Sort using Serial Merge, 28, 100, 72, 52348, 0.00191025738604366779
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 72, 52047, 0.00192131998483091593
Parallel Merge Sort using Bitonic Merge, 28, 100, 72, 53025, 0.00188589096069335938
Parallel Merge Sort using Serial Merge, 32, 100, 6, 803045, 0.00012452602095436305
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 6, 968885, 0.00010321140143787488
Parallel Merge Sort using Bitonic Merge, 32, 100, 6, 901032, 0.00011098384857177734
Parallel Merge Sort using Serial Merge, 32, 100, 8, 875637, 0.00011420249938964844
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 8, 879862, 0.00011365413956809789
Parallel Merge Sort using Bitonic Merge, 32, 100, 8, 880601, 0.00011355876631569117
Parallel Merge Sort using Serial Merge, 32, 100, 16, 402640, 0.00024836062220856547
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 16, 410642, 0.00024352074251510203
Parallel Merge Sort using Bitonic Merge, 32, 100, 16, 415936, 0.00024042130098678172
Parallel Merge Sort using Serial Merge, 32, 100, 32, 163705, 0.00061085226479917765
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 32, 163208, 0.00061271188315004110
Parallel Merge Sort using Bitonic Merge, 32, 100, 32, -1003, -0.09963090717792510986
Parallel Merge Sort using Serial Merge, 32, 100, 36, 96794, 0.00103311543352901936
