Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Traditional,4,500000000,500000000,32,5587622328,0.17896699905395507812
Bitonic,4,500000000,500000000,32,9771443082,0.10233902931213378906
AVX-512-BA,4,500000000,500000000,32,1627336653,0.61450099945068359375
Traditional,7,500000000,500000000,32,8958244875,0.11162900924682617188
Bitonic,7,500000000,500000000,32,11164714181,0.08956789970397949219
AVX-512-BA,7,500000000,500000000,32,5070275157,0.19722795486450195312
Traditional,10,500000000,500000000,32,6662098520,0.15010285377502441406
Bitonic,10,500000000,500000000,32,12163819754,0.08221101760864257812
AVX-512-BA,10,500000000,500000000,32,11146911168,0.08971095085144042969
Traditional,13,500000000,500000000,32,7303485359,0.13692092895507812500
Bitonic,13,500000000,500000000,32,12880780038,0.07763504981994628906
AVX-512-BA,13,500000000,500000000,32,10481410214,0.09540700912475585938
Traditional,16,500000000,500000000,32,8682367212,0.11517596244812011719
Bitonic,16,500000000,500000000,32,12793596954,0.07816410064697265625
AVX-512-BA,16,500000000,500000000,32,11502588854,0.08693695068359375000
Traditional,19,500000000,500000000,32,8641848735,0.11571598052978515625
Bitonic,19,500000000,500000000,32,12868686930,0.07770800590515136719
AVX-512-BA,19,500000000,500000000,32,11535870270,0.08668613433837890625
Traditional,22,500000000,500000000,32,8679276986,0.11521697044372558594
Bitonic,22,500000000,500000000,32,12761289301,0.07836198806762695312
AVX-512-BA,22,500000000,500000000,32,7300383616,0.13697910308837890625
