Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Serial Merge,28,50,51,46388732,0.00000217725278162106
Serial Merge Branchless,28,50,51,40741252,0.00000247905973083107
Bitonic Merge,28,50,51,34225496,0.00000295101631309080
AVX512 Merge,28,50,51,17843344,0.00000566037397220498
AVX512 Parallel Merge,28,50,51,-2147483648,0.00000000000000000000
Serial Merge,28,51,51,44087372,0.00000231358762903255
Serial Merge Branchless,28,51,51,37105468,0.00000274892090601497
Bitonic Merge,28,51,51,46538944,0.00000219171283788455
AVX512 Merge,28,51,51,17369940,0.00000587221393288928
AVX512 Parallel Merge,28,51,51,-2147483648,0.00000000000000000000
Serial Merge,28,51,52,43635768,0.00000236044888879405
Serial Merge Branchless,28,51,52,38027800,0.00000270854479822447
Bitonic Merge,28,51,52,41469364,0.00000248376136369188
AVX512 Merge,28,51,52,20925078,0.00000492232311444241
AVX512 Parallel Merge,28,51,52,-2147483648,0.00000000000000000000
Serial Merge,28,52,52,53202276,0.00000195480356524058
Serial Merge Branchless,28,52,52,46275740,0.00000224739778786898
Bitonic Merge,28,52,52,31844736,0.00000326584586218814
AVX512 Merge,28,52,52,25580754,0.00000406555636800476
AVX512 Parallel Merge,28,52,52,-2147483648,0.00000000000000000000
Serial Merge,28,52,53,27714062,0.00000378869049200148
Serial Merge Branchless,28,52,53,46696424,0.00000224856626118708
Bitonic Merge,28,52,53,40229052,0.00000261005402535375
AVX512 Merge,28,52,53,16930832,0.00000620170339971082
AVX512 Parallel Merge,28,52,53,-2147483648,0.00000000000000000000
Serial Merge,28,53,53,44866244,0.00000236257801589090
Serial Merge Branchless,28,53,53,34580144,0.00000306534298033512
Bitonic Merge,28,53,53,34186748,0.00000310061682284868
AVX512 Merge,28,53,53,23036230,0.00000460144747194136
AVX512 Parallel Merge,28,53,53,-2147483648,0.00000000000000000000
Serial Merge,28,53,54,40594544,0.00000263582228399173
Serial Merge Branchless,28,53,54,38191332,0.00000280168296740158
Bitonic Merge,28,53,54,39200712,0.00000272954230240430
AVX512 Merge,28,53,54,18818334,0.00000568594441574533
AVX512 Parallel Merge,28,53,54,-2147483648,0.00000000000000000000
Serial Merge,28,54,54,35442936,0.00000304715149468393
Serial Merge Branchless,28,54,54,34913388,0.00000309336905957025
Bitonic Merge,28,54,54,45552344,0.00000237089875554375
AVX512 Merge,28,54,54,19969812,0.00000540816290595103
AVX512 Parallel Merge,28,54,54,-2147483648,0.00000000000000000000
Serial Merge,28,54,55,39163948,0.00000278317202173639
Serial Merge Branchless,28,54,55,36830940,0.00000295946847472806
Bitonic Merge,28,54,55,43460904,0.00000250800121648354
AVX512 Merge,28,54,55,24121092,0.00000451886671726243
AVX512 Parallel Merge,28,54,55,-2147483648,0.00000000000000000000
Serial Merge,28,55,55,39328212,0.00000279697428595682
Serial Merge Branchless,28,55,55,36963428,0.00000297591441267286
Bitonic Merge,28,55,55,39449712,0.00000278836000688898
AVX512 Merge,28,55,55,16465362,0.00000668069105813629
AVX512 Parallel Merge,28,55,55,-2147483648,0.00000000000000000000
Serial Merge,28,55,56,41538728,0.00000267220502792043
Serial Merge Branchless,28,55,56,40817900,0.00000271939507001662
Bitonic Merge,28,55,56,43446728,0.00000255485292655067
AVX512 Merge,28,55,56,22611802,0.00000490894080940052
AVX512 Parallel Merge,28,55,56,-2147483648,0.00000000000000000000
Serial Merge,28,56,56,43940816,0.00000254888300332823
Serial Merge Branchless,28,56,56,45425556,0.00000246557237915113
Bitonic Merge,28,56,56,34867904,0.00000321212291964912
AVX512 Merge,28,56,56,17802932,0.00000629109854344279
AVX512 Parallel Merge,28,56,56,-2147483648,0.00000000000000000000
Serial Merge,28,56,57,48455504,0.00000233203650168434
Serial Merge Branchless,28,56,57,34378716,0.00000328691726281249
Bitonic Merge,28,56,57,36504316,0.00000309552433463978
AVX512 Merge,28,56,57,21202050,0.00000532967351318803
AVX512 Parallel Merge,28,56,57,-2147483648,0.00000000000000000000
Serial Merge,28,57,57,34004800,0.00000335246795657440
Serial Merge Branchless,28,57,57,41779912,0.00000272858392236230
Bitonic Merge,28,57,57,45121152,0.00000252653126153746
