Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Standard Merge Sort,4,1024,1,1683508,0.00060825346736237407
Branchless Merge Sort,4,1024,1,1666718,0.00061438081320375204
Bitonic Based Merge Sort,4,1024,1,1917909,0.00053391454275697470
AVX-512 Based Merge Sort,4,1024,1,-2147483648,0.00000000000000000000
Standard Merge Sort,4,1024,2,3160620,0.00032398701296187937
Branchless Merge Sort,4,1024,2,3277100,0.00031247138394974172
Bitonic Based Merge Sort,4,1024,2,3529723,0.00029010773869231343
AVX-512 Based Merge Sort,4,1024,2,-2147483648,0.00000000000000000000
Standard Merge Sort,4,1024,4,5661702,0.00018086432828567922
Branchless Merge Sort,4,1024,4,5632744,0.00018179416656494141
Bitonic Based Merge Sort,4,1024,4,6186930,0.00016551018052268773
AVX-512 Based Merge Sort,4,1024,4,-2147483648,0.00000000000000000000
Standard Merge Sort,4,1024,8,7749850,0.00013213157944846898
Branchless Merge Sort,4,1024,8,8015990,0.00012774467177223414
Bitonic Based Merge Sort,4,1024,8,8416554,0.00012166499800514430
AVX-512 Based Merge Sort,4,1024,8,-2147483648,0.00000000000000000000
Standard Merge Sort,4,1024,16,8307480,0.00012326240539550781
Branchless Merge Sort,4,1024,16,8347847,0.00012266635894775391
Bitonic Based Merge Sort,4,1024,16,8831930,0.00011594295210670680
AVX-512 Based Merge Sort,4,1024,16,-2147483648,0.00000000000000000000
