Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,16,1203493504,0.00005445480201160535
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,32,847342528,0.00007734298560535535
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,64,351596192,0.00018639564223121852
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,128,322475232,0.00020322800264693797
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,256,51490692,0.00127277371939271688
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,2,297680192,0.00022015572176314890
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,4,637176448,0.00010285377356922254
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,8,1004670720,0.00006523132469737902
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,16,1259752064,0.00005202293323236518
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,32,1250581888,0.00005240440441411920
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,64,318662080,0.00020565986051224172
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,128,421075232,0.00015563964552711695
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,256,52299920,0.00125308032147586346
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,2,326071072,0.00020098686218261719
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,4,511115488,0.00012822150893043727
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,8,748170688,0.00008759498450672254
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,16,1227133568,0.00005340576171875000
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,32,1195121280,0.00005483627319335938
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,64,710646080,0.00009222030348610133
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,128,415348928,0.00015778541273903102
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,256,52085860,0.00125823018606752157
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,2,397222400,0.00016498565673828125
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,4,632776064,0.00010356902930652723
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,8,995934464,0.00006580352783203125
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,16,1269057664,0.00005164146568858996
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,32,1196161408,0.00005478859020513482
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,64,862226816,0.00007600784010719508
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,128,424981312,0.00015420913405250758
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,256,54270072,0.00120759010314941406
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,2,225605632,0.00058097840519621968
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,4,261713696,0.00050082209054380655
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,8,296652192,0.00044183729914948344
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,16,284523264,0.00046067236689850688
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,32,535406880,0.00024480820866301656
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,64,709911936,0.00018463135347701609
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,128,499505568,0.00026240348233841360
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,256,99119400,0.00132236478384584188
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,2,411493888,0.00031852722167968750
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,4,661877952,0.00019803046598099172
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,8,979258624,0.00013384819612838328
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,16,1279692288,0.00010242462303722277
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,32,1400294912,0.00009360313561046496
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,64,1153495168,0.00011363029625499621
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,128,580033600,0.00022597312636207789
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,256,103093392,0.00127139093820005655
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,2,351416384,0.00037298203096725047
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,4,570286144,0.00022983551025390625
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,8,855517952,0.00015320777310989797
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,16,1476250880,0.00008878707740223035
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,32,1703084928,0.00007696151442360133
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,64,540247488,0.00024261474027298391
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,128,672895744,0.00019478797912597656
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,256,102608504,0.00127739901654422283
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,2,382199520,0.00034294129000045359
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,4,618815616,0.00021181107149459422
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,8,1002106880,0.00013079642667435110
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,16,1496341376,0.00008759498450672254
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,32,1663909888,0.00007877349707996473
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,64,1427195776,0.00009183883958030492
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,128,666047744,0.00019679070101119578
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,256,101013488,0.00129756925161927938
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,2,393357056,0.00033321380033157766
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,4,644496832,0.00020337104797363281
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,8,1022230976,0.00012822150893043727
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,16,1560033536,0.00008401870582019910
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,32,1696777216,0.00007724761962890625
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,64,1382685568,0.00009479522850597277
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,128,564431040,0.00023221969604492188
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,256,99795936,0.00131340022198855877
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,2,348918400,0.00037565230741165578
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,4,758493120,0.00017280578322242945
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,8,1102156800,0.00011892318434547633
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,16,1490661120,0.00008792876906227320
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,32,1683269504,0.00007786750938976184
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,64,1409630336,0.00009298324584960938
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,128,561089856,0.00023360252089332789
AVX-512 Merge Path Based Parallel Merge,24,65536,65536,256,102493720,0.00127882952801883221
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,2,368864608,0.00035533905611373484
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,4,581383040,0.00022544860257767141
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,8,1072903552,0.00012216568575240672
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,16,1477044096,0.00008873939805198461
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,32,1159333248,0.00011305809312034398
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,64,1399582080,0.00009365081496071070
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,128,535094208,0.00024495125398971140
AVX-512 Merge Path Based Parallel Merge,28,65536,65536,256,101671064,0.00128917698748409748
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,2,228541184,0.00114703178405761719
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,4,259907248,0.00100860593374818563
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,8,304962464,0.00085959432180970907
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,16,306886112,0.00085420609684661031
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,32,563274368,0.00046539306640625000
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,64,826451904,0.00031719208345748484
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,128,672895744,0.00038957595825195312
AVX-512 Merge Path Based Parallel Merge,4,131072,131072,256,274740544,0.00095415115356445312
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,2,313179776,0.00083703995915129781
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,4,695453248,0.00037693977355957031
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,8,1471509120,0.00017814636521507055
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,16,1736985216,0.00015091896057128906
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,32,1411439872,0.00018572807312011719
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,64,1544691840,0.00016970634169410914
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,128,891592320,0.00029401778010651469
AVX-512 Merge Path Based Parallel Merge,8,131072,131072,256,262676592,0.00099797244183719158
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,2,288388928,0.00090899469796568155
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,4,717790592,0.00036520959110930562
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,8,1218970752,0.00021505355834960938
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,16,1699925248,0.00015420913405250758
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,32,-2147483648,0.00010986327833961695
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,64,2099907712,0.00012483596219681203
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,128,986285952,0.00026578904362395406
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,256,294002784,0.00089163781376555562
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,2,287574336,0.00091156957205384970
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,4,706173184,0.00037121772766113281
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,8,1239025920,0.00021157265291549265
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,16,1676595968,0.00015635490126442164
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,32,-2147483648,0.00011134147644042969
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,64,1919538560,0.00013656615919899195
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,128,1023182272,0.00025620459928177297
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,256,217733712,0.00120396609418094158
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,2,294160096,0.00089116097660735250
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,4,703552320,0.00037260056706145406
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,8,1183033728,0.00022158623323775828
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,16,1749700224,0.00014982224092818797
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,32,-2147483648,0.00011224746413063258
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,64,-2147483648,0.00012192725989734754
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,128,747661952,0.00035061835660599172
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,256,301781760,0.00086865422781556845
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,2,294223072,0.00089097023010253906
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,4,684456960,0.00038299561128951609
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,8,1354078336,0.00019359588623046875
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,16,1712634880,0.00015306472778320312
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,32,-2147483648,0.00011062622070312500
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,64,2001295232,0.00013098717317916453
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,128,978909952,0.00026779173640534282
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,256,300889824,0.00087122916011139750
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,2,293359552,0.00089359283447265625
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,4,754226624,0.00034756661625579000
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,8,1011510208,0.00025916099548339844
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,16,1277313664,0.00020523070998024195
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,32,-2147483648,0.00011758804612327367
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,64,2078471936,0.00012612342834472656
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,128,561777856,0.00046663283137604594
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,256,284611616,0.00092105864314362407
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,2,166924000,0.00314087863080203533
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,4,256200864,0.00204639439471065998
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,8,305606656,0.00171556475106626749
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,16,308947040,0.00169701571576297283
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,32,578416320,0.00090641976566985250
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,64,919554816,0.00057015416678041220
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,128,796228288,0.00065846444340422750
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,256,452213408,0.00115938181988894939
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,2,234387472,0.00223684310913085938
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,4,603331648,0.00086898804875090718
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,8,1388447488,0.00037760735722258687
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,16,2029368192,0.00025835036649368703
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,32,2087152000,0.00025119780912064016
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,64,1939173888,0.00027036666870117188
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,128,1119323648,0.00046839713468216360
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,256,342356320,0.00153141026385128498
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,2,219498432,0.00238857278600335121
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,4,555421120,0.00094394682673737407
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,8,1219105920,0.00043005944462493062
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,16,1980031744,0.00026478766812942922
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,32,-2147483648,0.00021343231492210180
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,64,-2147483648,0.00019698143296409398
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,128,1490257024,0.00035181044950149953
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,256,518686496,0.00101079943124204874
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,2,242680288,0.00216040620580315590
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,4,545095232,0.00096182822016999125
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,8,1145921408,0.00045752525329589844
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,16,1897345408,0.00027632713317871094
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,32,-2147483648,0.00020394325838424265
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,64,-2147483648,0.00017886162095237523
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,128,1240563712,0.00042262076749466360
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,256,410342080,0.00127768516540527344
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,2,212420864,0.00246815686114132404
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,4,544124160,0.00096354482229799032
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,8,1253719040,0.00041818618774414062
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,16,1965168256,0.00026679039001464844
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,32,-2147483648,0.00019578934006858617
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,64,-2147483648,0.00018362999253440648
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,128,1596271232,0.00032844542874954641
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,256,500050752,0.00104846956674009562
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,2,212692064,0.00246500968933105469
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,4,564344064,0.00092902185861021280
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,8,1275091840,0.00041117667569778860
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,16,-2147483648,0.00023016930208541453
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,32,-2147483648,0.00019040107144974172
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,64,-2147483648,0.00017995834059547633
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,128,1768841216,0.00029640196589753032
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,256,407619072,0.00128622050397098064
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,2,235401152,0.00222721090540289879
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,4,543102784,0.00096535682678222656
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,8,1254291200,0.00041799544123932719
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,16,-2147483648,0.00021677017502952367
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,32,-2147483648,0.00020599365234375000
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,64,-2147483648,0.00019559860811568797
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,128,1527736064,0.00034317970857955515
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,256,415223424,0.00126266479492187500
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,2,178382112,0.00587825756520032883
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,4,256114336,0.00409417133778333664
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,8,307534208,0.00340962409973144531
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,16,318500544,0.00329222669824957848
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,32,606259200,0.00172958371695131063
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,64,1000738752,0.00104780192486941814
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,128,1043130368,0.00100522045977413654
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,256,624031104,0.00168032641522586346
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,2,157723136,0.00664820661768317223
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,4,499426144,0.00209956173785030842
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,8,1158722304,0.00090494158212095499
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,16,1842345216,0.00056915282038971782
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,32,-2147483648,0.00041480065556243062
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,64,-2147483648,0.00047979355440475047
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,128,1644990464,0.00063743593636900187
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,256,684478272,0.00153193471487611532
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,2,86076208,0.01218194980174303055
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,4,488715264,0.00214557652361690998
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,8,1092031232,0.00096020696219056845
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,16,-2147483648,0.00044636725215241313
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,32,-2147483648,0.00030488969059661031
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,64,-2147483648,0.00032362938509322703
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,128,-2147483648,0.00043001174344681203
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,256,752291456,0.00139384274370968342
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,2,80793872,0.01297841034829616547
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,4,477955040,0.00219388003461062908
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,8,1069511744,0.00098042492754757404
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,16,-2147483648,0.00044388772221282125
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,32,-2147483648,0.00032682419987395406
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,64,-2147483648,0.00035185815067961812
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,128,-2147483648,0.00044860839261673391
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,256,799354176,0.00131177902221679688
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,2,77956600,0.01345076598227024078
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,4,469836608,0.00223178858868777752
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,8,1082196480,0.00096893310546875000
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,16,-2147483648,0.00041522979154251516
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,32,-2147483648,0.00031166075496003032
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,64,-2147483648,0.00035905838012695312
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,128,-2147483648,0.00047998427180573344
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,256,749241344,0.00139951705932617188
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,2,189383216,0.00553679466247558594
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,4,497764352,0.00210657110437750816
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,8,1060946240,0.00098834035452455282
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,16,2109779456,0.00049700739327818155
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,32,-2147483648,0.00033121107844635844
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,64,-2147483648,0.00025744439335539937
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,128,-2147483648,0.00040359498234465718
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,256,863682944,0.00121407513506710529
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,2,182915072,0.00573258381336927414
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,4,482856096,0.00217161187902092934
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,8,1050706368,0.00099797244183719158
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,16,2102115712,0.00049881933955475688
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,32,-2147483648,0.00028738976106978953
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,64,-2147483648,0.00027365685673430562
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,128,-2147483648,0.00039839744567871094
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,256,759961024,0.00137977604754269123
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,2,190435328,0.01101241074502468109
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,4,282834400,0.00741477031260728836
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,8,310589920,0.00675215711817145348
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,16,320107040,0.00655140867456793785
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,32,628382144,0.00333738327026367188
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,64,1112415616,0.00188522343523800373
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,128,1265734144,0.00165686605032533407
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,256,1027893120,0.00204024324193596840
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,2,210925344,0.00994262658059597015
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,4,387530624,0.00541157741099596024
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,8,949799488,0.00220799446105957031
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,16,1751442176,0.00119738583452999592
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,32,-2147483648,0.00079302786616608500
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,64,-2147483648,0.00069942476693540812
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,128,2010995200,0.00104284286499023438
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,256,998738880,0.00209980015642940998
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,2,102309416,0.02049813233315944672
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,4,178697392,0.01173577271401882172
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,8,960167360,0.00218415260314941406
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,16,2084579712,0.00100603105966001749
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,32,-2147483648,0.00051698682364076376
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,64,-2147483648,0.00037779807462356985
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,128,-2147483648,0.00055937765864655375
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,256,1587857024,0.00132074358407407999
