Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 50, 50, 174762656, 0.00000057220461258112
Serial Merge Branchless, 28, 50, 50, 174762656, 0.00000057220461258112
Bitonic Merge, 28, 50, 50, 209715200, 0.00000047683715820312
Serial Merge, 32, 50, 50, 220752848, 0.00000045299529460863
Serial Merge Branchless, 32, 50, 50, 524288000, 0.00000019073486612342
Bitonic Merge, 32, 50, 50, 209715200, 0.00000047683715820312
Serial Merge, 28, 64, 65, 138734672, 0.00000092983248123346
Serial Merge Branchless, 28, 64, 65, 163959152, 0.00000078678129966647
Bitonic Merge, 28, 64, 65, 128825056, 0.00000100135798675183
Serial Merge, 32, 64, 65, 180355072, 0.00000071525573730469
Serial Merge Branchless, 32, 64, 65, 450887648, 0.00000028610230629056
Bitonic Merge, 32, 64, 65, 257650112, 0.00000050067899337591
Serial Merge, 28, 65, 65, 188020512, 0.00000069141390213190
Serial Merge Branchless, 28, 65, 65, 129823704, 0.00000100135798675183
Bitonic Merge, 28, 65, 65, 605843904, 0.00000021457671550706
Serial Merge, 32, 65, 65, 160370448, 0.00000081062319168268
Serial Merge Branchless, 32, 65, 65, 218103808, 0.00000059604644775391
Bitonic Merge, 32, 65, 65, 419430400, 0.00000030994414146335
