Name,Entropy,C Size,Elements Per Second,Total Time
Merge Sort Standard,4,65536,2811227,0.02331223525106906891
SSE Bitonic Based Merge Sort,4,65536,3166894,0.02069408819079399109
AVX-512 Merge Path Based Sort,4,65536,3175140,0.02064034901559352875
AVX-512 Hybrid Merge Sort,4,65536,13511232,0.00485048303380608559
Intel IPP Sort,4,65536,17810818,0.00367956166155636311
Quick Sort,4,65536,1911529,0.03428459167480468750
Merge Sort Standard,8,65536,2712673,0.02415919303894042969
SSE Bitonic Based Merge Sort,8,65536,2994436,0.02188592031598091125
AVX-512 Merge Path Based Sort,8,65536,3121059,0.02099800109863281250
AVX-512 Hybrid Merge Sort,8,65536,12715174,0.00515415659174323082
Intel IPP Sort,8,65536,8616322,0.00760602951049804688
Quick Sort,8,65536,1768438,0.03705868870019912720
Merge Sort Standard,12,65536,2714082,0.02414665184915065765
SSE Bitonic Based Merge Sort,12,65536,2957839,0.02215671539306640625
AVX-512 Merge Path Based Sort,12,65536,3119783,0.02100658416748046875
AVX-512 Hybrid Merge Sort,12,65536,12166185,0.00538673391565680504
Intel IPP Sort,12,65536,5536167,0.01183779258280992508
Quick Sort,12,65536,1710647,0.03831064701080322266
Merge Sort Standard,16,65536,2709721,0.02418551407754421234
SSE Bitonic Based Merge Sort,16,65536,2957692,0.02215781249105930328
AVX-512 Merge Path Based Sort,16,65536,3118301,0.02101657353341579437
AVX-512 Hybrid Merge Sort,16,65536,12076123,0.00542690744623541832
Intel IPP Sort,16,65536,4141393,0.01582462713122367859
Quick Sort,16,65536,1685301,0.03888680785894393921
Merge Sort Standard,20,65536,2711964,0.02416551113128662109
SSE Bitonic Based Merge Sort,20,65536,2960225,0.02213885821402072906
AVX-512 Merge Path Based Sort,20,65536,3119681,0.02100727520883083344
AVX-512 Hybrid Merge Sort,20,65536,12163224,0.00538804521784186363
Intel IPP Sort,20,65536,4088437,0.01602959632873535156
Quick Sort,20,65536,1683391,0.03893094137310981750
Merge Sort Standard,24,65536,2709400,0.02418837510049343109
SSE Bitonic Based Merge Sort,24,65536,2959912,0.02214119397103786469
AVX-512 Merge Path Based Sort,24,65536,3116759,0.02102696895599365234
AVX-512 Hybrid Merge Sort,24,65536,12119089,0.00540766725316643715
Intel IPP Sort,24,65536,4078924,0.01606697961688041687
Quick Sort,24,65536,1682454,0.03895261138677597046
Merge Sort Standard,28,65536,2710028,0.02418277226388454437
SSE Bitonic Based Merge Sort,28,65536,2959214,0.02214641496539115906
AVX-512 Merge Path Based Sort,28,65536,3119309,0.02100977860391139984
AVX-512 Hybrid Merge Sort,28,65536,12056260,0.00543584814295172691
Intel IPP Sort,28,65536,4090883,0.01602001115679740906
Quick Sort,28,65536,1684935,0.03889524936676025391
Merge Sort Standard,4,131072,2703604,0.04848046228289604187
SSE Bitonic Based Merge Sort,4,131072,3071561,0.04267275333404541016
AVX-512 Merge Path Based Sort,4,131072,3052630,0.04293739795684814453
AVX-512 Hybrid Merge Sort,4,131072,11479841,0.01141757983714342117
Intel IPP Sort,4,131072,18205944,0.00719940662384033203
Quick Sort,4,131072,1815662,0.07218964397907257080
Merge Sort Standard,8,131072,2609654,0.05022580549120903015
SSE Bitonic Based Merge Sort,8,131072,2908971,0.04505784437060356140
AVX-512 Merge Path Based Sort,8,131072,2997926,0.04372088983654975891
AVX-512 Hybrid Merge Sort,8,131072,10971943,0.01194610632956027985
Intel IPP Sort,8,131072,8666716,0.01512360572814941406
Quick Sort,8,131072,1680987,0.07797322422266006470
Merge Sort Standard,12,131072,2607578,0.05026578903198242188
SSE Bitonic Based Merge Sort,12,131072,2870420,0.04566299915313720703
AVX-512 Merge Path Based Sort,12,131072,2995272,0.04375963285565376282
AVX-512 Hybrid Merge Sort,12,131072,10498716,0.01248457469046115875
Intel IPP Sort,12,131072,5597746,0.02341513708233833313
Quick Sort,12,131072,1625636,0.08062811195850372314
Merge Sort Standard,16,131072,2609834,0.05022234842181205750
SSE Bitonic Based Merge Sort,16,131072,2863441,0.04577429220080375671
AVX-512 Merge Path Based Sort,16,131072,2999612,0.04369630664587020874
AVX-512 Hybrid Merge Sort,16,131072,10468050,0.01252114772796630859
Intel IPP Sort,16,131072,3975774,0.03296766430139541626
Qui
