Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Traditional,4,524288,524288,2,331727750,0.00316095352172851562
Bitonic,4,524288,524288,2,885631597,0.00118398666381835938
AVX-512-BA,4,524288,524288,2,673514013,0.00155687332153320312
Traditional,4,524288,524288,4,1530820226,0.00068497657775878906
Bitonic,4,524288,524288,4,2937906821,0.00035691261291503906
AVX-512-BA,4,524288,524288,4,983682959,0.00106596946716308594
Traditional,4,524288,524288,8,3692734266,0.00028395652770996094
Bitonic,4,524288,524288,8,6850539736,0.00015306472778320312
AVX-512-BA,4,524288,524288,8,927857913,0.00113010406494140625
Traditional,4,524288,524288,16,4031206701,0.00026011466979980469
Bitonic,4,524288,524288,16,10597702436,0.00009894371032714844
AVX-512-BA,4,524288,524288,16,785926824,0.00133419036865234375
Traditional,4,524288,524288,32,2032368997,0.00051593780517578125
Bitonic,4,524288,524288,32,3037324938,0.00034523010253906250
AVX-512-BA,4,524288,524288,32,431900865,0.00242781639099121094
Traditional,4,524288,524288,64,1078745771,0.00097203254699707031
Bitonic,4,524288,524288,64,1903092389,0.00055098533630371094
AVX-512-BA,4,524288,524288,64,528484320,0.00198411941528320312
Traditional,7,524288,524288,2,491621563,0.00213289260864257812
Bitonic,7,524288,524288,2,920478549,0.00113916397094726562
AVX-512-BA,7,524288,524288,2,910945839,0.00115108489990234375
Traditional,7,524288,524288,4,935356552,0.00112104415893554688
Bitonic,7,524288,524288,4,1865951001,0.00056195259094238281
AVX-512-BA,7,524288,524288,4,1839417194,0.00057005882263183594
Traditional,7,524288,524288,8,1913858359,0.00054788589477539062
Bitonic,7,524288,524288,8,3746206568,0.00027990341186523438
AVX-512-BA,7,524288,524288,8,2212297037,0.00047397613525390625
Traditional,7,524288,524288,16,3730319347,0.00028109550476074219
Bitonic,7,524288,524288,16,7479670937,0.00014019012451171875
AVX-512-BA,7,524288,524288,16,2841115317,0.00036907196044921875
Traditional,7,524288,524288,32,7233629130,0.00014495849609375000
Bitonic,7,524288,524288,32,12935430915,0.00008106231689453125
AVX-512-BA,7,524288,524288,32,4595659886,0.00022816658020019531
Traditional,7,524288,524288,64,9200934123,0.00011396408081054688
Bitonic,7,524288,524288,64,22325109193,0.00004696846008300781
AVX-512-BA,7,524288,524288,64,4501582918,0.00023293495178222656
Traditional,10,524288,524288,2,474694712,0.00220894813537597656
Bitonic,10,524288,524288,2,945613096,0.00110888481140136719
AVX-512-BA,10,524288,524288,2,914164728,0.00114703178405761719
Traditional,10,524288,524288,4,940557423,0.00111484527587890625
Bitonic,10,524288,524288,4,1789278482,0.00058603286743164062
AVX-512-BA,10,524288,524288,4,852499808,0.00123000144958496094
Traditional,10,524288,524288,8,1795121024,0.00058412551879882812
Bitonic,10,524288,524288,8,3602003694,0.00029110908508300781
AVX-512-BA,10,524288,524288,8,3326812792,0.00031518936157226562
Traditional,10,524288,524288,16,3393554406,0.00030899047851562500
Bitonic,10,524288,524288,16,6992124818,0.00014996528625488281
AVX-512-BA,10,524288,524288,16,4581298449,0.00022888183593750000
Traditional,10,524288,524288,32,6032985611,0.00017380714416503906
Bitonic,10,524288,524288,32,12354063233,0.00008487701416015625
AVX-512-BA,10,524288,524288,32,6355558542,0.00016498565673828125
Traditional,10,524288,524288,64,9200934123,0.00011396408081054688
Bitonic,10,524288,524288,64,18024780783,0.00005817413330078125
AVX-512-BA,10,524288,524288,64,9883250586,0.00010609626770019531
Traditional,13,524288,524288,2,522705789,0.00200605392456054688
Bitonic,13,524288,524288,2,1354912665,0.00077390670776367188
AVX-512-BA,13,524288,524288,2,1069824011,0.00098013877868652344
Traditional,13,524288,524288,4,1016184498,0.00103187561035156250
Bitonic,13,524288,524288,4,2497471045,0.00041985511779785156
AVX-512-BA,13,524288,524288,4,2126714947,0.00049304962158203125
Traditional,13,524288,524288,8,1928122100,0.00054383277893066406
Bitonic,13,524288,524288,8,4947183927,0.00021195411682128906
AVX-512-BA,13,524288,524288,8,4145189925,0.00025296211242675781
Traditional,13,524288,524288,16,3449448244,0.00030398368835449219
Bitonic,13,524288,524288,16,6808121534,0.00015401840209960938
AVX-512-BA,13,524288,524288,16,3613842654,0.00029015541076660156
Traditional,13,524288,524288,32,6467715457,0.00016212463378906250
Bitonic,13,524288,524288,32,12182954324,0.00008606910705566406
AVX-512-BA,13,524288,524288,32,6247225157,0.00016784667968750000
Traditional,13,524288,524288,64,8589934592,0.00012207031250000000
Bitonic,13,524288,524288,64,18098956835,0.00005793571472167969
AVX-512-BA,13,524288,524288,64,9437868049,0.00011110305786132812
Traditional,16,524288,524288,2,520355715,0.00201511383056640625
Bitonic,16,524288,524288,2,981706810,0.00106811523437500000
AVX-512-BA,16,524288,524288,2,834227335,0.00125694274902343750
Traditional,16,524288,524288,4,1009189194,0.00103902816772460938
Bitonic,16,524288,524288,4,1789278482,0.00058603286743164062
AVX-512-BA,16,524288,524288,4,1989166219,0.00052714347839355469
Traditional,16,524288,524288,8,1931509227,0.00054287910461425781
Bitonic,16,524288,524288,8,3746206568,0.00027990341186523438
AVX-512-BA,16,524288,524288,8,4406860231,0.00023794174194335938
Traditional,16,524288,524288,16,3427939603,0.00030589103698730469
Bitonic,16,524288,524288,16,5137904802,0.00020408630371093750
AVX-512-BA,16,524288,524288,16,5403005541,0.00019407272338867188
Traditional,16,524288,524288,32,6467715457,0.00016212463378906250
Bitonic,16,524288,524288,32,8313887544,0.00012612342834472656
AVX-512-BA,16,524288,524288,32,6203168562,0.00016903877258300781
Traditional,16,524288,524288,64,8523345951,0.00012302398681640625
Bitonic,16,524288,524288,64,13830334940,0.00007581710815429688
AVX-512-BA,16,524288,524288,64,9623734159,0.00010895729064941406
Traditional,19,524288,524288,2,532838201,0.00196790695190429688
Bitonic,19,524288,524288,2,959224975,0.00109314918518066406
AVX-512-BA,19,524288,524288,2,806537045,0.00130009651184082031
Traditional,19,524288,524288,4,983682959,0.00106596946716308594
