Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 100, 22550022, 0.00000443458566223853
Merge Sort using Serial Merge, 28, 100, 17189770, 0.00000581741323912865
Merge Sort using Serial Merge Branchless, 28, 100, 22721042, 0.00000440120675193612
Merge Sort using Bitonic Merge, 28, 100, 27306668, 0.00000366210929314548
Quick Sort, 32, 100, 22052070, 0.00000453472148365108
Merge Sort using Serial Merge, 32, 100, 17317524, 0.00000577449782213080
Merge Sort using Serial Merge Branchless, 32, 100, 22381558, 0.00000446796411779360
Merge Sort using Bitonic Merge, 32, 100, 27094988, 0.00000369071949535282
Quick Sort, 28, 1000, 13085119, 0.00007642269338248298
Merge Sort using Serial Merge, 28, 1000, 13429508, 0.00007446289237122983
Merge Sort using Serial Merge Branchless, 28, 1000, 15606131, 0.00006407737964764237
Merge Sort using Bitonic Merge, 28, 1000, 18105430, 0.00005523204890778288
Quick Sort, 32, 1000, 13160665, 0.00007598400407005101
Merge Sort using Serial Merge, 32, 1000, 13583470, 0.00007361888856394216
Merge Sort using Serial Merge Branchless, 32, 1000, 15659737, 0.00006385803135344759
Merge Sort using Bitonic Merge, 32, 1000, 17916718, 0.00005581379082286730
Quick Sort, 28, 10000, 10665202, 0.00093762873439118266
Merge Sort using Serial Merge, 28, 10000, 11186004, 0.00089397432748228312
Merge Sort using Serial Merge Branchless, 28, 10000, 13283202, 0.00075283052865415812
Merge Sort using Bitonic Merge, 28, 10000, 16537097, 0.00060470105381682515
Quick Sort, 32, 10000, 10636965, 0.00094011781038716435
Merge Sort using Serial Merge, 32, 10000, 10673018, 0.00093694211682304740
Merge Sort using Serial Merge Branchless, 32, 10000, 13275719, 0.00075325486250221729
Merge Sort using Bitonic Merge, 32, 10000, 16418377, 0.00060907361330464482
