Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 50, 50, 44150568, 0.00000226497650146484
Serial Merge Branchless, 28, 50, 50, 82241256, 0.00000121593473068060
Bitonic Merge, 28, 50, 50, 11814941, 0.00000846385955810547
Serial Merge, 32, 50, 50, 139810128, 0.00000071525573730469
Serial Merge Branchless, 32, 50, 50, 262144000, 0.00000038146973224684
Bitonic Merge, 32, 50, 50, 41527760, 0.00000240802773987525
Serial Merge, 28, 64, 65, 193237584, 0.00000066757201011569
Serial Merge Branchless, 28, 64, 65, 416204032, 0.00000030994414146335
Bitonic Merge, 28, 64, 65, 56360956, 0.00000228881845032447
Serial Merge, 32, 64, 65, 186574208, 0.00000069141390213190
Serial Merge Branchless, 32, 64, 65, 225443824, 0.00000057220461258112
Bitonic Merge, 32, 64, 65, 49187748, 0.00000262260437011719
Serial Merge, 28, 65, 65, 143489344, 0.00000090599058921725
Serial Merge Branchless, 28, 65, 65, 201947968, 0.00000064373017494290
Bitonic Merge, 28, 65, 65, 52428800, 0.00000247955313170678
Serial Merge, 32, 65, 65, 129823704, 0.00000100135798675183
Serial Merge Branchless, 32, 65, 65, 181753168, 0.00000071525573730469
Bitonic Merge, 32, 65, 65, 61265116, 0.00000212192526305444
