Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Parallel Merge Sort using Serial Merge,28,100000000,1,2625652,38.08576583862304687500
Parallel Merge Sort using Serial Merge Branchless,28,100000000,1,2534380,39.45737457275390625000
Parallel Merge Sort using Bitonic Merge,28,100000000,1,2717779,36.79473876953125000000
Parallel Merge Sort using Serial Merge,28,100000000,2,5229566,19.12204551696777343750
Parallel Merge Sort using Serial Merge Branchless,28,100000000,2,5051967,19.79426956176757812500
Parallel Merge Sort using Bitonic Merge,28,100000000,2,5427224,18.42562675476074218750
Parallel Merge Sort using Serial Merge,28,100000000,4,9938751,10.06162643432617187500
Parallel Merge Sort using Serial Merge Branchless,28,100000000,4,9591486,10.42591285705566406250
Parallel Merge Sort using Bitonic Merge,28,100000000,4,10302772,9.70612525939941406250
Parallel Merge Sort using Serial Merge,28,100000000,8,19709458,5.07370615005493164062
Parallel Merge Sort using Serial Merge Branchless,28,100000000,8,19035990,5.25320720672607421875
Parallel Merge Sort using Bitonic Merge,28,100000000,8,20424932,4.89597702026367187500
Parallel Merge Sort using Serial Merge,28,100000000,16,39682164,2.52002382278442382812
Parallel Merge Sort using Serial Merge Branchless,28,100000000,16,38312088,2.61014223098754882812
Parallel Merge Sort using Bitonic Merge,28,100000000,16,41159120,2.42959523200988769531
Parallel Merge Sort using Serial Merge,28,100000000,24,46269164,2.16126656532287597656
Parallel Merge Sort using Serial Merge Branchless,28,100000000,24,44487124,2.24784135818481445312
Parallel Merge Sort using Bitonic Merge,28,100000000,24,48392892,2.06641912460327148438
Parallel Merge Sort using Serial Merge,28,100000000,32,76397432,1.30894446372985839844
Parallel Merge Sort using Serial Merge Branchless,28,100000000,32,73875192,1.35363435745239257812
Parallel Merge Sort using Bitonic Merge,28,100000000,32,79127872,1.26377713680267333984
Parallel Merge Sort using Serial Merge,28,100000000,40,58315916,1.71479773521423339844
Parallel Merge Sort using Serial Merge Branchless,28,100000000,40,55868120,1.78992962837219238281
Parallel Merge Sort using Bitonic Merge,28,100000000,40,62754652,1.59350740909576416016
Parallel Merge Sort using Serial Merge,28,100000000,48,77313904,1.29342842102050781250
Parallel Merge Sort using Serial Merge Branchless,28,100000000,48,73875320,1.35363197326660156250
Parallel Merge Sort using Bitonic Merge,28,100000000,48,81259344,1.23062765598297119141
Parallel Merge Sort using Serial Merge,28,100000000,64,148839568,0.67186433076858520508
Parallel Merge Sort using Serial Merge Branchless,28,100000000,64,144466560,0.69220173358917236328
Parallel Merge Sort using Bitonic Merge,28,100000000,64,158991200,0.62896561622619628906
Parallel Merge Sort using Serial Merge,28,100000000,72,58300272,1.71525788307189941406
Parallel Merge Sort using Serial Merge Branchless,28,100000000,72,57235004,1.74718248844146728516
Parallel Merge Sort using Bitonic Merge,28,100000000,72,72313272,1.38287198543548583984
Parallel Merge Sort using Serial Merge,28,100000000,128,180117248,0.55519390106201171875
Parallel Merge Sort using Serial Merge Branchless,28,100000000,128,186134400,0.53724622726440429688
Parallel Merge Sort using Bitonic Merge,28,100000000,128,235259440,0.42506265640258789062
Parallel Merge Sort using Serial Merge,28,100000000,144,67793200,1.47507417201995849609
Parallel Merge Sort using Serial Merge Branchless,28,100000000,144,65766980,1.52051985263824462891
Parallel Merge Sort using Bitonic Merge,28,100000000,144,90384440,1.10638511180877685547
Parallel Merge Sort using Serial Merge,28,100000000,180,64771508,1.54388868808746337891
Parallel Merge Sort using Serial Merge Branchless,28,100000000,180,62692148,1.59509611129760742188
Parallel Merge Sort using Bitonic Merge,28,100000000,180,94183720,1.06175458431243896484
Parallel Merge Sort using Serial Merge,28,100000000,256,212995872,0.46949267387390136719
Parallel Merge Sort using Serial Merge Branchless,28,100000000,256,221249568,0.45197829604148864746
Parallel Merge Sort using Bitonic Merge,28,100000000,256,330860672,0.30224204063415527344
Parallel Merge Sort using Serial Merge,28,100000000,270,65504956,1.52660202980041503906
Parallel Merge Sort using Serial Merge Branchless,28,100000000,270,64311356,1.55493533611297607422
Parallel Merge Sort using Bitonic Merge,28,100000000,270,85797536,1.16553461551666259766
