Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 12471912, 0.00008018016524147242
Merge Sort using Serial Merge, 28, 1000, 13074514, 0.00007648467726539820
Merge Sort using Serial Merge Branchless, 28, 1000, 15296513, 0.00006537437730003148
Merge Sort using Bitonic Merge, 28, 1000, 17140596, 0.00005834102557855658
Quick Sort, 32, 1000, 13070440, 0.00007650852057849988
Merge Sort using Serial Merge, 32, 1000, 13421773, 0.00007450580596923828
Merge Sort using Serial Merge Branchless, 32, 1000, 15563280, 0.00006425380706787109
Merge Sort using Bitonic Merge, 32, 1000, 17795096, 0.00005619525836664252
Quick Sort, 28, 10000, 10275623, 0.00097317696781829000
Merge Sort using Serial Merge, 28, 10000, 11172595, 0.00089504721108824015
Merge Sort using Serial Merge Branchless, 28, 10000, 13134701, 0.00076134206028655171
Merge Sort using Bitonic Merge, 28, 10000, 16130698, 0.00061993597773835063
Quick Sort, 32, 10000, 9907883, 0.00100929732434451580
Merge Sort using Serial Merge, 32, 10000, 10641661, 0.00093970296438783407
Merge Sort using Serial Merge Branchless, 32, 10000, 12537527, 0.00079760549124330282
Merge Sort using Bitonic Merge, 32, 10000, 15451479, 0.00064718723297119141
