Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Standard Merge Sort,4,262144,2,5556821,0.04717516899108886719
Branchless Merge Sort,4,262144,2,5161738,0.05078599601984024048
Bitonic Based Merge Sort,4,262144,2,5928095,0.04422061517834663391
AVX-512 Based Merge Sort,4,262144,2,18727492,0.01399781741201877594
Standard Merge Sort,4,262144,4,11239014,0.02332446537911891937
Branchless Merge Sort,4,262144,4,10425063,0.02514555491507053375
Bitonic Based Merge Sort,4,262144,4,11991659,0.02186052873730659485
AVX-512 Based Merge Sort,4,262144,4,41854108,0.00626327982172369957
Standard Merge Sort,4,262144,8,22311790,0.01174912415444850922
Branchless Merge Sort,4,262144,8,20501268,0.01278672181069850922
Bitonic Based Merge Sort,4,262144,8,23381924,0.01121139526367187500
AVX-512 Based Merge Sort,4,262144,8,79695544,0.00328931817784905434
Standard Merge Sort,4,262144,16,44268924,0.00592162599787116051
Branchless Merge Sort,4,262144,16,40596056,0.00645737629383802414
Bitonic Based Merge Sort,4,262144,16,45973892,0.00570201873779296875
AVX-512 Based Merge Sort,4,262144,16,148640896,0.00176360609475523233
Standard Merge Sort,4,262144,32,74728080,0.00350797176361083984
Branchless Merge Sort,4,262144,32,69080424,0.00379476556554436684
Bitonic Based Merge Sort,4,262144,32,76586328,0.00342285633087158203
AVX-512 Based Merge Sort,4,262144,32,169030816,0.00155086512677371502
Standard Merge Sort,4,262144,64,112530360,0.00232954020611941814
Branchless Merge Sort,4,262144,64,106802624,0.00245447154156863689
Bitonic Based Merge Sort,4,262144,64,113375088,0.00231218338012695312
AVX-512 Based Merge Sort,4,262144,64,183741920,0.00142669677734375000
Standard Merge Sort,4,262144,128,99328032,0.00263917446136474609
Branchless Merge Sort,4,262144,128,101040408,0.00259444722905755043
Bitonic Based Merge Sort,4,262144,128,108940200,0.00240631098859012127
AVX-512 Based Merge Sort,4,262144,128,109621208,0.00239136209711432457
Standard Merge Sort,4,262144,256,59670128,0.00439321994781494141
Branchless Merge Sort,4,262144,256,62651308,0.00418417435139417648
Bitonic Based Merge Sort,4,262144,256,65248656,0.00401761522516608238
AVX-512 Based Merge Sort,4,262144,256,67805376,0.00386612419970333576
Standard Merge Sort,8,262144,2,5354071,0.04896161705255508423
Branchless Merge Sort,8,262144,2,4963106,0.05281853675842285156
Bitonic Based Merge Sort,8,262144,2,5632738,0.04653935506939888000
AVX-512 Based Merge Sort,8,262144,2,18335950,0.01429672259837388992
Standard Merge Sort,8,262144,4,10773896,0.02433140203356742859
Branchless Merge Sort,8,262144,4,9956720,0.02632834948599338531
Bitonic Based Merge Sort,8,262144,4,11342141,0.02311239205300807953
AVX-512 Based Merge Sort,8,262144,4,38954136,0.00672955531626939774
Standard Merge Sort,8,262144,8,21216058,0.01235592365264892578
Branchless Merge Sort,8,262144,8,19327824,0.01356303691864013672
Bitonic Based Merge Sort,8,262144,8,21982318,0.01192522048950195312
AVX-512 Based Merge Sort,8,262144,8,71563688,0.00366308679804205894
Standard Merge Sort,8,262144,16,42229788,0.00620756158605217934
Branchless Merge Sort,8,262144,16,38562712,0.00679786223918199539
Bitonic Based Merge Sort,8,262144,16,43758696,0.00599067192524671555
AVX-512 Based Merge Sort,8,262144,16,135603232,0.00193316931836307049
Standard Merge Sort,8,262144,32,71775312,0.00365228648297488689
Branchless Merge Sort,8,262144,32,66753176,0.00392706412822008133
Bitonic Based Merge Sort,8,262144,32,73648888,0.00355937471613287926
AVX-512 Based Merge Sort,8,262144,32,160173600,0.00163662433624267578
Standard Merge Sort,8,262144,64,109140256,0.00240190024487674236
Branchless Merge Sort,8,262144,64,102418296,0.00255954265594482422
Bitonic Based Merge Sort,8,262144,64,112032728,0.00233988766558468342
AVX-512 Based Merge Sort,8,262144,64,180950848,0.00144870276562869549
Standard Merge Sort,8,262144,128,99947424,0.00262281903997063637
