Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Standard,4,500000,500000,32,792424711,0.00126194953918457031
Bitonic,4,500000,500000,32,1119675387,0.00089311599731445312
AVX-512 MP,4,500000,500000,32,1243862396,0.00080394744873046875
Standard,7,500000,500000,32,5924158192,0.00016880035400390625
Bitonic,7,500000,500000,32,15363750915,0.00006508827209472656
AVX-512 MP,7,500000,500000,32,4905618713,0.00020384788513183594
Standard,10,500000,500000,32,5377312820,0.00018596649169921875
Bitonic,10,500000,500000,32,16980987854,0.00005888938903808594
AVX-512 MP,10,500000,500000,32,15592208178,0.00006413459777832031
Standard,13,500000,500000,32,5289160151,0.00018906593322753906
Bitonic,13,500000,500000,32,16131938461,0.00006198883056640625
AVX-512 MP,13,500000,500000,32,15592208178,0.00006413459777832031
Standard,16,500000,500000,32,5262614805,0.00019001960754394531
Bitonic,16,500000,500000,32,12633445783,0.00007915496826171875
AVX-512 MP,16,500000,500000,32,15887515151,0.00006294250488281250
Standard,19,500000,500000,32,5096359659,0.00019621849060058594
Bitonic,19,500000,500000,32,12985461300,0.00007700920104980469
AVX-512 MP,19,500000,500000,32,16384000000,0.00006103515625000000
Standard,22,500000,500000,32,4999170441,0.00020003318786621094
Bitonic,22,500000,500000,32,14513162629,0.00006890296936035156
AVX-512 MP,22,500000,500000,32,16384000000,0.00006103515625000000
Standard,25,500000,500000,32,5178153086,0.00019311904907226562
Bitonic,25,500000,500000,32,14266340136,0.00007009506225585938
AVX-512 MP,25,500000,500000,32,15650388059,0.00006389617919921875
Standard,28,500000,500000,32,3998383222,0.00025010108947753906
Bitonic,28,500000,500000,32,13706875816,0.00007295608520507812
AVX-512 MP,28,500000,500000,32,17260510288,0.00005793571472167969
Standard,31,500000,500000,32,5159045510,0.00019383430480957031
Bitonic,31,500000,500000,32,14315030716,0.00006985664367675781
AVX-512 MP,31,500000,500000,32,16644063492,0.00006008148193359375
