Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Standard,4,500000000,500000000,64,3027383783,0.33031821250915527344
Bitonic,4,500000000,500000000,64,8095517870,0.12352514266967773438
AVX-512 MP,4,500000000,500000000,64,1378815836,0.72526001930236816406
Standard,7,500000000,500000000,64,11269890829,0.08873200416564941406
Bitonic,7,500000000,500000000,64,13653022229,0.07324385643005371094
AVX-512 MP,7,500000000,500000000,64,2746302352,0.36412596702575683594
Standard,10,500000000,500000000,64,6285908685,0.15908598899841308594
Bitonic,10,500000000,500000000,64,8529151356,0.11724495887756347656
AVX-512 MP,10,500000000,500000000,64,9999008277,0.10000991821289062500
Standard,13,500000000,500000000,64,5994594679,0.16681694984436035156
Bitonic,13,500000000,500000000,64,8078522011,0.12378501892089843750
AVX-512 MP,13,500000000,500000000,64,17295956322,0.05781698226928710938
Standard,16,500000000,500000000,64,4421726667,0.22615599632263183594
Bitonic,16,500000000,500000000,64,8020207776,0.12468504905700683594
AVX-512 MP,16,500000000,500000000,64,16909038867,0.05913996696472167969
Standard,19,500000000,500000000,64,5907304019,0.16928195953369140625
Bitonic,19,500000000,500000000,64,8075069212,0.12383794784545898438
AVX-512 MP,19,500000000,500000000,64,17096649804,0.05849099159240722656
Standard,22,500000000,500000000,64,5961857679,0.16773295402526855469
Bitonic,22,500000000,500000000,64,8010450645,0.12483692169189453125
AVX-512 MP,22,500000000,500000000,64,16418761596,0.06090593338012695312
Standard,25,500000000,500000000,64,5984612926,0.16709518432617187500
Bitonic,25,500000000,500000000,64,7358298977,0.13590097427368164062
AVX-512 MP,25,500000000,500000000,64,15666873351,0.06382894515991210938
Standard,28,500000000,500000000,64,5978292133,0.16727185249328613281
Bitonic,28,500000000,500000000,64,6900784960,0.14491105079650878906
AVX-512 MP,28,500000000,500000000,64,10101109741,0.09899902343750000000
Standard,31,500000000,500000000,64,5958266744,0.16783404350280761719
Bitonic,31,500000000,500000000,64,7004761356,0.14276003837585449219
AVX-512 MP,31,500000000,500000000,64,16183039520,0.06179308891296386719
Standard,34,500000000,500000000,64,6664437933,0.15005016326904296875
Bitonic,34,500000000,500000000,64,8255317641,0.12113404273986816406
AVX-512 MP,34,500000000,500000000,64,1379080594,0.72512078285217285156
