Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 11831605, 0.00008451938629150391
Merge Sort using Serial Merge, 28, 1000, 11976881, 0.00008349418931175023
Merge Sort using Serial Merge Branchless, 28, 1000, 14146051, 0.00007069110870361328
Merge Sort using Bitonic Merge, 28, 1000, 15827562, 0.00006318092346191406
Quick Sort, 32, 1000, 12969400, 0.00007710456702625379
Merge Sort using Serial Merge, 32, 1000, 13058231, 0.00007658005051780492
Merge Sort using Serial Merge Branchless, 32, 1000, 15386295, 0.00006499290611827746
Merge Sort using Bitonic Merge, 32, 1000, 17682564, 0.00005655288623529486
Quick Sort, 28, 10000, 9470521, 0.00105590815655887127
Merge Sort using Serial Merge, 28, 10000, 10291255, 0.00097169878426939249
Merge Sort using Serial Merge Branchless, 28, 10000, 12338366, 0.00081048009451478720
Merge Sort using Bitonic Merge, 28, 10000, 14983403, 0.00066740514012053609
Quick Sort, 32, 10000, 9511972, 0.00105130672454833984
Merge Sort using Serial Merge, 32, 10000, 10071083, 0.00099294190295040607
Merge Sort using Serial Merge Branchless, 32, 10000, 11922750, 0.00083873269613832235
Merge Sort using Bitonic Merge, 32, 10000, 14400549, 0.00069441797677427530
Quick Sort, 28, 100000, 7732533, 0.01293237227946519852
Merge Sort using Serial Merge, 28, 100000, 8336090, 0.01199603080749511719
Merge Sort using Serial Merge Branchless, 28, 100000, 10223153, 0.00978171825408935547
Merge Sort using Bitonic Merge, 28, 100000, 13250010, 0.00754716387018561363
Quick Sort, 32, 100000, 8023429, 0.01246349792927503586
Merge Sort using Serial Merge, 32, 100000, 8528180, 0.01172583084553480148
Merge Sort using Serial Merge Branchless, 32, 100000, 10682396, 0.00936119537800550461
Merge Sort using Bitonic Merge, 32, 100000, 13719923, 0.00728867063298821449
Quick Sort, 28, 1000000, 6217358, 0.16084000468254089355
Merge Sort using Serial Merge, 28, 1000000, 6787906, 0.14732082188129425049
Merge Sort using Serial Merge Branchless, 28, 1000000, 8875878, 0.11266491562128067017
Merge Sort using Bitonic Merge, 28, 1000000, 11938995, 0.08375914394855499268
Quick Sort, 32, 1000000, 6333568, 0.15788888931274414062
Merge Sort using Serial Merge, 32, 1000000, 7096496, 0.14091460406780242920
Merge Sort using Serial Merge Branchless, 32, 1000000, 9241077, 0.10821249336004257202
Merge Sort using Bitonic Merge, 32, 1000000, 11940124, 0.08375122398138046265
