Name,Entropy,C Size,Elements Per Second,Total Time
Standard,4,1048576,11833075,0.08861398696899414062
Bitonic,4,1048576,20806252,0.05039715766906738281
AVX-512 Optimized,4,1048576,22527744,0.04654598236083984375
Quick Sort,4,1048576,15793042,0.06639480590820312500
Standard,7,1048576,11732316,0.08937501907348632812
Bitonic,7,1048576,18141436,0.05780005455017089844
AVX-512 Optimized,7,1048576,22764922,0.04606103897094726562
Quick Sort,7,1048576,12906505,0.08124399185180664062
Standard,10,1048576,11623082,0.09021496772766113281
Bitonic,10,1048576,18988034,0.05522298812866210938
AVX-512 Optimized,10,1048576,23241803,0.04511594772338867188
Quick Sort,10,1048576,11535133,0.09090280532836914062
Standard,13,1048576,11877302,0.08828401565551757812
Bitonic,13,1048576,18480351,0.05674004554748535156
AVX-512 Optimized,13,1048576,23313012,0.04497814178466796875
Quick Sort,13,1048576,10719778,0.09781694412231445312
Standard,16,1048576,12092212,0.08671498298645019531
Bitonic,16,1048576,18702198,0.05606698989868164062
AVX-512 Optimized,16,1048576,23314619,0.04497504234313964844
Quick Sort,16,1048576,9770831,0.10731697082519531250
Standard,19,1048576,12155411,0.08626413345336914062
Bitonic,19,1048576,18645033,0.05623888969421386719
AVX-512 Optimized,19,1048576,23427759,0.04475784301757812500
Quick Sort,19,1048576,9364379,0.11197495460510253906
Standard,22,1048576,12158670,0.08624100685119628906
Bitonic,22,1048576,18775893,0.05584692955017089844
AVX-512 Optimized,22,1048576,23418778,0.04477500915527343750
Quick Sort,22,1048576,9341446,0.11224985122680664062
Standard,25,1048576,12174186,0.08613109588623046875
Bitonic,25,1048576,18756435,0.05590486526489257812
AVX-512 Optimized,25,1048576,23426137,0.04476094245910644531
Quick Sort,25,1048576,9333021,0.11235117912292480469
Standard,28,1048576,12217610,0.08582496643066406250
Bitonic,28,1048576,18708563,0.05604791641235351562
AVX-512 Optimized,28,1048576,23415162,0.04478192329406738281
Quick Sort,28,1048576,9350443,0.11214184761047363281
Standard,31,1048576,12138268,0.08638596534729003906
Bitonic,31,1048576,18710234,0.05604290962219238281
AVX-512 Optimized,31,1048576,23424515,0.04476404190063476562
Quick Sort,31,1048576,9405011,0.11149120330810546875
