Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,2,186560272,0.00035128594026900828
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,4,250915472,0.00026118755340576172
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,8,284847584,0.00023007392883300781
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,16,292019456,0.00022442340559791774
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,32,470842592,0.00013918876356910914
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,64,510261568,0.00012843609147239476
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,128,304641376,0.00021512508101295680
AVX-512 Merge Path Based Parallel Merge,4,32768,32768,256,53667176,0.00122115609701722860
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,2,436938368,0.00014998912229202688
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,4,620632000,0.00010559558722889051
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,8,1001012032,0.00006546974327648059
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,16,1187377536,0.00005519390106201172
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,32,1041204224,0.00006294250488281250
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,64,801393344,0.00008177757263183594
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,128,391787232,0.00016727446927689016
AVX-512 Merge Path Based Parallel Merge,8,32768,32768,256,53423108,0.00122673506848514080
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,2,378776224,0.00017302036576438695
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,4,610026432,0.00010743141319835559
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,8,1018443520,0.00006434917304432020
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,16,1290506624,0.00005078315734863281
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,32,1185329536,0.00005528926703846082
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,64,833974208,0.00007858276512706652
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,128,414409632,0.00015814304060768336
AVX-512 Merge Path Based Parallel Merge,12,32768,32768,256,53171988,0.00123252870980650187
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,2,430034272,0.00015239715867210180
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,4,637028736,0.00010287761688232422
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,8,969586944,0.00006759166717529297
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,16,1220594688,0.00005369186328607611
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,32,1225492224,0.00005347728802007623
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,64,892750592,0.00007340907905017957
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,128,366797312,0.00017867088899947703
