Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,16,32768,32768,256,54904204,0.00119364261627197266
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,2,415160736,0.00015785693540237844
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,4,622459008,0.00010528564598644152
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,8,994853120,0.00006587505049537867
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,16,1278501888,0.00005125999450683594
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,32,1206133888,0.00005433559272205457
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,64,809655104,0.00008094310760498047
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,128,373069920,0.00017566680617164820
AVX-512 Merge Path Based Parallel Merge,20,32768,32768,256,26754452,0.00244953623041510582
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,2,383639776,0.00017082691192626953
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,4,559490944,0.00011713504500221461
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,8,999192640,0.00006558895256603137
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,16,1263225600,0.00005187988426769152
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,32,877363264,0.00007469653792213649
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,64,862497344,0.00007598400407005101
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,128,361253632,0.00018141270265914500
AVX-512 Merge Path Based Parallel Merge,24,32768,32768,256,55298528,0.00118513102643191814
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,2,327313536,0.00020022391981910914
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,4,617980928,0.00010604858107399195
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,8,845778176,0.00007748603820800781
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,16,1272582912,0.00005149841308593750
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,32,1164243584,0.00005629062798107043
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,64,456001856,0.00014371871657203883
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,128,324953184,0.00020167828188277781
AVX-512 Merge Path Based Parallel Merge,28,32768,32768,256,54184488,0.00120949745178222656
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,2,213638448,0.00061352254124358296
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,4,269620320,0.00048613548278808594
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,8,295869888,0.00044300555600784719
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,16,305470816,0.00042908190516754985
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,32,475320608,0.00027575492276810110
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,64,717415936,0.00018270015425514430
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,128,454907584,0.00028812885284423828
AVX-512 Merge Path Based Parallel Merge,4,65536,65536,256,169036000,0.00077540875645354390
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,2,380164448,0.00034477710141800344
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,4,807277248,0.00016236305236816406
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,8,883993856,0.00014827252016402781
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,16,1377834112,0.00009512901306152344
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,32,1443686528,0.00009078979201149195
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,64,1110617856,0.00011801719665527344
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,128,566408256,0.00023140906705521047
AVX-512 Merge Path Based Parallel Merge,8,65536,65536,256,165369936,0.00079259870108217001
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,2,389676640,0.00033636094303801656
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,4,663715840,0.00019748210615944117
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,8,969074240,0.00013525485701393336
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,16,1564473088,0.00008378028724109754
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,32,1200078208,0.00010921955254161730
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,64,999374336,0.00013115405454300344
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,128,648449920,0.00020213126845192164
AVX-512 Merge Path Based Parallel Merge,12,65536,65536,256,181851680,0.00072076322976499796
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,2,347353152,0.00037734507350251079
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,4,582060160,0.00022518634796142578
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,8,989837568,0.00013241768465377390
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,16,1549044352,0.00008461475226795301
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,32,1708377344,0.00007672309584449977
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,64,1269643904,0.00010323524475097656
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,128,464163968,0.00028238297090865672
AVX-512 Merge Path Based Parallel Merge,16,65536,65536,256,164125808,0.00079860689584165812
AVX-512 Merge Path Based Parallel Merge,20,65536,65536,2,388465120,0.00033740996150299907
AVX-512 Merge Path Based Parallel Merge,20,6553
