Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Merge Sort Standard,4,65536,2,5937836,0.01103701628744602203
SSE Bitonic Based Merge Sort,4,65536,2,6268910,0.01045413035899400711
AVX-512 Merge Path Based Sort,4,65536,2,6284475,0.01042823772877454758
AVX-512 Hybrid Merge Sort,4,65536,2,26387434,0.00248360633850097656
Merge Sort Standard,4,65536,4,11878394,0.00551724433898925781
SSE Bitonic Based Merge Sort,4,65536,4,12555860,0.00521955499425530434
AVX-512 Merge Path Based Sort,4,65536,4,12419370,0.00527691841125488281
AVX-512 Hybrid Merge Sort,4,65536,4,53359848,0.00122818944510072470
Merge Sort Standard,4,65536,8,23352128,0.00280642509460449219
SSE Bitonic Based Merge Sort,4,65536,8,24207654,0.00270724296569824219
AVX-512 Merge Path Based Sort,4,65536,8,22879418,0.00286440853960812092
AVX-512 Hybrid Merge Sort,4,65536,8,85685136,0.00076484680175781250
Merge Sort Standard,4,65536,16,42209684,0.00155262951739132404
SSE Bitonic Based Merge Sort,4,65536,16,46695528,0.00140347483102232218
AVX-512 Merge Path Based Sort,4,65536,16,40158648,0.00163192744366824627
AVX-512 Hybrid Merge Sort,4,65536,16,137384000,0.00047702790470793843
Merge Sort Standard,4,65536,32,72946744,0.00089840887812897563
SSE Bitonic Based Merge Sort,4,65536,32,75107360,0.00087256432743743062
AVX-512 Merge Path Based Sort,4,65536,32,62285392,0.00105218891985714436
AVX-512 Hybrid Merge Sort,4,65536,32,151933408,0.00043134688166901469
Merge Sort Standard,4,65536,64,100371688,0.00065293314401060343
SSE Bitonic Based Merge Sort,4,65536,64,102604672,0.00063872337341308594
AVX-512 Merge Path Based Sort,4,65536,64,86553912,0.00075716973515227437
AVX-512 Hybrid Merge Sort,4,65536,64,153786448,0.00042614937410689890
Merge Sort Standard,4,65536,128,67787400,0.00096678733825683594
SSE Bitonic Based Merge Sort,4,65536,128,71145536,0.00092115404549986124
AVX-512 Merge Path Based Sort,4,65536,128,62860848,0.00104255671612918377
AVX-512 Hybrid Merge Sort,4,65536,128,75350304,0.00086975097656250000
Merge Sort Standard,4,65536,256,24721460,0.00265097618103027344
SSE Bitonic Based Merge Sort,4,65536,256,24069026,0.00272283563390374184
AVX-512 Merge Path Based Sort,4,65536,256,23206632,0.00282402033917605877
AVX-512 Hybrid Merge Sort,4,65536,256,23750014,0.00275940890423953533
Merge Sort Standard,8,65536,2,5720664,0.01145601272583007812
SSE Bitonic Based Merge Sort,8,65536,2,5961067,0.01099400501698255539
AVX-512 Merge Path Based Sort,8,65536,2,6262112,0.01046547852456569672
AVX-512 Hybrid Merge Sort,8,65536,2,24256786,0.00270175933837890625
Merge Sort Standard,8,65536,4,11434570,0.00573139172047376633
SSE Bitonic Based Merge Sort,8,65536,4,11892990,0.00551047315821051598
AVX-512 Merge Path Based Sort,8,65536,4,12509347,0.00523896235972642899
AVX-512 Hybrid Merge Sort,8,65536,4,48288580,0.00135717389639467001
Merge Sort Standard,8,65536,8,22188688,0.00295357708819210529
SSE Bitonic Based Merge Sort,8,65536,8,22858870,0.00286698341369628906
AVX-512 Merge Path Based Sort,8,65536,8,24415794,0.00268416409380733967
AVX-512 Hybrid Merge Sort,8,65536,8,75416456,0.00086898804875090718
Merge Sort Standard,8,65536,16,42996700,0.00152420997619628906
SSE Bitonic Based Merge Sort,8,65536,16,44062244,0.00148735044058412313
AVX-512 Merge Path Based Sort,8,65536,16,46425808,0.00141162867657840252
AVX-512 Hybrid Merge Sort,8,65536,16,125457736,0.00052237510681152344
Merge Sort Standard,8,65536,32,71957568,0.00091075897216796875
SSE Bitonic Based Merge Sort,8,65536,32,72161584,0.00090818403987213969
AVX-512 Merge Path Based Sort,8,65536,32,74682904,0.00087752344552427530
AVX-512 Hybrid Merge Sort,8,65536,32,152168896,0.00043067932710982859
Merge Sort Standard,8,65536,64,100393688,0.00065279006958007812
SSE Bitonic Based Merge Sort,8,65536,64,101162192,0.00064783095149323344
AVX-512 Merge Path Based Sort,8,65536,64,98976632,0.00066213606623932719
AVX-512 Hybrid Merge Sort,8,65536,64,149422656,0.00043859481229446828
Merge Sort Standard,8,65536,128,65776000,0.00099635124206542969
SSE Bitonic Based Merge Sort,8,65536,128,68695432,0.00095400807913392782
AVX-512 Merge Path Based Sort,8,65536,128,64389296,0.00101780891418457031
AVX-512 Hybrid Merge Sort,8,65536,128,59977724,0.00109267234802246094
Merge Sort Standard,8,65536,256,23621434,0.00277442927472293377
SSE Bitonic Based Merge Sort,8,65536,256,10917211,0.00600299844518303871
AVX-512 Merge Path Based Sort,8,65536,256,24205522,0.00270748138427734375
AVX-512 Hybrid Merge Sort,8,65536,256,15319337,0.00427799206227064133
Merge Sort Standard,12,65536,2,5711179,0.01147503871470689774
SSE Bitonic Based Merge Sort,12,65536,2,5908811,0.01109123229980468750
