Name,Entropy,C Size,Elements Per Second,Total Time
Quick Sort,4,16384,1161645,0.01410412788391113281
Merge Sort Standard,4,16384,1276601,0.01283407211303710938
Branch Avoiding Sort,4,16384,1270277,0.01289796829223632812
Bitonic Based Merge Sort,4,16384,1664030,0.00984597206115722656
AVX-512 Merge Path Based Sort,4,16384,1622655,0.01009702682495117188
AVX-512 Hybrid Merge Sort,4,16384,8308484,0.00197196006774902344
Quick Sort,8,16384,1094538,0.01496887207031250000
Merge Sort Standard,8,16384,1233455,0.01328301429748535156
Branch Avoiding Sort,8,16384,1222222,0.01340508460998535156
Bitonic Based Merge Sort,8,16384,1589440,0.01030802726745605469
AVX-512 Merge Path Based Sort,8,16384,1598127,0.01025199890136718750
AVX-512 Hybrid Merge Sort,8,16384,7776335,0.00210690498352050781
Quick Sort,12,16384,1070230,0.01530885696411132812
Merge Sort Standard,12,16384,1226607,0.01335716247558593750
Branch Avoiding Sort,12,16384,1225623,0.01336789131164550781
Bitonic Based Merge Sort,12,16384,1582996,0.01034998893737792969
AVX-512 Merge Path Based Sort,12,16384,1599205,0.01024508476257324219
AVX-512 Hybrid Merge Sort,12,16384,7581584,0.00216102600097656250
Quick Sort,16,16384,1068549,0.01533293724060058594
Merge Sort Standard,16,16384,1229394,0.01332688331604003906
Branch Avoiding Sort,16,16384,1229086,0.01333022117614746094
Bitonic Based Merge Sort,16,16384,1578270,0.01038098335266113281
AVX-512 Merge Path Based Sort,16,16384,1594086,0.01027798652648925781
AVX-512 Hybrid Merge Sort,16,16384,7595830,0.00215697288513183594
Quick Sort,20,16384,1072317,0.01527905464172363281
Merge Sort Standard,20,16384,1231509,0.01330399513244628906
Branch Avoiding Sort,20,16384,1225426,0.01337003707885742188
Bitonic Based Merge Sort,20,16384,1584822,0.01033806800842285156
AVX-512 Merge Path Based Sort,20,16384,1590691,0.01029992103576660156
AVX-512 Hybrid Merge Sort,20,16384,7474383,0.00219202041625976562
Quick Sort,24,16384,1076753,0.01521611213684082031
Merge Sort Standard,24,16384,1226432,0.01335906982421875000
Branch Avoiding Sort,24,16384,1228471,0.01333689689636230469
Bitonic Based Merge Sort,24,16384,1580702,0.01036500930786132812
AVX-512 Merge Path Based Sort,24,16384,1593790,0.01027989387512207031
AVX-512 Hybrid Merge Sort,24,16384,7571560,0.00216388702392578125
Quick Sort,28,16384,1072183,0.01528096199035644531
Merge Sort Standard,28,16384,1226980,0.01335310935974121094
Branch Avoiding Sort,28,16384,1225710,0.01336693763732910156
Bitonic Based Merge Sort,28,16384,1582231,0.01035499572753906250
AVX-512 Merge Path Based Sort,28,16384,1598573,0.01024913787841796875
AVX-512 Hybrid Merge Sort,28,16384,7484151,0.00218915939331054688
Quick Sort,4,262144,1728498,0.15165996551513671875
Merge Sort Standard,4,262144,2607152,0.10054802894592285156
Branch Avoiding Sort,4,262144,2488410,0.10534596443176269531
Bitonic Based Merge Sort,4,262144,2975255,0.08810806274414062500
AVX-512 Merge Path Based Sort,4,262144,2944082,0.08904099464416503906
AVX-512 Hybrid Merge Sort,4,262144,9941065,0.02636981010437011719
Quick Sort,8,262144,1594414,0.16441392898559570312
Merge Sort Standard,8,262144,2500515,0.10483598709106445312
Branch Avoiding Sort,8,262144,2384168,0.10995197296142578125
Bitonic Based Merge Sort,8,262144,2807347,0.09337782859802246094
AVX-512 Merge Path Based Sort,8,262144,2874006,0.09121203422546386719
AVX-512 Hybrid Merge Sort,8,262144,9598111,0.02731204032897949219
Quick Sort,12,262144,1549406,0.16918992996215820312
Merge Sort Standard,12,262144,2509424,0.10446381568908691406
Branch Avoiding Sort,12,262144,2395518,0.10943102836608886719
Bitonic Based Merge Sort,12,262144,2780511,0.09427905082702636719
AVX-512 Merge Path Based Sort,12,262144,2876819,0.09112286567687988281
AVX-512 Hybrid Merge Sort,12,262144,9256473,0.02832007408142089844
Quick Sort,16,262144,1513874,0.17316102981567382812
Merge Sort Standard,16,262144,2509441,0.10446310043334960938
Branch Avoiding Sort,16,262144,2394730,0.10946702957153320312
Bitonic Based Merge Sort,16,262144,2768442,0.09469008445739746094
AVX-512 Merge Path Based Sort,16,262144,2879916,0.09102487564086914062
AVX-512 H
