Name, Entropy, C Size, Number of Threads, Elements Per Second, Total Time
Parallel Merge Sort using Serial Merge, 28, 1000, 6, 3655167, 0.00027358531951904297
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 6, 4880502, 0.00020489693270064890
Parallel Merge Sort using Bitonic Merge, 28, 1000, 6, 6048023, 0.00016534328460693359
Parallel Merge Sort using Serial Merge, 28, 1000, 8, 2209156, 0.00045266150846146047
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 8, 3930563, 0.00025441645993851125
Parallel Merge Sort using Bitonic Merge, 28, 1000, 8, 3240346, 0.00030860901460982859
Parallel Merge Sort using Serial Merge, 28, 1000, 16, 1442432, 0.00069327355595305562
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 16, 2024082, 0.00049405096797272563
Parallel Merge Sort using Bitonic Merge, 28, 1000, 16, 1381068, 0.00072407722473144531
Parallel Merge Sort using Serial Merge, 28, 1000, 32, 1519510, 0.00065810681553557515
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 32, 1615057, 0.00061917304992675781
Parallel Merge Sort using Bitonic Merge, 28, 1000, 32, 1621300, 0.00061678886413574219
Parallel Merge Sort using Serial Merge, 28, 1000, 36, 1049862, 0.00095250608865171671
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 36, 999619, 0.00100038049276918173
Parallel Merge Sort using Bitonic Merge, 28, 1000, 36, 1014685, 0.00098552706185728312
Parallel Merge Sort using Serial Merge, 28, 1000, 68, 478195, 0.00209119310602545738
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 68, 454189, 0.00220172409899532795
Parallel Merge Sort using Bitonic Merge, 28, 1000, 68, 488146, 0.00204856391064822674
Parallel Merge Sort using Serial Merge, 28, 1000, 72, 472528, 0.00211627478711307049
Parallel Merge Sort using Serial Merge Branchless, 28, 1000, 72, 419556, 0.00238347053527832031
Parallel Merge Sort using Bitonic Merge, 28, 1000, 72, 472618, 0.00211586942896246910
Parallel Merge Sort using Serial Merge, 32, 1000, 6, 7667832, 0.00013041496276855469
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 6, 7370065, 0.00013568400754593313
Parallel Merge Sort using Bitonic Merge, 32, 1000, 6, 7990672, 0.00012514591799117625
Parallel Merge Sort using Serial Merge, 32, 1000, 8, 7116226, 0.00014052391634322703
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 8, 7483147, 0.00013363361358642578
Parallel Merge Sort using Bitonic Merge, 32, 1000, 8, 7584636, 0.00013184547424316406
Parallel Merge Sort using Serial Merge, 32, 1000, 16, 3288360, 0.00030410289764404297
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 16, 3708819, 0.00026962757692672312
Parallel Merge Sort using Bitonic Merge, 32, 1000, 16, 3692819, 0.00027079583378508687
Parallel Merge Sort using Serial Merge, 32, 1000, 32, 1532277, 0.00065262318821623921
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 32, 1573611, 0.00063548085745424032
Parallel Merge Sort using Bitonic Merge, 32, 1000, 32, 1576095, 0.00063447951106354594
Parallel Merge Sort using Serial Merge, 32, 1000, 36, 1041649, 0.00096001627389341593
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 36, 1057405, 0.00094571115914732218
Parallel Merge Sort using Bitonic Merge, 32, 1000, 36, 1058499, 0.00094473361968994141
Parallel Merge Sort using Serial Merge, 32, 1000, 68, 469502, 0.00212991237640380859
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 68, 472379, 0.00211694231256842613
Parallel Merge Sort using Bitonic Merge, 32, 1000, 68, 443790, 0.00225331773981451988
Parallel Merge Sort using Serial Merge, 32, 1000, 72, 487420, 0.00205161562189459801
Parallel Merge Sort using Serial Merge Branchless, 32, 1000, 72, 489668, 0.00204219808802008629
Parallel Merge Sort using Bitonic Merge, 32, 1000, 72, 489988, 0.00204086303710937500
Parallel Merge Sort using Serial Merge, 28, 10000, 6, 17390042, 0.00057504174765199423
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 6, 22723502, 0.00044007302494719625
Parallel Merge Sort using Bitonic Merge, 28, 10000, 6, 25034642, 0.00039944649324752390
Parallel Merge Sort using Serial Merge, 28, 10000, 8, 8555962, 0.00116877560503780842
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 8, 10607749, 0.00094270706176757812
Parallel Merge Sort using Bitonic Merge, 28, 10000, 8, 16649349, 0.00060062407283112407
Parallel Merge Sort using Serial Merge, 28, 10000, 16, 12307952, 0.00081248284550383687
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 16, 10903075, 0.00091717240866273642
Parallel Merge Sort using Bitonic Merge, 28, 10000, 16, 18623968, 0.00053694250527769327
Parallel Merge Sort using Serial Merge, 28, 10000, 32, 10220538, 0.00097842211835086346
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 32, 11021111, 0.00090734957484528422
Parallel Merge Sort using Bitonic Merge, 28, 10000, 32, 11392612, 0.00087776186410337687
Parallel Merge Sort using Serial Merge, 28, 10000, 36, 7603611, 0.00131516461260616779
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 36, 7819650, 0.00127882952801883221
Parallel Merge Sort using Bitonic Merge, 28, 10000, 36, 8170616, 0.00122389791067689657
Parallel Merge Sort using Serial Merge, 28, 10000, 68, 3871034, 0.00258328905329108238
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 68, 4032519, 0.00247983937151730061
Parallel Merge Sort using Bitonic Merge, 28, 10000, 68, 4082762, 0.00244932179339230061
Parallel Merge Sort using Serial Merge, 28, 10000, 72, 3739838, 0.00267391209490597248
Parallel Merge Sort using Serial Merge Branchless, 28, 10000, 72, 3914678, 0.00255448813550174236
Parallel Merge Sort using Bitonic Merge, 28, 10000, 72, 3890314, 0.00257048616185784340
Parallel Merge Sort using Serial Merge, 32, 10000, 6, 16678479, 0.00059957505436614156
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 6, 19483018, 0.00051326752873137593
Parallel Merge Sort using Bitonic Merge, 32, 10000, 6, 22382752, 0.00044677258119918406
Parallel Merge Sort using Serial Merge, 32, 10000, 8, 17141998, 0.00058336259098723531
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 8, 20162014, 0.00049598218174651265
Parallel Merge Sort using Bitonic Merge, 32, 10000, 8, 22749384, 0.00043957232264801860
Parallel Merge Sort using Serial Merge, 32, 10000, 16, 13299629, 0.00075190066127106547
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 16, 15591628, 0.00064136984292417765
Parallel Merge Sort using Bitonic Merge, 32, 10000, 16, 18702030, 0.00053470133570954204
Parallel Merge Sort using Serial Merge, 32, 10000, 32, 9985011, 0.00100150110665708780
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 32, 9715334, 0.00102930073626339436
Parallel Merge Sort using Bitonic Merge, 32, 10000, 32, 11267742, 0.00088748929556459188
Parallel Merge Sort using Serial Merge, 32, 10000, 36, 4979643, 0.00200817594304680824
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 36, 5308977, 0.00188360211905092001
Parallel Merge Sort using Bitonic Merge, 32, 10000, 36, 5241635, 0.00190780160482972860
Parallel Merge Sort using Serial Merge, 32, 10000, 68, 3594861, 0.00278174877166748047
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 68, 3971390, 0.00251801009289920330
Parallel Merge Sort using Bitonic Merge, 32, 10000, 68, 3685550, 0.00271329889073967934
Parallel Merge Sort using Serial Merge, 32, 10000, 72, 3802908, 0.00262956623919308186
Parallel Merge Sort using Serial Merge Branchless, 32, 10000, 72, 3866003, 0.00258665089495480061
Parallel Merge Sort using Bitonic Merge, 32, 10000, 72, 3962310, 0.00252377986907958984
