Name,Entropy,C Size,Elements Per Second,Total Time
Quick Sort,4,262144,1634223,0.16040889918804168701
Merge Sort Standard,4,262144,2618716,0.10010399669408798218
Branch Avoiding Sort,4,262144,2503453,0.10471296310424804688
Bitonic Based Merge Sort,4,262144,2998839,0.08741514384746551514
AVX-512 Merge Path Based Sort,4,262144,2952324,0.08879239857196807861
AVX-512 Hybrid Merge Sort,4,262144,10170248,0.02577557601034641266
Quick Sort,8,262144,1518288,0.17265757918357849121
Merge Sort Standard,8,262144,2521034,0.10398270934820175171
Branch Avoiding Sort,8,262144,2404840,0.10900683701038360596
Bitonic Based Merge Sort,8,262144,2838459,0.09235431998968124390
AVX-512 Merge Path Based Sort,8,262144,2889200,0.09073238074779510498
AVX-512 Hybrid Merge Sort,8,262144,9752622,0.02687933482229709625
Quick Sort,12,262144,1476452,0.17754986882209777832
Merge Sort Standard,12,262144,2523668,0.10387420654296875000
Branch Avoiding Sort,12,262144,2406104,0.10894956439733505249
Bitonic Based Merge Sort,12,262144,2800064,0.09362070262432098389
AVX-512 Merge Path Based Sort,12,262144,2881903,0.09096209704875946045
AVX-512 Hybrid Merge Sort,12,262144,9369044,0.02797980234026908875
Quick Sort,16,262144,1443593,0.18159124255180358887
Merge Sort Standard,16,262144,2522360,0.10392804443836212158
Branch Avoiding Sort,16,262144,2406726,0.10892140865325927734
Bitonic Based Merge Sort,16,262144,2786038,0.09409201145172119141
AVX-512 Merge Path Based Sort,16,262144,2882489,0.09094361960887908936
AVX-512 Hybrid Merge Sort,16,262144,9191965,0.02851882018148899078
Quick Sort,20,262144,1439073,0.18216161429882049561
Merge Sort Standard,20,262144,2522999,0.10390172153711318970
Branch Avoiding Sort,20,262144,2405809,0.10896291583776473999
Bitonic Based Merge Sort,20,262144,2788466,0.09401011466979980469
AVX-512 Merge Path Based Sort,20,262144,2885403,0.09085178375244140625
AVX-512 Hybrid Merge Sort,20,262144,9179188,0.02855851687490940094
Quick Sort,24,262144,1439970,0.18204823136329650879
Merge Sort Standard,24,262144,2522710,0.10391362011432647705
Branch Avoiding Sort,24,262144,2405115,0.10899434238672256470
Bitonic Based Merge Sort,24,262144,2788393,0.09401257336139678955
AVX-512 Merge Path Based Sort,24,262144,2883922,0.09089841693639755249
AVX-512 Hybrid Merge Sort,24,262144,9199941,0.02849409542977809906
Quick Sort,28,262144,1439658,0.18208763003349304199
Merge Sort Standard,28,262144,2521320,0.10397090762853622437
Branch Avoiding Sort,28,262144,2404340,0.10902950912714004517
Bitonic Based Merge Sort,28,262144,2786486,0.09407689422369003296
AVX-512 Merge Path Based Sort,28,262144,2881804,0.09096522629261016846
AVX-512 Hybrid Merge Sort,28,262144,9185922,0.02853758260607719421
Quick Sort,4,2097152,1503345,1.39499032497406005859
Merge Sort Standard,4,2097152,2395662,0.87539559602737426758
Branch Avoiding Sort,4,2097152,2274857,0.92188280820846557617
Bitonic Based Merge Sort,4,2097152,2804499,0.74778133630752563477
AVX-512 Merge Path Based Sort,4,2097152,2732960,0.76735532283782958984
AVX-512 Hybrid Merge Sort,4,2097152,7617223,0.27531713247299194336
Quick Sort,8,2097152,1395976,1.50228345394134521484
Merge Sort Standard,8,2097152,2304612,0.90998017787933349609
Branch Avoiding Sort,8,2097152,2185854,0.95942002534866333008
Bitonic Based Merge Sort,8,2097152,2656654,0.78939598798751831055
AVX-512 Merge Path Based Sort,8,2097152,2673904,0.78430330753326416016
AVX-512 Hybrid Merge Sort,8,2097152,7345367,0.28550675511360168457
Quick Sort,12,2097152,1355977,1.54659819602966308594
Merge Sort Standard,12,2097152,2301684,0.91113787889480590820
Branch Avoiding Sort,12,2097152,2182292,0.96098595857620239258
Bitonic Based Merge Sort,12,2097152,2619641,0.80054932832717895508
AVX-512 Merge Path Based Sort,12,2097152,2609773,0.80357635021209716797
AVX-512 Hybrid Merge Sort,12,2097152,7110286,0.29494619369506835938
Quick Sort,16,2097152,1321773,1.58661961555480957031
