Name, Entropy, C Size, Number of Threads, Elements Per Second, Total Time
Parallel Merge Sort using Serial Merge, 28, 100, 6, 162632, 0.00061488151550292969
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 6, 1051204, 0.00009512901306152344
Parallel Merge Sort using Bitonic Merge, 28, 100, 6, 1075462, 0.00009298324584960938
Parallel Merge Sort using Serial Merge, 28, 100, 8, 730715, 0.00013685226440429688
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 8, 502311, 0.00019907951354980469
Parallel Merge Sort using Bitonic Merge, 28, 100, 8, 356962, 0.00028014183044433594
Parallel Merge Sort using Serial Merge, 28, 100, 16, 237503, 0.00042104721069335938
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 16, 238042, 0.00042009353637695312
Parallel Merge Sort using Bitonic Merge, 28, 100, 16, 300236, 0.00033307075500488281
Parallel Merge Sort using Serial Merge, 28, 100, 32, 93289, 0.00107192993164062500
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 32, 126754, 0.00078892707824707031
Parallel Merge Sort using Bitonic Merge, 28, 100, 32, 132983, 0.00075197219848632812
Parallel Merge Sort using Serial Merge, 28, 100, 36, 85773, 0.00116586685180664062
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 36, 52245, 0.00191402435302734375
Parallel Merge Sort using Bitonic Merge, 28, 100, 36, 52971, 0.00188779830932617188
