Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Parallel Merge Sort using Serial Merge,4,100000000,1,2616701,38.21605682373046875000
Parallel Merge Sort using Serial Merge Branchless,4,100000000,1,2360192,42.36943054199218750000
Parallel Merge Sort using Bitonic Merge,4,100000000,1,3663042,27.29970932006835937500
Parallel Merge Sort using AVX512 Merge,4,100000000,1,146840,681.01159667968750000000
Parallel Merge Sort using Serial Merge,4,100000000,2,5181115,19.30086326599121093750
Parallel Merge Sort using Serial Merge Branchless,4,100000000,2,4710809,21.22777748107910156250
Parallel Merge Sort using Bitonic Merge,4,100000000,2,7340660,13.62275218963623046875
Parallel Merge Sort using AVX512 Merge,4,100000000,2,289542,345.37191772460937500000
Parallel Merge Sort using Serial Merge,4,100000000,4,8000511,12.49920082092285156250
Parallel Merge Sort using Serial Merge Branchless,4,100000000,4,6897873,14.49722099304199218750
Parallel Merge Sort using Bitonic Merge,4,100000000,4,10080174,9.92046356201171875000
Parallel Merge Sort using AVX512 Merge,4,100000000,4,286782,348.69686889648437500000
Parallel Merge Sort using Serial Merge,4,100000000,8,7740497,12.91906738281250000000
Parallel Merge Sort using Serial Merge Branchless,4,100000000,8,6760361,14.79210853576660156250
Parallel Merge Sort using Bitonic Merge,4,100000000,8,9652777,10.35971260070800781250
Parallel Merge Sort using AVX512 Merge,4,100000000,8,279511,357.76641845703125000000
Parallel Merge Sort using Serial Merge,4,100000000,16,7599847,13.15815925598144531250
Parallel Merge Sort using Serial Merge Branchless,4,100000000,16,6690779,14.94594287872314453125
Parallel Merge Sort using Bitonic Merge,4,100000000,16,9359393,10.68445396423339843750
Parallel Merge Sort using AVX512 Merge,4,100000000,16,239141,418.16290283203125000000
Parallel Merge Sort using Serial Merge,4,100000000,24,7166017,13.95475196838378906250
Parallel Merge Sort using Serial Merge Branchless,4,100000000,24,6315976,15.83286476135253906250
Parallel Merge Sort using Bitonic Merge,4,100000000,24,8775884,11.39486312866210937500
Parallel Merge Sort using AVX512 Merge,4,100000000,24,264792,377.65353393554687500000
Parallel Merge Sort using Serial Merge,4,100000000,32,7188764,13.91059589385986328125
Parallel Merge Sort using Serial Merge Branchless,4,100000000,32,6381442,15.67043781280517578125
Parallel Merge Sort using Bitonic Merge,4,100000000,32,8682497,11.51742458343505859375
Parallel Merge Sort using AVX512 Merge,4,100000000,32,207717,481.42303466796875000000
Parallel Merge Sort using Serial Merge,4,100000000,40,6491856,15.40391540527343750000
Parallel Merge Sort using Serial Merge Branchless,4,100000000,40,5830506,17.15116882324218750000
Parallel Merge Sort using Bitonic Merge,4,100000000,40,7932790,12.60590457916259765625
Parallel Merge Sort using AVX512 Merge,4,100000000,40,179833,556.06915283203125000000
Parallel Merge Sort using Serial Merge,4,100000000,48,6708716,14.90598106384277343750
Parallel Merge Sort using Serial Merge Branchless,4,100000000,48,6032669,16.57641029357910156250
Parallel Merge Sort using Bitonic Merge,4,100000000,48,7969152,12.54838657379150390625
Parallel Merge Sort using AVX512 Merge,4,100000000,48,215548,463.93344116210937500000
Parallel Merge Sort using Serial Merge,4,100000000,64,6712211,14.89822101593017578125
Parallel Merge Sort using Serial Merge Branchless,4,100000000,64,6108926,16.36948966979980468750
Parallel Merge Sort using Bitonic Merge,4,100000000,64,7747514,12.90736579895019531250
Parallel Merge Sort using AVX512 Merge,4,100000000,64,183784,544.11572265625000000000
Parallel Merge Sort using Serial Merge,4,100000000,72,5715427,17.49650573730468750000
Parallel Merge Sort using Serial Merge Branchless,4,100000000,72,5228277,19.12675857543945312500
Parallel Merge Sort using Bitonic Merge,4,100000000,72,6854439,14.58908557891845703125
Parallel Merge Sort using AVX512 Merge,4,100000000,72,158089,632.55194091796875000000
Parallel Merge Sort using Serial Merge,4,100000000,128,5956541,16.78826522827148437500
Parallel Merge Sort using Serial Merge Branchless,4,100000000,128,5494067,18.20145225524902343750
Parallel Merge Sort using Bitonic Merge,4,100000000,128,6803669,14.69795036315917968750
Parallel Merge Sort using AVX512 Merge,4,100000000,128,164466,608.02764892578125000000
Parallel Merge Sort using Serial Merge,4,100000000,144,5101860,19.60069465637207031250
Parallel Merge Sort using Serial Merge Branchless,4,100000000,144,4736277,21.11362838745117187500
Parallel Merge Sort using Bitonic Merge,4,100000000,144,5820379,17.18101119995117187500
Parallel Merge Sort using AVX512 Merge,4,100000000,144,139363,717.54962158203125000000
Parallel Merge Sort using Serial Merge,4,100000000,180,5007348,19.97064971923828125000
Parallel Merge Sort using Serial Merge Branchless,4,100000000,180,4647603,21.51646804809570312500
Parallel Merge Sort using Bitonic Merge,4,100000000,180,5706117,17.52505111694335937500
Parallel Merge Sort using AVX512 Merge,4,100000000,180,151798,658.76843261718750000000
Parallel Merge Sort using Serial Merge,4,100000000,256,5182906,19.29419517517089843750
Parallel Merge Sort using Serial Merge Branchless,4,100000000,256,4848565,20.62465858459472656250
Parallel Merge Sort using Bitonic Merge,4,100000000,256,5747114,17.40003585815429687500
Parallel Merge Sort using AVX512 Merge,4,100000000,256,149376,669.45092773437500000000
Parallel Merge Sort using Serial Merge,4,100000000,270,4225398,23.66640853881835937500
Parallel Merge Sort using Serial Merge Branchless,4,100000000,270,3956932,25.27210044860839843750
Parallel Merge Sort using Bitonic Merge,4,100000000,270,4683130,21.35324096679687500000
Parallel Merge Sort using AVX512 Merge,4,100000000,270,126562,790.12292480468750000000
Parallel Merge Sort using Serial Merge,8,100000000,1,2595041,38.53503036499023437500
Parallel Merge Sort using Serial Merge Branchless,8,100000000,1,2337992,42.77173614501953125000
Parallel Merge Sort using Bitonic Merge,8,100000000,1,3687391,27.11944580078125000000
Parallel Merge Sort using AVX512 Merge,8,100000000,1,134737,742.18249511718750000000
Parallel Merge Sort using Serial Merge,8,100000000,2,5141766,19.44856834411621093750
Parallel Merge Sort using Serial Merge Branchless,8,100000000,2,4661057,21.45436096191406250000
Parallel Merge Sort using Bitonic Merge,8,100000000,2,7368230,13.57177925109863281250
Parallel Merge Sort using AVX512 Merge,8,100000000,2,267432,373.92550659179687500000
Parallel Merge Sort using Serial Merge,8,100000000,4,7841989,12.75186634063720703125
Parallel Merge Sort using Serial Merge Branchless,8,100000000,4,6819196,14.66448497772216796875
Parallel Merge Sort using Bitonic Merge,8,100000000,4,9981914,10.01811885833740234375
Parallel Merge Sort using AVX512 Merge,8,100000000,4,272561,366.88970947265625000000
Parallel Merge Sort using Serial Merge,8,100000000,8,7521485,13.29524707794189453125
Parallel Merge Sort using Serial Merge Branchless,8,100000000,8,6578440,15.20117187500000000000
