Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 100, 14553449, 0.00000687122337694746
Merge Sort using Serial Merge, 28, 100, 12178584, 0.00000821113553683972
Merge Sort using Serial Merge Branchless, 28, 100, 15732573, 0.00000635623928246787
Merge Sort using Bitonic Merge, 28, 100, 18188656, 0.00000549793230675277
Quick Sort, 32, 100, 22550022, 0.00000443458566223853
Merge Sort using Serial Merge, 32, 100, 17077786, 0.00000585556017540512
Merge Sort using Serial Merge Branchless, 32, 100, 21355928, 0.00000468254074803554
Merge Sort using Bitonic Merge, 32, 100, 26247210, 0.00000380992878490360
Quick Sort, 28, 1000, 13130178, 0.00007616043149027973
Merge Sort using Serial Merge, 28, 1000, 13369578, 0.00007479667692678049
Merge Sort using Serial Merge Branchless, 28, 1000, 15649221, 0.00006390094495145604
Merge Sort using Bitonic Merge, 28, 1000, 18124208, 0.00005517482713912614
Quick Sort, 32, 1000, 12999144, 0.00007692813960602507
Merge Sort using Serial Merge, 32, 1000, 13333029, 0.00007500171341234818
Merge Sort using Serial Merge Branchless, 32, 1000, 15575995, 0.00006420135468943045
Merge Sort using Bitonic Merge, 32, 1000, 18061768, 0.00005536556273000315
Quick Sort, 28, 10000, 10270893, 0.00097362516680732369
Merge Sort using Serial Merge, 28, 10000, 10792927, 0.00092653272440657020
Merge Sort using Serial Merge Branchless, 28, 10000, 12909921, 0.00077459809836000204
Merge Sort using Bitonic Merge, 28, 10000, 16080727, 0.00062186241848394275
Quick Sort, 32, 10000, 10305263, 0.00097037793602794409
Merge Sort using Serial Merge, 32, 10000, 10822446, 0.00092400552239269018
Merge Sort using Serial Merge Branchless, 32, 10000, 12952659, 0.00077204225817695260
Merge Sort using Bitonic Merge, 32, 10000, 15989387, 0.00062541483202949166
Quick Sort, 28, 100000, 8583076, 0.01165083423256874084
Merge Sort using Serial Merge, 28, 100000, 9074385, 0.01102003082633018494
Merge Sort using Serial Merge Branchless, 28, 100000, 11512516, 0.00868619885295629501
Merge Sort using Bitonic Merge, 28, 100000, 15009924, 0.00666225887835025787
Quick Sort, 32, 100000, 8575236, 0.01166148670017719269
Merge Sort using Serial Merge, 32, 100000, 9061453, 0.01103575713932514191
Merge Sort using Serial Merge Branchless, 32, 100000, 11554983, 0.00865427497774362564
Merge Sort using Bitonic Merge, 32, 100000, 15006659, 0.00666370848193764687
