Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,4,690474496,0.00037965775118209422
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,8,1194083072,0.00021953582472633570
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,16,1648937728,0.00015897750563453883
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,32,-2147483648,0.00011043548875022680
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,64,2068306432,0.00012674331082962453
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,128,929269504,0.00028209685115143657
AVX-512 Merge Path Based Parallel Merge,12,131072,131072,256,291539392,0.00089917180594056845
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,2,271096128,0.00096697808476164937
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,4,699791040,0.00037460325984284282
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,8,1267010432,0.00020689964003395289
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,16,1372331008,0.00019102096848655492
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,32,-2147483648,0.00011119842383777723
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,64,2121790080,0.00012354851060081273
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,128,936232640,0.00027999878511764109
AVX-512 Merge Path Based Parallel Merge,16,131072,131072,256,286794208,0.00091404916020110250
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,2,286048096,0.00091643334599211812
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,4,663795968,0.00039491654024459422
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,8,1246046720,0.00021038056001998484
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,16,1783184640,0.00014700889005325735
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,32,-2147483648,0.00011239051673328504
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,64,2091121408,0.00012536048598121852
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,128,936232640,0.00027999878511764109
AVX-512 Merge Path Based Parallel Merge,20,131072,131072,256,299594464,0.00087499618530273438
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,2,287123744,0.00091300008352845907
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,4,737927296,0.00035524368286132812
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,8,1029505280,0.00025463104248046875
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,16,1242386048,0.00021100044250488281
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,32,-2147483648,0.00011281967454124242
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,64,2106344064,0.00012445449829101562
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,128,985402048,0.00026602746220305562
AVX-512 Merge Path Based Parallel Merge,24,131072,131072,256,269039744,0.00097436906071379781
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,2,286375904,0.00091538426931947470
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,4,690127808,0.00037984846858307719
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,8,1214929920,0.00021576881408691406
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,16,1214125056,0.00021591185941360891
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,32,-2147483648,0.00011057853407692164
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,64,1897018112,0.00013818740262649953
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,128,997560960,0.00026278494624421000
AVX-512 Merge Path Based Parallel Merge,28,131072,131072,256,300889824,0.00087122916011139750
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,2,264197696,0.00198445329442620277
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,4,274377152,0.00191082956735044718
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,8,304287264,0.00172300334088504314
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,16,311776672,0.00168161396868526936
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,32,577444288,0.00090794562129303813
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,64,983023360,0.00053334236145019531
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,128,889284672,0.00058956147404387593
AVX-512 Merge Path Based Parallel Merge,4,262144,262144,256,409044512,0.00128173828125000000
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,2,274555296,0.00190958974417299032
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,4,612677824,0.00085573195246979594
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,8,1263951744,0.00041480065556243062
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,16,2007507072,0.00026116371736861765
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,32,1977183360,0.00026516913203522563
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,64,1847608192,0.00028376578120514750
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,128,1280139264,0.00040955544682219625
AVX-512 Merge Path Based Parallel Merge,8,262144,262144,256,429882976,0.00121960637625306845
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,2,204017536,0.00256981840357184410
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,4,552573952,0.00094881060067564249
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,8,1272435712,0.00041203497676178813
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,16,1797762688,0.00029163359431549907
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,32,-2147483648,0.00019001960754394531
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,64,-2147483648,0.00017676354036666453
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,128,1667695488,0.00031437873258255422
AVX-512 Merge Path Based Parallel Merge,12,262144,262144,256,421494912,0.00124387745745480061
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,2,212367536,0.00246877665631473064
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,4,557533440,0.00094037054805085063
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,8,1135859072,0.00046157836914062500
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,16,1982888448,0.00026440620422363281
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,32,-2147483648,0.00019869804964400828
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,64,-2147483648,0.00018177033052779734
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,128,1419457408,0.00036935805110260844
AVX-512 Merge Path Based Parallel Merge,16,262144,262144,256,492083648,0.00106544489972293377
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,2,72274952,0.00725407619029283524
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,4,557166144,0.00094099045963957906
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,8,1283127040,0.00040860177250579000
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,16,2003848320,0.00026164055452682078
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,32,-2147483648,0.00023961067199707031
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,64,-2147483648,0.00017876624769996852
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,128,1366871680,0.00038356782170012593
AVX-512 Merge Path Based Parallel Merge,20,262144,262144,256,461204544,0.00113677978515625000
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,2,81896040,0.00640187272801995277
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,4,551714368,0.00095028878422454000
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,8,1378179584,0.00038042067899368703
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,16,1988986368,0.00026359557523392141
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,32,-2147483648,0.00019273758516646922
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,64,-2147483648,0.00017266273789573461
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,128,1679156480,0.00031223296537064016
AVX-512 Merge Path Based Parallel Merge,24,262144,262144,256,491467744,0.00106678006704896688
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,2,72610008,0.00722060212865471840
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,4,551327104,0.00095095636788755655
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,8,1278353280,0.00041012762812897563
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,16,-2147483648,0.00023221969604492188
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,32,-2147483648,0.00020518302335403860
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,64,-2147483648,0.00018100738816428930
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,128,1720137088,0.00030479431734420359
AVX-512 Merge Path Based Parallel Merge,28,262144,262144,256,499233408,0.00105018611066043377
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,2,165957760,0.00631833076477050781
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,4,267771920,0.00391592970117926598
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,8,310434272,0.00337777147069573402
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,16,315851776,0.00331983575597405434
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,32,611910656,0.00171360967215150595
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,64,985137216,0.00106439588125795126
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,128,1004578944,0.00104379653930664062
AVX-512 Merge Path Based Parallel Merge,4,524288,524288,256,702518464,0.00149259564932435751
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,2,164322032,0.00638122577220201492
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,4,409654112,0.00255966186523437500
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,8,1127993472,0.00092959403991699219
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,16,1851341312,0.00056638719979673624
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,32,-2147483648,0.00043106079101562500
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,64,-2147483648,0.00045680999755859375
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,128,1533382144,0.00068383215693756938
AVX-512 Merge Path Based Parallel Merge,8,524288,524288,256,653013568,0.00160574913024902344
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,2,97496472,0.01075501460582017899
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,4,419957472,0.00249686231836676598
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,8,1086957312,0.00096468924311921000
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,16,-2147483648,0.00042524337186478078
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,32,-2147483648,0.00032615661621093750
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,64,-2147483648,0.00028395652770996094
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,128,-2147483648,0.00039391516475006938
AVX-512 Merge Path Based Parallel Merge,12,524288,524288,256,744296256,0.00140881538391113281
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,2,47011684,0.02230458334088325500
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,4,424243424,0.00247163767926394939
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,8,1077213312,0.00097341538639739156
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,16,-2147483648,0.00046358109102584422
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,32,-2147483648,0.00032639503479003906
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,64,-2147483648,0.00029044150141999125
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,128,2093111808,0.00050096510676667094
AVX-512 Merge Path Based Parallel Merge,16,524288,524288,256,698368640,0.00150146486703306437
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,2,192074560,0.00545921316370368004
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,4,471114944,0.00222573289647698402
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,8,1049202432,0.00099940295331180096
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,16,-2147483648,0.00047640799311921000
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,32,-2147483648,0.00031256675720214844
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,64,-2147483648,0.00038638114347122610
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,128,-2147483648,0.00047540664672851562
AVX-512 Merge Path Based Parallel Merge,20,524288,524288,256,810998784,0.00129294395446777344
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,2,70815160,0.01480722427368164062
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,4,471852896,0.00222225184552371502
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,8,1047054208,0.00100145337637513876
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,16,-2147483648,0.00044875143794342875
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,32,-2147483648,0.00037603377131745219
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,64,-2147483648,0.00034723282442428172
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,128,-2147483648,0.00038499833317473531
AVX-512 Merge Path Based Parallel Merge,24,524288,524288,256,851971328,0.00123076443560421467
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,2,195536528,0.00536255817860364914
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,4,450887456,0.00232558255083858967
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,8,1086796160,0.00096483231754973531
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,16,1957994240,0.00053553580073639750
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,32,-2147483648,0.00033946038456633687
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,64,-2147483648,0.00036573410034179688
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,128,1924578432,0.00054483412532135844
AVX-512 Merge Path Based Parallel Merge,28,524288,524288,256,756796416,0.00138554570730775595
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,2,210343264,0.00997014064341783524
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,4,276356416,0.00758857745677232742
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,8,308310304,0.00680208206176757812
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,16,320842624,0.00653638830408453941
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,32,624607168,0.00335755338892340660
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,64,1126173824,0.00186219217721372843
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,128,1253504640,0.00167303089983761311
AVX-512 Merge Path Based Parallel Merge,4,1048576,1048576,256,1016536832,0.00206303596496582031
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,2,217926816,0.00962319411337375641
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,4,590627200,0.00355072016827762127
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,8,1210416000,0.00173258781433105469
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,16,1796661120,0.00116724963299930096
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,32,-2147483648,0.00081000325735658407
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,64,-2147483648,0.00068292615469545126
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,128,-2147483648,0.00090322492178529501
AVX-512 Merge Path Based Parallel Merge,8,1048576,1048576,256,973557632,0.00215411186218261719
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,2,100723624,0.02082085609436035156
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,4,249869120,0.00839300174266099930
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,8,972266304,0.00215697288513183594
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,16,-2147483648,0.00097556115360930562
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,32,-2147483648,0.00047259329585358500
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,64,-2147483648,0.00050559046212583780
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,128,-2147483648,0.00053849222604185343
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,256,1439575296,0.00145678524859249592
