Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 100, 7145322, 0.00001399517077516066
Merge Sort using Serial Merge, 28, 100, 5197403, 0.00001924037860590033
Merge Sort using Serial Merge Branchless, 28, 100, 7332699, 0.00001363754290650832
Merge Sort using Bitonic Merge, 28, 100, 8793090, 0.00001137256640504347
Quick Sort, 32, 100, 25115592, 0.00000398159045289503
Merge Sort using Serial Merge, 32, 100, 18315738, 0.00000545978537047631
Merge Sort using Serial Merge Branchless, 32, 100, 25115592, 0.00000398159045289503
Merge Sort using Bitonic Merge, 32, 100, 30615358, 0.00000326633448821667
Quick Sort, 28, 129, 22266058, 0.00000579357129026903
Merge Sort using Serial Merge, 28, 129, 22638712, 0.00000569820394957787
Merge Sort using Serial Merge Branchless, 28, 129, 22266058, 0.00000579357129026903
Merge Sort using Bitonic Merge, 28, 129, 29405718, 0.00000438690176451928
Quick Sort, 32, 129, 23524574, 0.00000548362731933594
Merge Sort using Serial Merge, 32, 129, 23122446, 0.00000557899466002709
Merge Sort using Serial Merge Branchless, 32, 129, 26265302, 0.00000491142282044166
Merge Sort using Bitonic Merge, 32, 129, 28477116, 0.00000452995300292969
Quick Sort, 28, 130, 20575830, 0.00000631809234619141
Merge Sort using Serial Merge, 28, 130, 20971520, 0.00000619888305664062
Merge Sort using Serial Merge Branchless, 28, 130, 25011906, 0.00000519752484251512
Merge Sort using Bitonic Merge, 28, 130, 28849710, 0.00000450611105407006
Quick Sort, 32, 130, 24126528, 0.00000538825997864478
Merge Sort using Serial Merge, 32, 130, 20194798, 0.00000643730163574219
Merge Sort using Serial Merge Branchless, 32, 130, 24126528, 0.00000538825997864478
Merge Sort using Bitonic Merge, 32, 130, 28398932, 0.00000457763690064894
