Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Standard,28,268435456,2,4806167,55.85229110717773437500
Bitonic,28,268435456,2,9100186,29.49779582023620605469
AVX-512 Optimized,28,268435456,2,5669980,47.34327507019042968750
haichuanwang,28,268435456,2,20433305,13.13715291023254394531
Standard,28,268435456,4,17444979,15.38754796981811523438
Bitonic,28,268435456,4,18796225,14.28134894371032714844
AVX-512 Optimized,28,268435456,4,4925520,54.49889898300170898438
haichuanwang,28,268435456,4,41032233,6.54206299781799316406
Standard,28,268435456,8,30693000,8.74582004547119140625
Bitonic,28,268435456,8,37510442,7.15628600120544433594
AVX-512 Optimized,28,268435456,8,6375110,42.10679483413696289062
haichuanwang,28,268435456,8,82151047,3.26758408546447753906
Standard,28,268435456,16,59427213,4.51704597473144531250
Bitonic,28,268435456,16,77484435,3.46437907218933105469
AVX-512 Optimized,28,268435456,16,12514094,21.45064902305603027344
haichuanwang,28,268435456,16,165241671,1.62450218200683593750
Standard,28,268435456,32,128592387,2.08749103546142578125
Bitonic,28,268435456,32,144172487,1.86190485954284667969
AVX-512 Optimized,28,268435456,32,25566213,10.49961709976196289062
haichuanwang,28,268435456,32,327347109,0.82003307342529296875
Standard,28,268435456,64,290461417,0.92416906356811523438
Bitonic,28,268435456,64,311093143,0.86287808418273925781
AVX-512 Optimized,28,268435456,64,49288214,5.44624018669128417969
haichuanwang,28,268435456,64,648239841,0.41409897804260253906
Standard,28,268435456,128,274039330,0.97955083847045898438
Bitonic,28,268435456,128,389545518,0.68909907341003417969
AVX-512 Optimized,28,268435456,128,78705165,3.41064596176147460938
haichuanwang,28,268435456,128,994496137,0.26992106437683105469
Standard,28,268435456,256,304061090,0.88283395767211914062
Bitonic,28,268435456,256,621056290,0.43222403526306152344
AVX-512 Optimized,28,268435456,256,131581950,2.04006290435791015625
haichuanwang,28,268435456,256,1071059517,0.25062608718872070312
