Name,Entropy,C Size,Elements Per Second,Total Time
Quick Sort,1,100000,10534847,0.00949230697005987167
Merge Sort using Serial Merge,1,100000,11261279,0.00887998566031455994
Merge Sort using Serial Merge Branchless,1,100000,11606405,0.00861593242734670639
Merge Sort using Bitonic Merge,1,100000,14825755,0.00674501899629831314
Merge Sort using AVX512 Merge,1,100000,605249,0.16522108018398284912
Quick Sort,2,100000,7303366,0.01369231659919023514
Merge Sort using Serial Merge,2,100000,8659991,0.01154735591262578964
Merge Sort using Serial Merge Branchless,2,100000,8838450,0.01131420116871595383
Merge Sort using Bitonic Merge,2,100000,11865639,0.00842769630253314972
Merge Sort using AVX512 Merge,2,100000,632265,0.15816137194633483887
Quick Sort,3,100000,6284341,0.01591256633400917053
Merge Sort using Serial Merge,3,100000,7714982,0.01296179275959730148
Merge Sort using Serial Merge Branchless,3,100000,7920144,0.01262603327631950378
Merge Sort using Bitonic Merge,3,100000,10732857,0.00931718386709690094
Merge Sort using AVX512 Merge,3,100000,605620,0.16511990129947662354
Quick Sort,4,100000,5843529,0.01711294613778591156
Merge Sort using Serial Merge,4,100000,7357604,0.01359137985855340958
Merge Sort using Serial Merge Branchless,4,100000,7585199,0.01318356953561306000
Merge Sort using Bitonic Merge,4,100000,10332351,0.00967833958566188812
Merge Sort using AVX512 Merge,4,100000,573802,0.17427608370780944824
Quick Sort,5,100000,5638406,0.01773550920188426971
Merge Sort using Serial Merge,5,100000,7169260,0.01394844055175781250
Merge Sort using Serial Merge Branchless,5,100000,7381536,0.01354731526225805283
Merge Sort using Bitonic Merge,5,100000,9979248,0.01002079527825117111
Merge Sort using AVX512 Merge,5,100000,553185,0.18077129125595092773
Quick Sort,6,100000,5468335,0.01828709989786148071
Merge Sort using Serial Merge,6,100000,6950534,0.01438738312572240829
Merge Sort using Serial Merge Branchless,6,100000,7151487,0.01398310624063014984
Merge Sort using Bitonic Merge,6,100000,9865808,0.01013601757586002350
Merge Sort using AVX512 Merge,6,100000,529890,0.18871837854385375977
Quick Sort,7,100000,5533106,0.01807302981615066528
Merge Sort using Serial Merge,7,100000,7071744,0.01414078194648027420
Merge Sort using Serial Merge Branchless,7,100000,7245945,0.01380082126706838608
Merge Sort using Bitonic Merge,7,100000,9787907,0.01021668873727321625
Merge Sort using AVX512 Merge,7,100000,531142,0.18827347457408905029
Quick Sort,8,100000,5486267,0.01822732947766780853
Merge Sort using Serial Merge,8,100000,7044145,0.01419618632644414902
Merge Sort using Serial Merge Branchless,8,100000,7205029,0.01387919392436742783
Merge Sort using Bitonic Merge,8,100000,9759620,0.01024630106985569000
Merge Sort using AVX512 Merge,8,100000,524341,0.19071558117866516113
Quick Sort,9,100000,5495566,0.01819648779928684235
Merge Sort using Serial Merge,9,100000,7005220,0.01427506934851408005
Merge Sort using Serial Merge Branchless,9,100000,7177713,0.01393201388418674469
Merge Sort using Bitonic Merge,9,100000,9747159,0.01025939919054508209
Merge Sort using AVX512 Merge,9,100000,520587,0.19209058582782745361
Quick Sort,10,100000,5323873,0.01878331601619720459
Merge Sort using Serial Merge,10,100000,6853151,0.01459182705730199814
Merge Sort using Serial Merge Branchless,10,100000,7055374,0.01417359337210655212
Merge Sort using Bitonic Merge,10,100000,9566379,0.01045327633619308472
Merge Sort using AVX512 Merge,10,100000,504348,0.19827564060688018799
Quick Sort,11,100000,5429680,0.01841729134321212769
Merge Sort using Serial Merge,11,100000,7013250,0.01425872370600700378
Merge Sort using Serial Merge Branchless,11,100000,7208979,0.01387158874422311783
Merge Sort using Bitonic Merge,11,100000,9703282,0.01030579116195440292
Merge Sort using AVX512 Merge,11,100000,509429,0.19629800319671630859
Quick Sort,12,100000,5439170,0.01838515698909759521
Merge Sort using Serial Merge,12,100000,6930310,0.01442936901003122330
Merge Sort using Serial Merge Branchless,12,100000,7181624,0.01392442733049392700
Merge Sort using Bitonic Merge,12,100000,9777730,0.01022732257843017578
Merge Sort using AVX512 Merge,12,100000,511277,0.19558849930763244629
Quick Sort,13,100000,5440270,0.01838143914937973022
Merge Sort using Serial Merge,13,100000,7101138,0.01408225018531084061
Merge Sort using Serial Merge Branchless,13,100000,7308066,0.01368351001292467117
Merge Sort using Bitonic Merge,13,100000,9864359,0.01013750582933425903
Merge Sort using AVX512 Merge,13,100000,507210,0.19715681672096252441
Quick Sort,14,100000,5302581,0.01885873824357986450
Merge Sort using Serial Merge,14,100000,6962614,0.01436242088675498962
Merge Sort using Serial Merge Branchless,14,100000,7157696,0.01397097576409578323
Merge Sort using Bitonic Merge,14,100000,9672180,0.01033893134444952011
Merge Sort using AVX512 Merge,14,100000,499554,0.20017839968204498291
Quick Sort,15,100000,5300049,0.01886774972081184387
Merge Sort using Serial Merge,15,100000,6833591,0.01463359314948320389
Merge Sort using Serial Merge Branchless,15,100000,7002396,0.01428082492202520370
Merge Sort using Bitonic Merge,15,100000,9410988,0.01062587741762399673
Merge Sort using AVX512 Merge,15,100000,492281,0.20313568413257598877
Quick Sort,16,100000,5327818,0.01876940764486789703
Merge Sort using Serial Merge,16,100000,6922559,0.01444552466273307800
Merge Sort using Serial Merge Branchless,16,100000,7129263,0.01402669399976730347
Merge Sort using Bitonic Merge,16,100000,9590949,0.01042649708688259125
Merge Sort using AVX512 Merge,16,100000,495512,0.20181125402450561523
Quick Sort,17,100000,5191557,0.01926204189658164978
Merge Sort using Serial Merge,17,100000,6778804,0.01475186366587877274
Merge Sort using Serial Merge Branchless,17,100000,7056005,0.01417232491075992584
Merge Sort using Bitonic Merge,17,100000,9392043,0.01064731087535619736
Merge Sort using AVX512 Merge,17,100000,492201,0.20316872000694274902
Quick Sort,18,100000,5145699,0.01943370327353477478
Merge Sort using Serial Merge,18,100000,6687773,0.01495265960693359375
Merge Sort using Serial Merge Branchless,18,100000,6857265,0.01458307262510061264
Merge Sort using Bitonic Merge,18,100000,9273996,0.01078283786773681641
Merge Sort using AVX512 Merge,18,100000,479904,0.20837485790252685547
Quick Sort,19,100000,5161116,0.01937565393745899200
Merge Sort using Serial Merge,19,100000,6730541,0.01485764514654874802
Merge Sort using Serial Merge Branchless,19,100000,6885729,0.01452279090881347656
Merge Sort using Bitonic Merge,19,100000,9298029,0.01075496710836887360
Merge Sort using AVX512 Merge,19,100000,480481,0.20812463760375976562
Quick Sort,20,100000,5132674,0.01948302239179611206
Merge Sort using Serial Merge,20,100000,6666635,0.01500007137656211853
Merge Sort using Serial Merge Branchless,20,100000,6841961,0.01461569312959909439
Merge Sort using Bitonic Merge,20,100000,9260581,0.01079845894128084183
Merge Sort using AVX512 Merge,20,100000,481652,0.20761863887310028076
Quick Sort,21,100000,5372962,0.01861170679330825806
Merge Sort using Serial Merge,21,100000,7008054,0.01426929514855146408
Merge Sort using Serial Merge Branchless,21,100000,7205195,0.01387887448072433472
Merge Sort using Bitonic Merge,21,100000,9731843,0.01027554553002119064
Merge Sort using AVX512 Merge,21,100000,503073,0.19877797365188598633
Quick Sort,22,100000,5227331,0.01913022063672542572
Merge Sort using Serial Merge,22,100000,6833353,0.01463410351425409317
Merge Sort using Serial Merge Branchless,22,100000,6973804,0.01433937530964612961
Merge Sort using Bitonic Merge,22,100000,9488169,0.01053944136947393417
Merge Sort using AVX512 Merge,22,100000,493890,0.20247411727905273438
Quick Sort,23,100000,5301027,0.01886426843702793121
Merge Sort using Serial Merge,23,100000,6873143,0.01454938389360904694
Merge Sort using Serial Merge Branchless,23,100000,7002256,0.01428111083805561066
Merge Sort using Bitonic Merge,23,100000,9403063,0.01063483208417892456
Merge Sort using AVX512 Merge,23,100000,492131,0.20319755375385284424
Quick Sort,24,100000,2241007,0.04462279751896858215
Merge Sort using Serial Merge,24,100000,2921210,0.03423238173127174377
Merge Sort using Serial Merge Branchless,24,100000,2997503,0.03336109220981597900
Merge Sort using Bitonic Merge,24,100000,4043895,0.02472863160073757172
Merge Sort using AVX512 Merge,24,100000,208035,0.48068675398826599121
Quick Sort,25,100000,2231893,0.04480501636862754822
Merge Sort using Serial Merge,25,100000,2909349,0.03437194973230361938
Merge Sort using Serial Merge Branchless,25,100000,2984242,0.03350934013724327087
Merge Sort using Bitonic Merge,25,100000,4040247,0.02475095726549625397
Merge Sort using AVX512 Merge,25,100000,207224,0.48256751894950866699
Quick Sort,26,100000,2225977,0.04492409154772758484
Merge Sort using Serial Merge,26,100000,2902572,0.03445220366120338440
Merge Sort using Serial Merge Branchless,26,100000,2965079,0.03372590616345405579
Merge Sort using Bitonic Merge,26,100000,4016629,0.02489649690687656403
Merge Sort using AVX512 Merge,26,100000,206472,0.48432570695877075195
Quick Sort,27,100000,2224410,0.04495572671294212341
Merge Sort using Serial Merge,27,100000,2907922,0.03438881784677505493
Merge Sort using Serial Merge Branchless,27,100000,2964111,0.03373692929744720459
Merge Sort using Bitonic Merge,27,100000,3986585,0.02508412301540374756
Merge Sort using AVX512 Merge,27,100000,206037,0.48534813523292541504
Quick Sort,28,100000,2221404,0.04501656070351600647
Merge Sort using Serial Merge,28,100000,2886015,0.03464984893798828125
Merge Sort using Serial Merge Branchless,28,100000,2922189,0.03422091156244277954
Merge Sort using Bitonic Merge,28,100000,3983125,0.02510591037571430206
Merge Sort using AVX512 Merge,28,100000,206474,0.48432144522666931152
Quick Sort,29,100000,2202070,0.04541181400418281555
Merge Sort using Serial Merge,29,100000,2881483,0.03470434993505477905
Merge Sort using Serial Merge Branchless,29,100000,2967961,0.03369316086173057556
Merge Sort using Bitonic Merge,29,100000,4002069,0.02498707361519336700
Merge Sort using AVX512 Merge,29,100000,207330,0.48232129216194152832
Quick Sort,30,100000,2226709,0.04490932077169418335
Merge Sort using Serial Merge,30,100000,2880423,0.03471711277961730957
Merge Sort using Serial Merge Branchless,30,100000,2982365,0.03353043645620346069
Merge Sort using Bitonic Merge,30,100000,3983453,0.02510384470224380493
Merge Sort using AVX512 Merge,30,100000,206864,0.48340937495231628418
Quick Sort,31,100000,2234175,0.04475924000144004822
Merge Sort using Serial Merge,31,100000,2926613,0.03416918218135833740
Merge Sort using Serial Merge Branchless,31,100000,2998627,0.03334859013557434082
Merge Sort using Bitonic Merge,31,100000,4043066,0.02473369985818862915
Merge Sort using AVX512 Merge,31,100000,208313,0.48004654049873352051
Quick Sort,32,100000,2221910,0.04500631242990493774
Merge Sort using Serial Merge,32,100000,2910671,0.03435633331537246704
Merge Sort using Serial Merge Branchless,32,100000,2977868,0.03358106315135955811
Merge Sort using Bitonic Merge,32,100000,3999807,0.02500120177865028381
Merge Sort using AVX512 Merge,32,100000,206849,0.48344397544860839844
Quick Sort,33,100000,4389588,0.02278118208050727844
Merge Sort using Serial Merge,33,100000,4791266,0.02087130956351757050
Merge Sort using Serial Merge Branchless,33,100000,4894170,0.02043247222900390625
Merge Sort using Bitonic Merge,33,100000,6251371,0.01599648967385292053
Merge Sort using AVX512 Merge,33,100000,252524,0.39600101113319396973
Quick Sort,34,100000,3025060,0.03305719420313835144
Merge Sort using Serial Merge,34,100000,3616612,0.02765018492937088013
Merge Sort using Serial Merge Branchless,34,100000,3686940,0.02712276019155979156
Merge Sort using Bitonic Merge,34,100000,4950502,0.02019997127354145050
Merge Sort using AVX512 Merge,34,100000,259733,0.38500988483428955078
Quick Sort,35,100000,2585484,0.03867746517062187195
Merge Sort using Serial Merge,35,100000,3180776,0.03143886476755142212
Merge Sort using Serial Merge Branchless,35,100000,3248053,0.03078767284750938416
Merge Sort using Bitonic Merge,35,100000,4386004,0.02279979735612869263
Merge Sort using AVX512 Merge,35,100000,249948,0.40008300542831420898
Quick Sort,36,100000,2399858,0.04166913405060768127
Merge Sort using Serial Merge,36,100000,3053192,0.03275259956717491150
Merge Sort using Serial Merge Branchless,36,100000,3110845,0.03214560076594352722
Merge Sort using Bitonic Merge,36,100000,4226861,0.02365821413695812225
Merge Sort using AVX512 Merge,36,100000,235812,0.42406550049781799316
Quick Sort,37,100000,2305794,0.04336899891495704651
Merge Sort using Serial Merge,37,100000,2938160,0.03403489664196968079
Merge Sort using Serial Merge Branchless,37,100000,2987361,0.03347435966134071350
Merge Sort using Bitonic Merge,37,100000,4060213,0.02462925016880035400
Merge Sort using AVX512 Merge,37,100000,227057,0.44041705131530761719
Quick Sort,38,100000,2287707,0.04371188953518867493
Merge Sort using Serial Merge,38,100000,2908699,0.03437962383031845093
Merge Sort using Serial Merge Branchless,38,100000,2982183,0.03353248164057731628
Merge Sort using Bitonic Merge,38,100000,4057831,0.02464370243251323700
Merge Sort using AVX512 Merge,38,100000,219852,0.45485138893127441406
Quick Sort,39,100000,2291035,0.04364839568734169006
Merge Sort using Serial Merge,39,100000,2916679,0.03428556770086288452
Merge Sort using Serial Merge Branchless,39,100000,2994094,0.03339907526969909668
Merge Sort using Bitonic Merge,39,100000,4056614,0.02465109899640083313
Merge Sort using AVX512 Merge,39,100000,220127,0.45428195595741271973
Quick Sort,40,100000,2281859,0.04382390528917312622
Merge Sort using Serial Merge,40,100000,2921299,0.03423133864998817444
Merge Sort using Serial Merge Branchless,40,100000,2998567,0.03334925696253776550
Merge Sort using Bitonic Merge,40,100000,4062174,0.02461735717952251434
Merge Sort using AVX512 Merge,40,100000,218021,0.45867127180099487305
Quick Sort,1,1000000,3725013,0.26845541596412658691
Merge Sort using Serial Merge,1,1000000,4819072,0.20750881731510162354
Merge Sort using Serial Merge Branchless,1,1000000,4953623,0.20187242329120635986
Merge Sort using Bitonic Merge,1,1000000,6900562,0.14491572976112365723
Merge Sort using AVX512 Merge,1,1000000,223320,4.47787857055664062500
Quick Sort,2,1000000,2539083,0.39384296536445617676
Merge Sort using Serial Merge,2,1000000,3478762,0.28745856881141662598
Merge Sort using Serial Merge Branchless,2,1000000,3573631,0.27982738614082336426
Merge Sort using Bitonic Merge,2,1000000,5254801,0.19030216336250305176
Merge Sort using AVX512 Merge,2,1000000,244883,4.08358144760131835938
Quick Sort,3,1000000,2186599,0.45733106136322021484
Merge Sort using Serial Merge,3,1000000,3081611,0.32450550794601440430
