Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 9408488, 0.00010628699965309352
Merge Sort using Serial Merge, 28, 1000, 10114068, 0.00009887218766380101
Merge Sort using Serial Merge Branchless, 28, 1000, 11929192, 0.00008382797386730090
Merge Sort using Bitonic Merge, 28, 1000, 13123604, 0.00007619857933605090
Quick Sort, 32, 1000, 13021745, 0.00007679462578380480
Merge Sort using Serial Merge, 32, 1000, 13530013, 0.00007390975952148438
Merge Sort using Serial Merge Branchless, 32, 1000, 15598007, 0.00006411075446521863
Merge Sort using Bitonic Merge, 32, 1000, 17534716, 0.00005702972339349799
Quick Sort, 28, 10000, 9825947, 0.00101771357003599405
Merge Sort using Serial Merge, 28, 10000, 10570589, 0.00094602105673402548
Merge Sort using Serial Merge Branchless, 28, 10000, 12420943, 0.00080509186955168843
Merge Sort using Bitonic Merge, 28, 10000, 15108619, 0.00066187384072691202
Quick Sort, 32, 10000, 9735404, 0.00102717871777713299
Merge Sort using Serial Merge, 32, 10000, 10355539, 0.00096566678257659078
Merge Sort using Serial Merge Branchless, 32, 10000, 12288120, 0.00081379414768889546
Merge Sort using Bitonic Merge, 32, 10000, 14954555, 0.00066869257716462016
Quick Sort, 28, 100000, 7685042, 0.01301229000091552734
Merge Sort using Serial Merge, 28, 100000, 8474506, 0.01180009823292493820
Merge Sort using Serial Merge Branchless, 28, 100000, 10599118, 0.00943474750965833664
Merge Sort using Bitonic Merge, 28, 100000, 13587915, 0.00735948095098137856
Quick Sort, 32, 100000, 7822377, 0.01278383750468492508
Merge Sort using Serial Merge, 32, 100000, 8347654, 0.01197941321879625320
Merge Sort using Serial Merge Branchless, 32, 100000, 10235202, 0.00977020245045423508
Merge Sort using Bitonic Merge, 32, 100000, 13450913, 0.00743443984538316727
