Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Merge Sort Standard,28,67108864,2,4739355,14.15991306304931640625
SSE Bitonic Based Merge Sort,28,67108864,2,4943305,13.57570648193359375000
AVX-512 Hybrid Merge Sort,28,67108864,2,2781070,24.13059043884277343750
Merge Sort Standard,28,67108864,4,9540060,7.03442764282226562500
SSE Bitonic Based Merge Sort,28,67108864,4,9941710,6.75023317337036132812
AVX-512 Hybrid Merge Sort,28,67108864,4,6299368,10.65326881408691406250
Merge Sort Standard,28,67108864,8,18654228,3.59751486778259277344
SSE Bitonic Based Merge Sort,28,67108864,8,19406724,3.45802116394042968750
AVX-512 Hybrid Merge Sort,28,67108864,8,10901062,6.15617656707763671875
Merge Sort Standard,28,67108864,16,38200384,1.75675892829895019531
SSE Bitonic Based Merge Sort,28,67108864,16,39744076,1.68852496147155761719
AVX-512 Hybrid Merge Sort,28,67108864,16,22539268,2.97741985321044921875
Merge Sort Standard,28,67108864,32,70414688,0.95305204391479492188
SSE Bitonic Based Merge Sort,28,67108864,32,75926176,0.88386988639831542969
AVX-512 Hybrid Merge Sort,28,67108864,32,50203308,1.33674192428588867188
Merge Sort Standard,28,67108864,64,144819968,0.46339511871337890625
SSE Bitonic Based Merge Sort,28,67108864,64,147297152,0.45560193061828613281
AVX-512 Hybrid Merge Sort,28,67108864,64,116677776,0.57516407966613769531
Merge Sort Standard,28,67108864,128,176225184,0.38081312179565429688
SSE Bitonic Based Merge Sort,28,67108864,128,221518016,0.30294990539550781250
AVX-512 Hybrid Merge Sort,28,67108864,128,160499104,0.41812610626220703125
Merge Sort Standard,28,67108864,256,220679360,0.30410122871398925781
SSE Bitonic Based Merge Sort,28,67108864,256,341910784,0.19627594947814941406
AVX-512 Hybrid Merge Sort,28,67108864,256,250419456,0.26798582077026367188
