Name,Entropy,C Size,Elements Per Second,Total Time
Standard,1,1048576,4375007,0.23967409133911132812
Bitonic,1,1048576,5362987,0.19552087783813476562
AVX-512 Optimized,1,1048576,8397609,0.12486600875854492188
IPP,1,1048576,130991705,0.00800490379333496094
IPP Radix,1,1048576,26690900,0.03928589820861816406
Quick Sort,1,1048576,3161151,0.33170700073242187500
Standard,4,1048576,2707531,0.38728117942810058594
Bitonic,4,1048576,3218110,0.32583594322204589844
AVX-512 Optimized,4,1048576,8565242,0.12242221832275390625
IPP,4,1048576,20343714,0.05154299736022949219
IPP Radix,4,1048576,26804118,0.03911995887756347656
Quick Sort,4,1048576,1810849,0.57905197143554687500
Standard,7,1048576,2727761,0.38440895080566406250
Bitonic,7,1048576,3121338,0.33593797683715820312
AVX-512 Optimized,7,1048576,8663199,0.12103796005249023438
IPP,7,1048576,11181597,0.09377694129943847656
IPP Radix,7,1048576,25818768,0.04061293601989746094
Quick Sort,7,1048576,1692050,0.61970710754394531250
Standard,10,1048576,2718432,0.38572812080383300781
Bitonic,10,1048576,3074626,0.34104180335998535156
AVX-512 Optimized,10,1048576,7774191,0.13487911224365234375
IPP,10,1048576,7554522,0.13880109786987304688
IPP Radix,10,1048576,26445666,0.03965020179748535156
Quick Sort,10,1048576,1650921,0.63514590263366699219
Standard,13,1048576,2627804,0.39903116226196289062
Bitonic,13,1048576,3043841,0.34449100494384765625
AVX-512 Optimized,13,1048576,7043670,0.14886784553527832031
IPP,13,1048576,5514065,0.19016385078430175781
IPP Radix,13,1048576,25607555,0.04094791412353515625
Quick Sort,13,1048576,1579616,0.66381692886352539062
Standard,16,1048576,2608695,0.40195417404174804688
Bitonic,16,1048576,2946008,0.35593104362487792969
AVX-512 Optimized,16,1048576,7181093,0.14601898193359375000
IPP,16,1048576,4617774,0.22707390785217285156
IPP Radix,16,1048576,27507217,0.03812003135681152344
Quick Sort,16,1048576,1590322,0.65934801101684570312
Standard,19,1048576,2605559,0.40243792533874511719
Bitonic,19,1048576,3032660,0.34576106071472167969
AVX-512 Optimized,19,1048576,7033554,0.14908194541931152344
IPP,19,1048576,3765666,0.27845692634582519531
IPP Radix,19,1048576,27007064,0.03882598876953125000
Quick Sort,19,1048576,1573096,0.66656804084777832031
Standard,22,1048576,2716750,0.38596701622009277344
Bitonic,22,1048576,3033177,0.34570217132568359375
AVX-512 Optimized,22,1048576,7146054,0.14673495292663574219
IPP,22,1048576,3557268,0.29477000236511230469
IPP Radix,22,1048576,24463355,0.04286313056945800781
Quick Sort,22,1048576,1517899,0.69080710411071777344
Standard,25,1048576,2716174,0.38604879379272460938
Bitonic,25,1048576,3033880,0.34562206268310546875
AVX-512 Optimized,25,1048576,7252918,0.14457297325134277344
IPP,25,1048576,3666939,0.28595399856567382812
IPP Radix,25,1048576,25074810,0.04181790351867675781
Quick Sort,25,1048576,1571976,0.66704297065734863281
Standard,28,1048576,2601732,0.40302991867065429688
Bitonic,28,1048576,3020082,0.34720110893249511719
AVX-512 Optimized,28,1048576,7166373,0.14631891250610351562
IPP,28,1048576,3673981,0.28540587425231933594
IPP Radix,28,1048576,24532676,0.04274201393127441406
Quick Sort,28,1048576,1568444,0.66854500770568847656
