Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 100, 6657625, 0.00001502037048339844
Merge Sort using Serial Merge, 28, 100, 4152776, 0.00002408027648925781
Merge Sort using Serial Merge Branchless, 28, 100, 7231558, 0.00001382827758789062
Merge Sort using Bitonic Merge, 28, 100, 8388608, 0.00001192092895507812
Quick Sort, 32, 100, 7108990, 0.00001406669616699219
Merge Sort using Serial Merge, 32, 100, 4993219, 0.00002002716064453125
Merge Sort using Serial Merge Branchless, 32, 100, 7626007, 0.00001311302185058594
Merge Sort using Bitonic Merge, 32, 100, 8388608, 0.00001192092895507812
Quick Sort, 28, 129, 6441252, 0.00002002716064453125
Merge Sort using Serial Merge, 28, 129, 1654633, 0.00007796287536621094
Merge Sort using Serial Merge Branchless, 28, 129, 5881143, 0.00002193450927734375
Merge Sort using Bitonic Merge, 28, 129, 8075600, 0.00001597404479980469
Quick Sort, 32, 129, 6763315, 0.00001907348632812500
Merge Sort using Serial Merge, 32, 129, 7119279, 0.00001811981201171875
Merge Sort using Serial Merge Branchless, 32, 129, 8075600, 0.00001597404479980469
Merge Sort using Bitonic Merge, 32, 129, 8588337, 0.00001502037048339844
Quick Sort, 28, 130, 6569392, 0.00001978874206542969
Merge Sort using Serial Merge, 28, 130, 5621232, 0.00002312660217285156
Merge Sort using Serial Merge Branchless, 28, 130, 7174467, 0.00001811981201171875
Merge Sort using Bitonic Merge, 28, 130, 8138202, 0.00001597404479980469
Quick Sort, 32, 130, 6491185, 0.00002002716064453125
Merge Sort using Serial Merge, 32, 130, 5926734, 0.00002193450927734375
Merge Sort using Serial Merge Branchless, 32, 130, 6815744, 0.00001907348632812500
Merge Sort using Bitonic Merge, 32, 130, 8138202, 0.00001597404479980469
