Name,Entropy,C Size,Elements Per Second,Total Time
Merge Sort Standard,4,65536,2812740,0.02329969406127929688
SSE Bitonic Based Merge Sort,4,65536,3169666,0.02067599259316921234
AVX-512 Merge Path Based Sort,4,65536,3180518,0.02060544490814208984
AVX-512 Hybrid Merge Sort,4,65536,13528721,0.00484421243891119957
Intel IPP Sort,4,65536,18013322,0.00363819603808224201
Quick Sort,4,65536,1913759,0.03424463421106338501
Merge Sort Standard,8,65536,2716155,0.02412822283804416656
SSE Bitonic Based Merge Sort,8,65536,2999871,0.02184627018868923187
AVX-512 Merge Path Based Sort,8,65536,3123005,0.02098491229116916656
AVX-512 Hybrid Merge Sort,8,65536,12742465,0.00514311809092760086
Intel IPP Sort,8,65536,8603673,0.00761721143499016762
Quick Sort,8,65536,1771171,0.03700149059295654297
Merge Sort Standard,12,65536,2716630,0.02412400208413600922
SSE Bitonic Based Merge Sort,12,65536,2967258,0.02208638191223144531
AVX-512 Merge Path Based Sort,12,65536,3125228,0.02096998691558837891
AVX-512 Hybrid Merge Sort,12,65536,12169902,0.00538508873432874680
Intel IPP Sort,12,65536,5531188,0.01184844970703125000
Quick Sort,12,65536,1712102,0.03827808052301406860
Merge Sort Standard,16,65536,2712689,0.02415904961526393890
SSE Bitonic Based Merge Sort,16,65536,2963013,0.02211802080273628235
AVX-512 Merge Path Based Sort,16,65536,3122665,0.02098720148205757141
AVX-512 Hybrid Merge Sort,16,65536,12152791,0.00539267063140869141
Intel IPP Sort,16,65536,4138082,0.01583728753030300140
Quick Sort,16,65536,1685315,0.03888649865984916687
Merge Sort Standard,20,65536,2715642,0.02413277700543403625
SSE Bitonic Based Merge Sort,20,65536,2961236,0.02213129960000514984
AVX-512 Merge Path Based Sort,20,65536,3122682,0.02098708227276802063
AVX-512 Hybrid Merge Sort,20,65536,12161825,0.00538866501301527023
Intel IPP Sort,20,65536,4091370,0.01601810380816459656
Quick Sort,20,65536,1684812,0.03889808803796768188
Merge Sort Standard,24,65536,2717887,0.02411284483969211578
SSE Bitonic Based Merge Sort,24,65536,2964563,0.02210645750164985657
AVX-512 Merge Path Based Sort,24,65536,3125743,0.02096652984619140625
AVX-512 Hybrid Merge Sort,24,65536,12182738,0.00537941465154290199
Intel IPP Sort,24,65536,4092613,0.01601324044167995453
Quick Sort,24,65536,1687180,0.03884351253509521484
Merge Sort Standard,28,65536,2716566,0.02412457391619682312
SSE Bitonic Based Merge Sort,28,65536,2964598,0.02210619486868381500
AVX-512 Merge Path Based Sort,28,65536,3125331,0.02096929587423801422
AVX-512 Hybrid Merge Sort,28,65536,12166993,0.00538637628778815269
Intel IPP Sort,28,65536,4079778,0.01606361940503120422
Quick Sort,28,65536,1687155,0.03884408622980117798
Merge Sort Standard,4,131072,2710933,0.04834940284490585327
SSE Bitonic Based Merge Sort,4,131072,3076383,0.04260587692260742188
AVX-512 Merge Path Based Sort,4,131072,3061422,0.04281408712267875671
AVX-512 Hybrid Merge Sort,4,131072,11573149,0.01132552605122327805
Intel IPP Sort,4,131072,18121328,0.00723302364349365234
Quick Sort,4,131072,1816733,0.07214708626270294189
Merge Sort Standard,8,131072,2615997,0.05010402202606201172
SSE Bitonic Based Merge Sort,8,131072,2915315,0.04495980590581893921
AVX-512 Merge Path Based Sort,8,131072,3012383,0.04351105540990829468
AVX-512 Hybrid Merge Sort,8,131072,11111498,0.01179606933146715164
Intel IPP Sort,8,131072,8605869,0.01523053646087646484
Quick Sort,8,131072,1682213,0.07791638374328613281
Merge Sort Standard,12,131072,2613654,0.05014894157648086548
SSE Bitonic Based Merge Sort,12,131072,2872398,0.04563155025243759155
AVX-512 Merge Path Based Sort,12,131072,3006961,0.04358952119946479797
AVX-512 Hybrid Merge Sort,12,131072,10607149,0.01235694903880357742
Intel IPP Sort,12,131072,5603863,0.02338957786560058594
Quick Sort,12,131072,1627013,0.08055989444255828857
Merge Sort Standard,16,131072,2613829,0.05014557763934135437
SSE Bitonic Based Merge Sort,16,131072,2867987,0.04570174217224121094
AVX-512 Merge Path Based Sort,16,131072,3007946,0.04357523843646049500
AVX-512 Hybrid Merge Sort,16,131072,10546145,0.01242842711508274078
Intel IPP Sort,16,131072,3973137,0.03298955038189888000
Quick Sort,16,131072,1593789,0.08223922550678253174
Merge Sort Standard,20,131072,2613865,0.05014488846063613892
SSE Bitonic Based Merge Sort,20,131072,2870114,0.04566786438226699829
AVX-512 Merge Path Based Sort,20,131072,3007086,0.04358770698308944702
AVX-512 Hybrid Merge Sort,20,131072,10553657,0.01241958141326904297
Intel IPP Sort,20,131072,3856920,0.03398358821868896484
Quick Sort,20,131072,1593213,0.08226893097162246704
Merge Sort Standard,24,131072,2610746,0.05020480230450630188
SSE Bitonic Based Merge Sort,24,131072,2870784,0.04565720632672309875
AVX-512 Merge Path Based Sort,24,131072,3007380,0.04358344152569770813
AVX-512 Hybrid Merge Sort,24,131072,10560266,0.01241180859506130219
Intel IPP Sort,24,131072,3857502,0.03397846221923828125
Quick Sort,24,131072,1593262,0.08226640522480010986
Merge Sort Standard,28,131072,2606992,0.05027709156274795532
SSE Bitonic Based Merge Sort,28,131072,2865418,0.04574270173907279968
AVX-512 Merge Path Based Sort,28,131072,3003931,0.04363348335027694702
AVX-512 Hybrid Merge Sort,28,131072,10567837,0.01240291632711887360
Intel IPP Sort,28,131072,3844677,0.03409180790185928345
Quick Sort,28,131072,1590996,0.08238358795642852783
