Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Basic Merge,4,32768,32768,103469808,0.00063338282052427530
SSE Bitonic Merge,4,32768,32768,129256984,0.00050702097360044718
AVX-512 Merge Path Based Merge,4,32768,32768,152981904,0.00042839051457121968
Basic Merge,8,32768,32768,97150600,0.00067458150442689657
SSE Bitonic Merge,8,32768,32768,119678640,0.00054759980412200093
AVX-512 Merge Path Based Merge,8,32768,32768,171029072,0.00038318632869049907
Basic Merge,12,32768,32768,96455152,0.00067944527836516500
SSE Bitonic Merge,12,32768,32768,110268736,0.00059432984562590718
AVX-512 Merge Path Based Merge,12,32768,32768,173995376,0.00037665368290618062
Basic Merge,16,32768,32768,97081976,0.00067505834158509970
SSE Bitonic Merge,16,32768,32768,104899224,0.00062475202139467001
AVX-512 Merge Path Based Merge,16,32768,32768,181126720,0.00036182402982376516
Basic Merge,20,32768,32768,98156664,0.00066766736563295126
SSE Bitonic Merge,20,32768,32768,107677024,0.00060863496037200093
AVX-512 Merge Path Based Merge,20,32768,32768,180531920,0.00036301612271927297
Basic Merge,24,32768,32768,97467528,0.00067238806514069438
SSE Bitonic Merge,24,32768,32768,106426320,0.00061578751774504781
AVX-512 Merge Path Based Merge,24,32768,32768,176929648,0.00037040709867142141
Basic Merge,28,32768,32768,95556528,0.00068583490792661905
SSE Bitonic Merge,28,32768,32768,103104992,0.00063562393188476562
AVX-512 Merge Path Based Merge,28,32768,32768,168038816,0.00039000512333586812
Basic Merge,4,65536,65536,101505872,0.00129127502441406250
SSE Bitonic Merge,4,65536,65536,125715944,0.00104260444641113281
AVX-512 Merge Path Based Merge,4,65536,65536,161058128,0.00081381795462220907
Basic Merge,8,65536,65536,95879840,0.00136704440228641033
SSE Bitonic Merge,8,65536,65536,119005064,0.00110139849130064249
AVX-512 Merge Path Based Merge,8,65536,65536,149870736,0.00087456702021881938
Basic Merge,12,65536,65536,95632992,0.00137057306710630655
SSE Bitonic Merge,12,65536,65536,109139160,0.00120096211321651936
AVX-512 Merge Path Based Merge,12,65536,65536,148614784,0.00088195799617096782
Basic Merge,16,65536,65536,95271704,0.00137577054556459188
SSE Bitonic Merge,16,65536,65536,102166104,0.00128293037414550781
AVX-512 Merge Path Based Merge,16,65536,65536,147379712,0.00088934897212311625
Basic Merge,20,65536,65536,95011544,0.00137953762896358967
SSE Bitonic Merge,20,65536,65536,102881168,0.00127401354257017374
AVX-512 Merge Path Based Merge,20,65536,65536,148166192,0.00088462827261537313
Basic Merge,24,65536,65536,95796304,0.00136823649518191814
SSE Bitonic Merge,24,65536,65536,103598504,0.00126519205514341593
AVX-512 Merge Path Based Merge,24,65536,65536,145368816,0.00090165139408782125
Basic Merge,28,65536,65536,95742912,0.00136899948120117188
SSE Bitonic Merge,28,65536,65536,104108584,0.00125899317208677530
AVX-512 Merge Path Based Merge,28,65536,65536,147672672,0.00088758469792082906
Basic Merge,4,131072,131072,101680472,0.00257811555638909340
SSE Bitonic Merge,4,131072,131072,126223960,0.00207681651227176189
AVX-512 Merge Path Based Merge,4,131072,131072,118166072,0.00221843714825809002
Basic Merge,8,131072,131072,96148136,0.00272645941004157066
SSE Bitonic Merge,8,131072,131072,118469088,0.00221276283264160156
AVX-512 Merge Path Based Merge,8,131072,131072,122108256,0.00214681634679436684
Basic Merge,12,131072,131072,95742912,0.00273799896240234375
SSE Bitonic Merge,12,131072,131072,113267640,0.00231437687762081623
AVX-512 Merge Path Based Merge,12,131072,131072,115055000,0.00227842340245842934
Basic Merge,16,131072,131072,95811328,0.00273604388348758221
SSE Bitonic Merge,16,131072,131072,102923544,0.00254697795026004314
AVX-512 Merge Path Based Merge,16,131072,131072,116394776,0.00225219735875725746
Basic Merge,20,131072,131072,95327864,0.00274991989135742188
SSE Bitonic Merge,20,131072,131072,104108584,0.00251798634417355061
AVX-512 Merge Path Based Merge,20,131072,131072,116254480,0.00225491519086062908
Basic Merge,24,131072,131072,94746280,0.00276679988019168377
SSE Bitonic Merge,24,131072,131072,104130280,0.00251746177673339844
AVX-512 Merge Path Based Merge,24,131072,131072,117819120,0.00222496991045773029
Basic Merge,28,131072,131072,95722904,0.00273857126012444496
SSE Bitonic Merge,28,131072,131072,104417056,0.00251054763793945312
AVX-512 Merge Path Based Merge,28,131072,131072,116362752,0.00225281715393066406
Basic Merge,4,262144,262144,102208840,0.00512957572937011719
SSE Bitonic Merge,4,262144,262144,126739008,0.00413675326853990555
AVX-512 Merge Path Based Merge,4,262144,262144,56624780,0.00925898551940917969
Basic Merge,8,262144,262144,96641672,0.00542507180944085121
SSE Bitonic Merge,8,262144,262144,119252888,0.00439643859863281250
AVX-512 Merge Path Based Merge,8,262144,262144,52962988,0.00989913940429687500
Basic Merge,12,262144,262144,96345280,0.00544176110997796059
SSE Bitonic Merge,12,262144,262144,116626888,0.00449542980641126633
AVX-512 Merge Path Based Merge,12,262144,262144,32248472,0.01625776290893554688
Basic Merge,16,262144,262144,96351192,0.00544142723083496094
SSE Bitonic Merge,16,262144,262144,104714400,0.00500683765858411789
AVX-512 Merge Path Based Merge,16,262144,262144,31421530,0.01668562926352024078
Basic Merge,20,262144,262144,96461920,0.00543518085032701492
SSE Bitonic Merge,20,262144,262144,104628696,0.00501093873754143715
AVX-512 Merge Path Based Merge,20,262144,262144,33797848,0.01551246643066406250
Basic Merge,24,262144,262144,96216288,0.00544905662536621094
SSE Bitonic Merge,24,262144,262144,104769280,0.00500421505421400070
AVX-512 Merge Path Based Merge,24,262144,262144,31393000,0.01670079305768013000
Basic Merge,28,262144,262144,96294656,0.00544462213292717934
SSE Bitonic Merge,28,262144,262144,104694456,0.00500779133290052414
AVX-512 Merge Path Based Merge,28,262144,262144,33405186,0.01569480821490287781
Basic Merge,4,524288,524288,102027216,0.01027741469442844391
SSE Bitonic Merge,4,524288,524288,126703240,0.00827584229409694672
AVX-512 Merge Path Based Merge,4,524288,524288,109400336,0.00958476029336452484
Basic Merge,8,524288,524288,96530944,0.01086258888244628906
SSE Bitonic Merge,8,524288,524288,119788168,0.00875358562916517258
AVX-512 Merge Path Based Merge,8,524288,524288,56259424,0.01863822899758815765
Basic Merge,12,524288,524288,96494944,0.01086664199829101562
SSE Bitonic Merge,12,524288,524288,118131792,0.00887632369995117188
AVX-512 Merge Path Based Merge,12,524288,524288,34185500,0.03067312203347682953
Basic Merge,16,524288,524288,96497064,0.01086640357971191406
SSE Bitonic Merge,16,524288,524288,110238880,0.00951185263693332672
AVX-512 Merge Path Based Merge,16,524288,524288,32493638,0.03227019309997558594
