Name, Entropy, A Size, B Size, Elements Per Second, Total Time
Serial Merge, 28, 50, 50, 121927440, 0.00000082015992575180
Serial Merge Branchless, 28, 50, 50, 160087952, 0.00000062465664996125
Bitonic Merge, 28, 50, 50, 194180736, 0.00000051498415132301
Serial Merge, 32, 50, 50, 143640544, 0.00000069618226916646
Serial Merge Branchless, 32, 50, 50, 216201232, 0.00000046253205709945
Bitonic Merge, 32, 50, 50, 374491424, 0.00000026702880973062
Serial Merge, 28, 500, 500, 171335952, 0.00000583648670726689
Serial Merge Branchless, 28, 500, 500, 256689344, 0.00000389575961889932
Bitonic Merge, 28, 500, 500, 491136288, 0.00000203609465643240
Serial Merge, 32, 500, 500, 168310752, 0.00000594139100940083
Serial Merge Branchless, 32, 500, 500, 253279232, 0.00000394821154259262
Bitonic Merge, 32, 500, 500, 483214720, 0.00000206947333936114
Serial Merge, 28, 5000, 5000, 148072576, 0.00006753444904461503
Serial Merge Branchless, 28, 5000, 5000, 256500976, 0.00003898620707332157
Bitonic Merge, 28, 5000, 5000, 507662048, 0.00001969814366020728
Serial Merge, 32, 5000, 5000, 174051952, 0.00005745410817326047
Serial Merge Branchless, 32, 5000, 5000, 259548512, 0.00003852844383800402
Bitonic Merge, 32, 5000, 5000, 515777664, 0.00001938819877977949
Serial Merge, 28, 50000, 50000, 184767840, 0.00054121972061693668
Serial Merge Branchless, 28, 50000, 50000, 276388352, 0.00036180973984301090
Bitonic Merge, 28, 50000, 50000, 533707936, 0.00018736839410848916
Serial Merge, 32, 50000, 50000, 177851344, 0.00056226731976494193
Serial Merge Branchless, 32, 50000, 50000, 275589312, 0.00036285875830799341
Bitonic Merge, 32, 50000, 50000, 535301856, 0.00018681048823054880
Serial Merge, 28, 500000, 500000, 182244576, 0.00548713188618421555
Serial Merge Branchless, 28, 500000, 500000, 274767520, 0.00363944051787257195
Bitonic Merge, 28, 500000, 500000, 509846624, 0.00196137418970465660
Serial Merge, 32, 500000, 500000, 182643264, 0.00547515414655208588
Serial Merge Branchless, 32, 500000, 500000, 275669728, 0.00362752913497388363
Bitonic Merge, 32, 500000, 500000, 509232576, 0.00196373928338289261
