Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Serial Merge,4,131072,131072,82093536,0.00319323549047112465
Serial Merge Branchless,4,131072,131072,79795024,0.00328521733172237873
Bitonic Merge,4,131072,131072,115399152,0.00227162847295403481
AVX512 Merge,4,131072,131072,128288760,0.00204339018091559410
AVX512 Parallel Merge,4,131072,131072,-2147483648,0.00000000000000000000
Serial Merge,8,131072,131072,77697408,0.00337390904314815998
Serial Merge Branchless,8,131072,131072,75266232,0.00348289008252322674
Bitonic Merge,8,131072,131072,109184688,0.00240092282183468342
AVX512 Merge,8,131072,131072,122847712,0.00213389401324093342
AVX512 Parallel Merge,8,131072,131072,-2147483648,0.00000000000000000000
Serial Merge,12,131072,131072,77536328,0.00338091840967535973
Serial Merge Branchless,12,131072,131072,75007440,0.00349490647204220295
Bitonic Merge,12,131072,131072,104803224,0.00250129704363644123
AVX512 Merge,12,131072,131072,119888744,0.00218656053766608238
AVX512 Parallel Merge,12,131072,131072,-2147483648,0.00000000000000000000
Serial Merge,16,131072,131072,77384072,0.00338757038116455078
Serial Merge Branchless,16,131072,131072,74994656,0.00349550251848995686
Bitonic Merge,16,131072,131072,94705480,0.00276799197308719158
AVX512 Merge,16,131072,131072,118947136,0.00220386986620724201
AVX512 Parallel Merge,16,131072,131072,-2147483648,0.00000000000000000000
Serial Merge,20,131072,131072,77567504,0.00337955961003899574
Serial Merge Branchless,20,131072,131072,75132504,0.00348908896557986736
Bitonic Merge,20,131072,131072,96229760,0.00272414693608880043
AVX512 Merge,20,131072,131072,118415504,0.00221376423723995686
AVX512 Parallel Merge,20,131072,131072,-2147483648,0.00000000000000000000
Serial Merge,24,131072,131072,77348688,0.00338912010192871094
Serial Merge Branchless,24,131072,131072,74881264,0.00350079545751214027
Bitonic Merge,24,131072,131072,96369776,0.00272018904797732830
AVX512 Merge,24,131072,131072,119183080,0.00219950685277581215
AVX512 Parallel Merge,24,131072,131072,-2147483648,0.00000000000000000000
Serial Merge,28,131072,131072,77364472,0.00338842859491705894
Serial Merge Branchless,28,131072,131072,75134560,0.00348899373784661293
Bitonic Merge,28,131072,131072,96376528,0.00271999835968017578
AVX512 Merge,28,131072,131072,117970816,0.00222210888750851154
AVX512 Parallel Merge,28,131072,131072,-2147483648,0.00000000000000000000
Serial Merge,4,1048576,1048576,83031984,0.02525715902447700500
Serial Merge Branchless,4,1048576,1048576,80284376,0.02612154558300971985
Bitonic Merge,4,1048576,1048576,127709488,0.01642126962542533875
AVX512 Merge,4,1048576,1048576,144044288,0.01455907803028821945
AVX512 Parallel Merge,4,1048576,1048576,-2147483648,0.00000000000000000000
Serial Merge,8,1048576,1048576,78459768,0.02672901190817356110
Serial Merge Branchless,8,1048576,1048576,75822640,0.02765865251421928406
Bitonic Merge,8,1048576,1048576,120634888,0.01738429069519042969
AVX512 Merge,8,1048576,1048576,150801632,0.01390669308602809906
AVX512 Parallel Merge,8,1048576,1048576,-2147483648,0.00000000000000000000
Serial Merge,12,1048576,1048576,78479512,0.02672228775918483734
Serial Merge Branchless,12,1048576,1048576,75761904,0.02768082544207572937
Bitonic Merge,12,1048576,1048576,119796808,0.01750590838491916656
AVX512 Merge,12,1048576,1048576,136124288,0.01540615595877170563
AVX512 Parallel Merge,12,1048576,1048576,-2147483648,0.00000000000000000000
Serial Merge,16,1048576,1048576,78309312,0.02678036689758300781
Serial Merge Branchless,16,1048576,1048576,75693184,0.02770595625042915344
Bitonic Merge,16,1048576,1048576,110927320,0.01890563964843750000
AVX512 Merge,16,1048576,1048576,124803040,0.01680369302630424500
AVX512 Parallel Merge,16,1048576,1048576,-2147483648,0.00000000000000000000
Serial Merge,20,1048576,1048576,78345784,0.02676789835095405579
Serial Merge Branchless,20,1048576,1048576,75711488,0.02769925631582736969
Bitonic Merge,20,1048576,1048576,105164976,0.01994154416024684906
AVX512 Merge,20,1048576,1048576,124932264,0.01678631268441677094
AVX512 Parallel Merge,20,1048576,1048576,-2147483648,0.00000000000000000000
Serial Merge,24,1048576,1048576,78370216,0.02675955370068550110
Serial Merge Branchless,24,1048576,1048576,75643648,0.02772409841418266296
Bitonic Merge,24,1048576,1048576,105656368,0.01984879933297634125
AVX512 Merge,24,1048576,1048576,117049640,0.01791677437722682953
AVX512 Parallel Merge,24,1048576,1048576,-2147483648,0.00000000000000000000
Serial Merge,28,1048576,1048576,77890544,0.02692434750497341156
Serial Merge Branchless,28,1048576,1048576,75672480,0.02771353721618652344
Bitonic Merge,28,1048576,1048576,105750104,0.01983120478689670563
AVX512 Merge,28,1048576,1048576,115873304,0.01809866353869438171
AVX512 Parallel Merge,28,1048576,1048576,-2147483648,0.00000000000000000000
Serial Merge,4,2097152,2097152,83153536,0.05044047906994819641
Serial Merge Branchless,4,2097152,2097152,98484376,0.04258852079510688782
Bitonic Merge,4,2097152,2097152,127887280,0.03279688209295272827
AVX512 Merge,4,2097152,2097152,150242560,0.02791688404977321625
AVX512 Parallel Merge,4,2097152,2097152,-2147483648,0.00000000000000000000
Serial Merge,8,2097152,2097152,78615128,0.05335237830877304077
Serial Merge Branchless,8,2097152,2097152,92959888,0.04511950165033340454
Bitonic Merge,8,2097152,2097152,120741448,0.03473789617419242859
AVX512 Merge,8,2097152,2097152,141266720,0.02969067171216011047
AVX512 Parallel Merge,8,2097152,2097152,-2147483648,0.00000000000000000000
Serial Merge,12,2097152,2097152,78267704,0.05358920246362686157
Serial Merge Branchless,12,2097152,2097152,92705312,0.04524340480566024780
Bitonic Merge,12,2097152,2097152,120024768,0.03494532033801078796
AVX512 Merge,12,2097152,2097152,124928008,0.03357376903295516968
AVX512 Parallel Merge,12,2097152,2097152,-2147483648,0.00000000000000000000
Serial Merge,16,2097152,2097152,78271128,0.05358686298131942749
Serial Merge Branchless,16,2097152,2097152,92588600,0.04530043527483940125
Bitonic Merge,16,2097152,2097152,117393776,0.03572850301861763000
AVX512 Merge,16,2097152,2097152,118071064,0.03552355617284774780
AVX512 Parallel Merge,16,2097152,2097152,-2147483648,0.00000000000000000000
Serial Merge,20,2097152,2097152,78319560,0.05355372279882431030
Serial Merge Branchless,20,2097152,2097152,92605904,0.04529197141528129578
Bitonic Merge,20,2097152,2097152,103989936,0.04033374786376953125
AVX512 Merge,20,2097152,2097152,114747464,0.03655247762799263000
AVX512 Parallel Merge,20,2097152,2097152,-2147483648,0.00000000000000000000
Serial Merge,24,2097152,2097152,78391168,0.05350480228662490845
Serial Merge Branchless,24,2097152,2097152,92772288,0.04521074146032333374
Bitonic Merge,24,2097152,2097152,105845096,0.03962681442499160767
AVX512 Merge,24,2097152,2097152,113868232,0.03683471679687500000
AVX512 Parallel Merge,24,2097152,2097152,-2147483648,0.00000000000000000000
Serial Merge,28,2097152,2097152,78443008,0.05346944183111190796
Serial Merge Branchless,28,2097152,2097152,92728520,0.04523207992315292358
Bitonic Merge,28,2097152,2097152,105864912,0.03961939737200737000
AVX512 Merge,28,2097152,2097152,118598240,0.03536565229296684265
AVX512 Parallel Merge,28,2097152,2097152,-2147483648,0.00000000000000000000
Serial Merge,4,4194304,4194304,90875064,0.09230923652648925781
Serial Merge Branchless,4,4194304,4194304,98419728,0.08523299545049667358
Bitonic Merge,4,4194304,4194304,127779848,0.06564891338348388672
AVX512 Merge,4,4194304,4194304,153412144,0.05468020588159561157
AVX512 Parallel Merge,4,4194304,4194304,-2147483648,0.00000000000000000000
Serial Merge,8,4194304,4194304,85551208,0.09805364906787872314
Serial Merge Branchless,8,4194304,4194304,92985664,0.09021399170160293579
Bitonic Merge,8,4194304,4194304,120899184,0.06938514858484268188
AVX512 Merge,8,4194304,4194304,144622336,0.05800354480743408203
AVX512 Parallel Merge,8,4194304,4194304,-2147483648,0.00000000000000000000
Serial Merge,12,4194304,4194304,85454408,0.09816472232341766357
Serial Merge Branchless,12,4194304,4194304,92701064,0.09049095958471298218
Bitonic Merge,12,4194304,4194304,120649616,0.06952867656946182251
AVX512 Merge,12,4194304,4194304,134045456,0.06258032470941543579
AVX512 Parallel Merge,12,4194304,4194304,-2147483648,0.00000000000000000000
Serial Merge,16,4194304,4194304,85429464,0.09819338470697402954
