Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Standard,28,500,500,32,117097,0.00853991508483886719
Bitonic,28,500,500,32,66576253,0.00001502037048339844
AVX-512 MP,28,500,500,32,1572077,0.00063610076904296875
Standard,28,5000,5000,32,155922081,0.00006413459777832031
Bitonic,28,5000,5000,32,505337831,0.00001978874206542969
AVX-512 MP,28,5000,5000,32,227951304,0.00004386901855468750
Standard,28,50000,50000,32,1997287619,0.00005006790161132812
Bitonic,28,50000,50000,32,4559026086,0.00002193450927734375
AVX-512 MP,28,50000,50000,32,4152776237,0.00002408027648925781
Standard,28,500000,500000,32,5526092226,0.00018095970153808594
Bitonic,28,500000,500000,32,13189635220,0.00007581710815429688
AVX-512 MP,28,500000,500000,32,15592208178,0.00006413459777832031
Standard,28,5000000,5000000,32,7396057132,0.00135207176208496094
Bitonic,28,5000000,5000000,32,9960351460,0.00100398063659667969
AVX-512 MP,28,5000000,5000000,32,8952623265,0.00111699104309082031
Standard,28,50000000,50000000,32,6338391791,0.01577687263488769531
Bitonic,28,50000000,50000000,32,7618388883,0.01312613487243652344
AVX-512 MP,28,50000000,50000000,32,5345922659,0.01870584487915039062
Standard,28,500000000,500000000,32,6368215282,0.15702986717224121094
Bitonic,28,500000000,500000000,32,7395079120,0.13522505760192871094
AVX-512 MP,28,500000000,500000000,32,5311491187,0.18827104568481445312
