Name, Entropy, C Size, Number of Threads, Elements Per Second, Total Time
Parallel Merge Sort using Serial Merge, 28, 100, 6, 359779, 0.00027794839115813375
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 6, 367566, 0.00027205943479202688
Parallel Merge Sort using Bitonic Merge, 28, 100, 6, 199131, 0.00050218106480315328
Parallel Merge Sort using Serial Merge, 28, 100, 8, 839700, 0.00011909008026123047
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 8, 905310, 0.00011045932478737086
Parallel Merge Sort using Bitonic Merge, 28, 100, 8, 466396, 0.00021440982527565211
Parallel Merge Sort using Serial Merge, 28, 100, 16, 286594, 0.00034892559051513672
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 16, 394758, 0.00025331974029541016
Parallel Merge Sort using Bitonic Merge, 28, 100, 16, -1000, -0.09997551143169403076
Parallel Merge Sort using Serial Merge, 28, 100, 32, 162500, 0.00061538221780210733
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 32, 145751, 0.00068609713343903422
Parallel Merge Sort using Bitonic Merge, 28, 100, 32, -1005, -0.09943644702434539795
Parallel Merge Sort using Serial Merge, 28, 100, 36, 106877, 0.00093564984854310751
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 36, 109792, 0.00091080664424225688
Parallel Merge Sort using Bitonic Merge, 28, 100, 36, -1005, -0.09947028011083602905
Parallel Merge Sort using Serial Merge, 28, 100, 68, 49752, 0.00200994010083377361
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 68, 49647, 0.00201418390497565269
Parallel Merge Sort using Bitonic Merge, 28, 100, 68, 49051, 0.00203869352117180824
Parallel Merge Sort using Serial Merge, 28, 100, 72, 46570, 0.00214726920239627361
Parallel Merge Sort using Serial Merge Branchless, 28, 100, 72, 48625, 0.00205652718432247639
Parallel Merge Sort using Bitonic Merge, 28, 100, 72, 47236, 0.00211701402440667152
Parallel Merge Sort using Serial Merge, 32, 100, 6, 594178, 0.00016829968080855906
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 6, 696034, 0.00014367102994583547
Parallel Merge Sort using Bitonic Merge, 32, 100, 6, 490217, 0.00020399093045853078
Parallel Merge Sort using Serial Merge, 32, 100, 8, 914987, 0.00010929107520496473
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 8, 910024, 0.00010988712165271863
Parallel Merge Sort using Bitonic Merge, 32, 100, 8, 442437, 0.00022602081298828125
Parallel Merge Sort using Serial Merge, 32, 100, 16, 401907, 0.00024881362332962453
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 16, 411004, 0.00024330615997314453
Parallel Merge Sort using Bitonic Merge, 32, 100, 16, 412216, 0.00024259090423583984
Parallel Merge Sort using Serial Merge, 32, 100, 32, 132785, 0.00075309275416657329
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 32, 156696, 0.00063817499903962016
Parallel Merge Sort using Bitonic Merge, 32, 100, 32, 165032, 0.00060594081878662109
Parallel Merge Sort using Serial Merge, 32, 100, 36, 111803, 0.00089442729949951172
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 36, 104967, 0.00095267297001555562
Parallel Merge Sort using Bitonic Merge, 32, 100, 36, 104920, 0.00095310213509947062
Parallel Merge Sort using Serial Merge, 32, 100, 68, 50744, 0.00197064876556396484
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 68, 48332, 0.00206899642944335938
Parallel Merge Sort using Bitonic Merge, 32, 100, 68, 48265, 0.00207188120111823082
Parallel Merge Sort using Serial Merge, 32, 100, 72, 49200, 0.00203251838684082031
Parallel Merge Sort using Serial Merge Branchless, 32, 100, 72, 46095, 0.00216941838152706623
Parallel Merge Sort using Bitonic Merge, 32, 100, 72, 45436, 0.00220088963396847248
Parallel Merge Sort using Serial Merge, 28, 129, 6, 764540, 0.00016872883134055883
Parallel Merge Sort using Serial Merge Branchless, 28, 129, 6, 1363571, 0.00009460448927711695
Parallel Merge Sort using Bitonic Merge, 28, 129, 6, 559124, 0.00023071766190696508
Parallel Merge Sort using Serial Merge, 28, 129, 8, 1155381, 0.00011165141768287867
Parallel Merge Sort using Serial Merge Branchless, 28, 129, 8, 1193614, 0.00010807513899635524
Parallel Merge Sort using Bitonic Merge, 28, 129, 8, 511113, 0.00025238990201614797
Parallel Merge Sort using Serial Merge, 28, 129, 16, 492414, 0.00026197434635832906
Parallel Merge Sort using Serial Merge Branchless, 28, 129, 16, 521659, 0.00024728773860260844
Parallel Merge Sort using Bitonic Merge, 28, 129, 16, 516579, 0.00024971962557174265
Parallel Merge Sort using Serial Merge, 28, 129, 32, 166123, 0.00077652931213378906
Parallel Merge Sort using Serial Merge Branchless, 28, 129, 32, 198826, 0.00064880849095061421
Parallel Merge Sort using Bitonic Merge, 28, 129, 32, 209959, 0.00061440467834472656
Parallel Merge Sort using Serial Merge, 28, 129, 36, 131848, 0.00097839836962521076
Parallel Merge Sort using Serial Merge Branchless, 28, 129, 36, 143305, 0.00090017321053892374
Parallel Merge Sort using Bitonic Merge, 28, 129, 36, -1297, -0.09945390373468399048
Parallel Merge Sort using Serial Merge, 28, 129, 68, 60479, 0.00213294033892452717
Parallel Merge Sort using Serial Merge Branchless, 28, 129, 68, 60186, 0.00214333529584109783
Parallel Merge Sort using Bitonic Merge, 28, 129, 68, -1292, -0.09979791939258575439
Parallel Merge Sort using Serial Merge, 28, 129, 72, 56396, 0.00228736409917473793
Parallel Merge Sort using Serial Merge Branchless, 28, 129, 72, 62379, 0.00206797127611935139
Parallel Merge Sort using Bitonic Merge, 28, 129, 72, -1304, -0.09885077178478240967
Parallel Merge Sort using Serial Merge, 32, 129, 6, 1264171, 0.00010204315185546875
Parallel Merge Sort using Serial Merge Branchless, 32, 129, 6, 1424230, 0.00009057521674549207
Parallel Merge Sort using Bitonic Merge, 32, 129, 6, 593078, 0.00021750926680397242
Parallel Merge Sort using Serial Merge, 32, 129, 8, 1143901, 0.00011277198791503906
Parallel Merge Sort using Serial Merge Branchless, 32, 129, 8, 1162081, 0.00011100769188487902
Parallel Merge Sort using Bitonic Merge, 32, 129, 8, 550870, 0.00023417473130393773
Parallel Merge Sort using Serial Merge, 32, 129, 16, 525102, 0.00024566650972701609
Parallel Merge Sort using Serial Merge Branchless, 32, 129, 16, 535125, 0.00024106501950882375
Parallel Merge Sort using Bitonic Merge, 32, 129, 16, 529003, 0.00024385451979469508
Parallel Merge Sort using Serial Merge, 32, 129, 32, 179863, 0.00071721075801178813
Parallel Merge Sort using Serial Merge Branchless, 32, 129, 32, 204538, 0.00063068867893889546
Parallel Merge Sort using Bitonic Merge, 32, 129, 32, 191581, 0.00067334173945710063
Parallel Merge Sort using Serial Merge, 32, 129, 36, 137423, 0.00093870161799713969
Parallel Merge Sort using Serial Merge Branchless, 32, 129, 36, 131983, 0.00097739696502685547
Parallel Merge Sort using Bitonic Merge, 32, 129, 36, 128296, 0.00100548262707889080
Parallel Merge Sort using Serial Merge, 32, 129, 68, 58268, 0.00221388344652950764
Parallel Merge Sort using Serial Merge Branchless, 32, 129, 68, 59896, 0.00215370650403201580
Parallel Merge Sort using Bitonic Merge, 32, 129, 68, -1296, -0.09952950477600097656
Parallel Merge Sort using Serial Merge, 32, 129, 72, 60068, 0.00214755535125732422
Parallel Merge Sort using Serial Merge Branchless, 32, 129, 72, 59771, 0.00215821270830929279
Parallel Merge Sort using Bitonic Merge, 32, 129, 72, -1290, -0.10000000149011611938
Parallel Merge Sort using Serial Merge, 28, 130, 6, 1290249, 0.00010075569298351184
Parallel Merge Sort using Serial Merge Branchless, 28, 130, 6, 1366222, 0.00009515285637462512
Parallel Merge Sort using Bitonic Merge, 28, 130, 6, 731695, 0.00017766952805686742
Parallel Merge Sort using Serial Merge, 28, 130, 8, 1205792, 0.00010781288438010961
Parallel Merge Sort using Serial Merge Branchless, 28, 130, 8, 1221459, 0.00010643005225574598
Parallel Merge Sort using Bitonic Merge, 28, 130, 8, 571550, 0.00022745132446289062
Parallel Merge Sort using Serial Merge, 28, 130, 16, 368617, 0.00035266875056549907
Parallel Merge Sort using Serial Merge Branchless, 28, 130, 16, 462986, 0.00028078554896637797
Parallel Merge Sort using Bitonic Merge, 28, 130, 16, 405307, 0.00032074452610686421
Parallel Merge Sort using Serial Merge, 28, 130, 32, 211136, 0.00061571598052978516
Parallel Merge Sort using Serial Merge Branchless, 28, 130, 32, 211726, 0.00061399937840178609
Parallel Merge Sort using Bitonic Merge, 28, 130, 32, 211693, 0.00061409472255036235
Parallel Merge Sort using Serial Merge, 28, 130, 36, 139114, 0.00093448162078857422
Parallel Merge Sort using Serial Merge Branchless, 28, 130, 36, 129199, 0.00100619788281619549
Parallel Merge Sort using Bitonic Merge, 28, 130, 36, 131781, 0.00098648073617368937
Parallel Merge Sort using Serial Merge, 28, 130, 68, 59121, 0.00219886307604610920
Parallel Merge Sort using Serial Merge Branchless, 28, 130, 68, 61450, 0.00211553578265011311
Parallel Merge Sort using Bitonic Merge, 28, 130, 68, -1309, -0.09930598735809326172
Parallel Merge Sort using Serial Merge, 28, 130, 72, 61001, 0.00213108072057366371
Parallel Merge Sort using Serial Merge Branchless, 28, 130, 72, 58826, 0.00220987806096673012
Parallel Merge Sort using Bitonic Merge, 28, 130, 72, 59158, 0.00219748029485344887
Parallel Merge Sort using Serial Merge, 32, 130, 6, 1268635, 0.00010247230238746852
Parallel Merge Sort using Serial Merge Branchless, 32, 130, 6, 1360428, 0.00009555816359352320
Parallel Merge Sort using Bitonic Merge, 32, 130, 6, 687504, 0.00018908976926468313
Parallel Merge Sort using Serial Merge, 32, 130, 8, 1225027, 0.00010612011101329699
Parallel Merge Sort using Serial Merge Branchless, 32, 130, 8, 1225577, 0.00010607242438709363
Parallel Merge Sort using Bitonic Merge, 32, 130, 8, 580310, 0.00022401809110306203
Parallel Merge Sort using Serial Merge, 32, 130, 16, 328746, 0.00039544104947708547
Parallel Merge Sort using Serial Merge Branchless, 32, 130, 16, 418111, 0.00031092166318558156
Parallel Merge Sort using Bitonic Merge, 32, 130, 16, 457509, 0.00028414727421477437
Parallel Merge Sort using Serial Merge, 32, 130, 32, 213367, 0.00060927867889404297
Parallel Merge Sort using Serial Merge Branchless, 32, 130, 32, 214660, 0.00060560705605894327
Parallel Merge Sort using Bitonic Merge, 32, 130, 32, 214914, 0.00060489180032163858
Parallel Merge Sort using Serial Merge, 32, 130, 36, 138348, 0.00093965529231354594
Parallel Merge Sort using Serial Merge Branchless, 32, 130, 36, 131533, 0.00098834035452455282
Parallel Merge Sort using Bitonic Merge, 32, 130, 36, -1303, -0.09975159168243408203
