Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 11973463, 0.00008351802534889430
Merge Sort using Serial Merge, 28, 1000, 12501651, 0.00007998943328857422
Merge Sort using Serial Merge Branchless, 28, 1000, 14179527, 0.00007052421278785914
Merge Sort using Bitonic Merge, 28, 1000, 15603810, 0.00006408691115211695
Quick Sort, 32, 1000, 13021745, 0.00007679462578380480
Merge Sort using Serial Merge, 32, 1000, 13021745, 0.00007679462578380480
Merge Sort using Serial Merge Branchless, 32, 1000, 14990365, 0.00006670951552223414
Merge Sort using Bitonic Merge, 32, 1000, 17564086, 0.00005693435741704889
Quick Sort, 28, 10000, 9830553, 0.00101723673287779093
Merge Sort using Serial Merge, 28, 10000, 10440345, 0.00095782277639955282
Merge Sort using Serial Merge Branchless, 28, 10000, 12499788, 0.00080001354217529297
Merge Sort using Bitonic Merge, 28, 10000, 14710662, 0.00067977904109284282
Quick Sort, 32, 10000, 9873830, 0.00101277825888246298
Merge Sort using Serial Merge, 32, 10000, 10403314, 0.00096123217372223735
Merge Sort using Serial Merge Branchless, 32, 10000, 12286680, 0.00081388949183747172
Merge Sort using Bitonic Merge, 32, 10000, 14966829, 0.00066814420279115438
Quick Sort, 28, 100000, 7644646, 0.01308104954659938812
Merge Sort using Serial Merge, 28, 100000, 8320216, 0.01201891899108886719
Merge Sort using Serial Merge Branchless, 28, 100000, 10399522, 0.00961582642048597336
Merge Sort using Bitonic Merge, 28, 100000, 13534729, 0.00738840084522962570
Quick Sort, 32, 100000, 7711861, 0.01296703796833753586
Merge Sort using Serial Merge, 32, 100000, 8221949, 0.01216256618499755859
Merge Sort using Serial Merge Branchless, 32, 100000, 10371774, 0.00964155234396457672
Merge Sort using Bitonic Merge, 32, 100000, 12737263, 0.00785098038613796234
Quick Sort, 28, 1000000, 6340610, 0.15771353244781494141
Merge Sort using Serial Merge, 28, 1000000, 6907129, 0.14477793872356414795
Merge Sort using Serial Merge Branchless, 28, 1000000, 8717774, 0.11470818519592285156
Merge Sort using Bitonic Merge, 28, 1000000, 11921868, 0.08387947082519531250
Quick Sort, 32, 1000000, 6634205, 0.15073394775390625000
Merge Sort using Serial Merge, 32, 1000000, 7208045, 0.13873386383056640625
Merge Sort using Serial Merge Branchless, 32, 1000000, 9374644, 0.10667071491479873657
Merge Sort using Bitonic Merge, 32, 1000000, 12532566, 0.07979211956262588501
