Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Basic Merge,4,32768,32768,103306488,0.00063438416691496968
SSE Bitonic Merge,4,32768,32768,126917488,0.00051636697025969625
AVX-512 Merge Path Based Merge,4,32768,32768,147799712,0.00044341088505461812
Basic Merge,8,32768,32768,97821320,0.00066995620727539062
SSE Bitonic Merge,8,32768,32768,121541344,0.00053920748177915812
AVX-512 Merge Path Based Merge,8,32768,32768,171029072,0.00038318632869049907
Basic Merge,12,32768,32768,95863120,0.00068364141043275595
SSE Bitonic Merge,12,32768,32768,108570152,0.00060362817021086812
AVX-512 Merge Path Based Merge,12,32768,32768,177203408,0.00036983488826081157
Basic Merge,16,32768,32768,97178072,0.00067439081612974405
SSE Bitonic Merge,16,32768,32768,104436896,0.00062751770019531250
AVX-512 Merge Path Based Merge,16,32768,32768,180318752,0.00036344528780318797
Basic Merge,20,32768,32768,96516120,0.00067901611328125000
SSE Bitonic Merge,20,32768,32768,104452768,0.00062742235604673624
AVX-512 Merge Path Based Merge,20,32768,32768,173643648,0.00037741661071777344
Basic Merge,24,32768,32768,96719880,0.00067758560180664062
SSE Bitonic Merge,24,32768,32768,104987360,0.00062422751216217875
AVX-512 Merge Path Based Merge,24,32768,32768,173753424,0.00037717819213867188
Basic Merge,28,32768,32768,95403968,0.00068693159846588969
SSE Bitonic Merge,28,32768,32768,101980384,0.00064263341482728720
AVX-512 Merge Path Based Merge,28,32768,32768,167956688,0.00039019584073685110
Basic Merge,4,65536,65536,101132416,0.00129604339599609375
SSE Bitonic Merge,4,65536,65536,125669960,0.00104298593942075968
AVX-512 Merge Path Based Merge,4,65536,65536,161826160,0.00080995558528229594
Basic Merge,8,65536,65536,95311344,0.00137519836425781250
SSE Bitonic Merge,8,65536,65536,118666000,0.00110454554669559002
AVX-512 Merge Path Based Merge,8,65536,65536,147863312,0.00088644027709960938
Basic Merge,12,65536,65536,95616360,0.00137081148568540812
SSE Bitonic Merge,12,65536,65536,108450208,0.00120859150774776936
AVX-512 Merge Path Based Merge,12,65536,65536,147474592,0.00088877679081633687
Basic Merge,16,65536,65536,95139800,0.00137767789419740438
SSE Bitonic Merge,16,65536,65536,103302608,0.00126881594769656658
AVX-512 Merge Path Based Merge,16,65536,65536,148896544,0.00088028906611725688
Basic Merge,20,65536,65536,95573136,0.00137143139727413654
SSE Bitonic Merge,20,65536,65536,104088872,0.00125923159066587687
