Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 100, 23275826, 0.00000429630290454952
Merge Sort using Serial Merge, 28, 100, 17757426, 0.00000563144703846774
Merge Sort using Serial Merge Branchless, 28, 100, 23616576, 0.00000423431401941343
Merge Sort using Bitonic Merge, 28, 100, 29330796, 0.00000340938572662708
Quick Sort, 28, 1000, 13301738, 0.00007517814810853451
Merge Sort using Serial Merge, 28, 1000, 13736504, 0.00007279872806975618
Merge Sort using Serial Merge Branchless, 28, 1000, 15865881, 0.00006302833207882941
Merge Sort using Bitonic Merge, 28, 1000, 18325340, 0.00005456924554891884
Quick Sort, 28, 10000, 10135233, 0.00098665710538625717
Merge Sort using Serial Merge, 28, 10000, 10876329, 0.00091942789731547236
Merge Sort using Serial Merge Branchless, 28, 10000, 12486838, 0.00080084323417395353
Merge Sort using Bitonic Merge, 28, 10000, 15686678, 0.00063748360844329000
Quick Sort, 28, 100000, 8345139, 0.01198302302509546280
Merge Sort using Serial Merge, 28, 100000, 9166768, 0.01090897060930728912
Merge Sort using Serial Merge Branchless, 28, 100000, 11167693, 0.00895440112799406052
Merge Sort using Bitonic Merge, 28, 100000, 14523595, 0.00688534742221236229
Quick Sort, 28, 1000000, 6823886, 0.14654406905174255371
Merge Sort using Serial Merge, 28, 1000000, 7588894, 0.13177150487899780273
Merge Sort using Serial Merge Branchless, 28, 1000000, 9789427, 0.10215102881193161011
Merge Sort using Bitonic Merge, 28, 1000000, 13142208, 0.07609071582555770874
Quick Sort, 28, 10000000, 6014082, 1.66276395320892333984
Merge Sort using Serial Merge, 28, 10000000, 6793495, 1.47199630737304687500
Merge Sort using Serial Merge Branchless, 28, 10000000, 8689226, 1.15085053443908691406
Merge Sort using Bitonic Merge, 28, 10000000, 12174011, 0.82142198085784912109
