Name,Entropy,C Size,Elements Per Second,Total Time
Merge Sort Standard,4,65536,2811860,0.02330699004232883453
SSE Bitonic Based Merge Sort,4,65536,3165556,0.02070283889770507812
AVX-512 Merge Path Based Sort,4,65536,3182370,0.02059345319867134094
AVX-512 Hybrid Merge Sort,4,65536,13461869,0.00486826896667480469
Intel IPP Sort,4,65536,18485650,0.00354523654095828533
Quick Sort,4,65536,1910259,0.03430738300085067749
Merge Sort Standard,8,65536,2710271,0.02418060228228569031
SSE Bitonic Based Merge Sort,8,65536,2992943,0.02189683914184570312
AVX-512 Merge Path Based Sort,8,65536,3114171,0.02104444429278373718
AVX-512 Hybrid Merge Sort,8,65536,12622048,0.00519218435510993004
Intel IPP Sort,8,65536,8538490,0.00767536181956529617
Quick Sort,8,65536,1767337,0.03708176687359809875
Merge Sort Standard,12,65536,2692278,0.02434220351278781891
SSE Bitonic Based Merge Sort,12,65536,2945755,0.02224760130047798157
AVX-512 Merge Path Based Sort,12,65536,3094496,0.02117824554443359375
AVX-512 Hybrid Merge Sort,12,65536,11932226,0.00549235334619879723
Intel IPP Sort,12,65536,5532011,0.01184668578207492828
Quick Sort,12,65536,1700547,0.03853816911578178406
Merge Sort Standard,16,65536,2704144,0.02423539198935031891
SSE Bitonic Based Merge Sort,16,65536,2948909,0.02222380600869655609
AVX-512 Merge Path Based Sort,16,65536,3101962,0.02112727239727973938
AVX-512 Hybrid Merge Sort,16,65536,11936889,0.00549020757898688316
Intel IPP Sort,16,65536,4140875,0.01582660712301731110
Quick Sort,16,65536,1683094,0.03893780708312988281
Merge Sort Standard,20,65536,2709577,0.02418680116534233093
SSE Bitonic Based Merge Sort,20,65536,2958635,0.02215075492858886719
AVX-512 Merge Path Based Sort,20,65536,3093792,0.02118306234478950500
AVX-512 Hybrid Merge Sort,20,65536,11953396,0.00548262614756822586
Intel IPP Sort,20,65536,4074305,0.01608519628643989563
Quick Sort,20,65536,1685052,0.03889255598187446594
Merge Sort Standard,24,65536,2712743,0.02415857277810573578
SSE Bitonic Based Merge Sort,24,65536,2961657,0.02212815359234809875
AVX-512 Merge Path Based Sort,24,65536,3114968,0.02103905752301216125
