Name,Entropy,C Size,Elements Per Second,Total Time
Quick Sort,4,16384,1155998,0.01417303085327148438
Merge Sort Standard,4,16384,1266251,0.01293897628784179688
Branch Avoiding Sort,4,16384,1264969,0.01295208930969238281
Bitonic Based Merge Sort,4,16384,1650799,0.00992488861083984375
AVX-512 Merge Path Based Sort,4,16384,1612603,0.01015996932983398438
AVX-512 Hybrid Merge Sort,4,16384,8316528,0.00197005271911621094
Quick Sort,8,16384,1090889,0.01501893997192382812
Merge Sort Standard,8,16384,1226804,0.01335501670837402344
Branch Avoiding Sort,8,16384,1226454,0.01335883140563964844
Bitonic Based Merge Sort,8,16384,1584676,0.01033902168273925781
AVX-512 Merge Path Based Sort,8,16384,1592719,0.01028680801391601562
AVX-512 Hybrid Merge Sort,8,16384,7761404,0.00211095809936523438
Quick Sort,12,16384,1073305,0.01526498794555664062
Merge Sort Standard,12,16384,1227901,0.01334309577941894531
Branch Avoiding Sort,12,16384,1222962,0.01339697837829589844
Bitonic Based Merge Sort,12,16384,1579939,0.01037001609802246094
AVX-512 Merge Path Based Sort,12,16384,1594678,0.01027417182922363281
AVX-512 Hybrid Merge Sort,12,16384,7556573,0.00216817855834960938
Quick Sort,16,16384,1070647,0.01530289649963378906
Merge Sort Standard,16,16384,1225973,0.01336407661437988281
Branch Avoiding Sort,16,16384,1224335,0.01338195800781250000
Bitonic Based Merge Sort,16,16384,1575412,0.01039981842041015625
AVX-512 Merge Path Based Sort,16,16384,1592387,0.01028895378112792969
AVX-512 Hybrid Merge Sort,16,16384,7568224,0.00216484069824218750
Quick Sort,20,16384,1070363,0.01530694961547851562
Merge Sort Standard,20,16384,1228186,0.01333999633789062500
Branch Avoiding Sort,20,16384,1219230,0.01343798637390136719
Bitonic Based Merge Sort,20,16384,1576424,0.01039314270019531250
AVX-512 Merge Path Based Sort,20,16384,1597013,0.01025915145874023438
AVX-512 Hybrid Merge Sort,20,16384,7578239,0.00216197967529296875
Quick Sort,24,16384,1072535,0.01527595520019531250
Merge Sort Standard,24,16384,1226980,0.01335310935974121094
Branch Avoiding Sort,24,16384,1221223,0.01341605186462402344
Bitonic Based Merge Sort,24,16384,1576424,0.01039314270019531250
AVX-512 Merge Path Based Sort,24,16384,1591760,0.01029300689697265625
AVX-512 Hybrid Merge Sort,24,16384,7578239,0.00216197967529296875
Quick Sort,28,16384,1070230,0.01530885696411132812
Merge Sort Standard,28,16384,1224160,0.01338386535644531250
Branch Avoiding Sort,28,16384,1221223,0.01341605186462402344
Bitonic Based Merge Sort,28,16384,1579794,0.01037096977233886719
AVX-512 Merge Path Based Sort,28,16384,1594049,0.01027822494506835938
AVX-512 Hybrid Merge Sort,28,16384,7550761,0.00216984748840332031
Quick Sort,4,262144,1727208,0.15177321434020996094
Merge Sort Standard,4,262144,2606793,0.10056185722351074219
Branch Avoiding Sort,4,262144,2493811,0.10511779785156250000
Bitonic Based Merge Sort,4,262144,2977826,0.08803200721740722656
AVX-512 Merge Path Based Sort,4,262144,2937522,0.08923983573913574219
AVX-512 Hybrid Merge Sort,4,262144,9898198,0.02648401260375976562
Quick Sort,8,262144,1602651,0.16356897354125976562
Merge Sort Standard,8,262144,2512618,0.10433101654052734375
Branch Avoiding Sort,8,262144,2395210,0.10944509506225585938
Bitonic Based Merge Sort,8,262144,2825680,0.09277200698852539062
AVX-512 Merge Path Based Sort,8,262144,2884123,0.09089207649230957031
AVX-512 Hybrid Merge Sort,8,262144,9623145,0.02724099159240722656
Quick Sort,12,262144,1546882,0.16946601867675781250
Merge Sort Standard,12,262144,2502376,0.10475802421569824219
Branch Avoiding Sort,12,262144,2385818,0.10987591743469238281
Bitonic Based Merge Sort,12,262144,2771044,0.09460115432739257812
AVX-512 Merge Path Based Sort,12,262144,2862923,0.09156513214111328125
AVX-512 Hybrid Merge Sort,12,262144,9201550,0.02848911285400390625
Quick Sort,16,262144,1513874,0.17316102981567382812
Merge Sort Standard,16,262144,2509561,0.10445809364318847656
Branch Avoiding Sort,16,262144,2394511,0.10947704315185546875
Bitonic Based Merge Sort,16,262144,2761509,0.09492778778076171875
