Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Traditional,28,500000000,500000000,2,567680273,1.76155495643615722656
Bitonic,28,500000000,500000000,2,1537600666,0.65036392211914062500
AVX-512-BA,28,500000000,500000000,2,569163017,1.75696587562561035156
Traditional,28,500000000,500000000,4,1239296990,0.80690908432006835938
Bitonic,28,500000000,500000000,4,2588931115,0.38625979423522949219
AVX-512-BA,28,500000000,500000000,4,1011268534,0.98885703086853027344
Traditional,28,500000000,500000000,8,2682301419,0.37281417846679687500
Bitonic,28,500000000,500000000,8,4988925008,0.20044398307800292969
AVX-512-BA,28,500000000,500000000,8,2014654903,0.49636292457580566406
Traditional,28,500000000,500000000,16,5085823415,0.19662499427795410156
Bitonic,28,500000000,500000000,16,7632418504,0.13102006912231445312
AVX-512-BA,28,500000000,500000000,16,3325439752,0.30071210861206054688
Traditional,28,500000000,500000000,32,6239592507,0.16026687622070312500
Bitonic,28,500000000,500000000,32,7595721061,0.13165307044982910156
AVX-512-BA,28,500000000,500000000,32,5575344778,0.17936110496520996094
Traditional,28,500000000,500000000,64,6615204088,0.15116691589355468750
Bitonic,28,500000000,500000000,64,7741439168,0.12917494773864746094
AVX-512-BA,28,500000000,500000000,64,5736216094,0.17433094978332519531
