Name,Entropy,A Size,B Size,Elements Per Second,Total Time
Serial Merge,4,50000000,50000000,406759040,0.24584579467773437500
Serial Merge Branchless,4,50000000,50000000,299935584,0.33340492844581604004
Bitonic Merge,4,50000000,50000000,769892032,0.12988834083080291748
Serial Merge,8,50000000,50000000,388145792,0.25763514637947082520
Serial Merge Branchless,8,50000000,50000000,284742240,0.35119482874870300293
Bitonic Merge,8,50000000,50000000,738327232,0.13544130325317382812
Serial Merge,12,50000000,50000000,384421216,0.26013132929801940918
Serial Merge Branchless,12,50000000,50000000,281980672,0.35463425517082214355
Bitonic Merge,12,50000000,50000000,733924928,0.13625371456146240234
Serial Merge,16,50000000,50000000,387115552,0.25832080841064453125
Serial Merge Branchless,16,50000000,50000000,283761152,0.35240906476974487305
Bitonic Merge,16,50000000,50000000,738777600,0.13535873591899871826
Serial Merge,20,50000000,50000000,384769088,0.25989612936973571777
Serial Merge Branchless,20,50000000,50000000,282005408,0.35460314154624938965
Bitonic Merge,20,50000000,50000000,749570240,0.13340978324413299561
Serial Merge,24,50000000,50000000,387227808,0.25824591517448425293
Serial Merge Branchless,24,50000000,50000000,283666272,0.35252693295478820801
Bitonic Merge,24,50000000,50000000,694474496,0.14399376511573791504
Serial Merge,28,50000000,50000000,387338720,0.25817197561264038086
Serial Merge Branchless,28,50000000,50000000,283891456,0.35224729776382446289
Bitonic Merge,28,50000000,50000000,731588864,0.13668879866600036621
