Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 100, 20360698, 0.00000491142282044166
Merge Sort using Serial Merge, 28, 100, 15420235, 0.00000648498553346144
Merge Sort using Serial Merge Branchless, 28, 100, 18808538, 0.00000531673413206590
Merge Sort using Bitonic Merge, 28, 100, 26379272, 0.00000379085531676537
Quick Sort, 32, 100, 24672376, 0.00000405311584472656
Merge Sort using Serial Merge, 32, 100, 18978750, 0.00000526905068909400
Merge Sort using Serial Merge Branchless, 32, 100, 26379272, 0.00000379085531676537
Merge Sort using Bitonic Merge, 32, 100, 30393506, 0.00000329017643707630
Quick Sort, 28, 129, 21556382, 0.00000598430642639869
Merge Sort using Serial Merge, 28, 129, 22544384, 0.00000572204589843750
Merge Sort using Serial Merge Branchless, 28, 129, 27605368, 0.00000467300424134010
Merge Sort using Bitonic Merge, 28, 129, 30568654, 0.00000422000903199660
Quick Sort, 32, 129, 23422736, 0.00000550746926819556
Merge Sort using Serial Merge, 32, 129, 23024052, 0.00000560283660888672
Merge Sort using Serial Merge Branchless, 32, 129, 24819506, 0.00000519752484251512
Merge Sort using Bitonic Merge, 32, 129, 31095702, 0.00000414848318541772
Quick Sort, 28, 130, 23202532, 0.00000560283660888672
Merge Sort using Serial Merge, 28, 130, 21299200, 0.00000610351571594947
Merge Sort using Serial Merge Branchless, 28, 130, 24561238, 0.00000529289263795363
Merge Sort using Bitonic Merge, 28, 130, 28251790, 0.00000460147839476122
Quick Sort, 32, 130, 23706936, 0.00000548362731933594
Merge Sort using Serial Merge, 32, 130, 21382726, 0.00000607967376708984
Merge Sort using Serial Merge Branchless, 32, 130, 24451100, 0.00000531673413206590
Merge Sort using Bitonic Merge, 32, 130, 28398932, 0.00000457763690064894
