Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,64,-2147483648,0.00045018194941803813
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,128,-2147483648,0.00054125784663483500
AVX-512 Merge Path Based Parallel Merge,12,1048576,1048576,256,1717249024,0.00122122769244015217
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,2,87195176,0.02405123785138130188
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,4,190564864,0.01100492477416992188
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,8,969715264,0.00216264720074832439
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,16,2109374848,0.00099420547485351562
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,32,-2147483648,0.00051479338435456157
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,64,-2147483648,0.00043039320735260844
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,128,-2147483648,0.00055904389591887593
AVX-512 Merge Path Based Parallel Merge,16,1048576,1048576,256,1697366528,0.00123553280718624592
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,2,77515008,0.02705478668212890625
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,4,175985920,0.01191658992320299149
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,8,841007104,0.00249361991882324219
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,16,2121380736,0.00098857877310365438
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,32,-2147483648,0.00055837631225585938
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,64,-2147483648,0.00049433705862611532
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,128,-2147483648,0.00052185059757903218
AVX-512 Merge Path Based Parallel Merge,20,1048576,1048576,256,1715039232,0.00122280116192996502
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,2,97889680,0.02142362669110298157
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,4,182053424,0.01151943206787109375
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,8,934343104,0.00224452023394405842
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,16,2089631104,0.00100359914358705282
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,32,-2147483648,0.00048036576481536031
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,64,-2147483648,0.00041198730468750000
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,128,-2147483648,0.00053472520085051656
AVX-512 Merge Path Based Parallel Merge,24,1048576,1048576,256,1710969216,0.00122570991516113281
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,2,100216160,0.02092628553509712219
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,4,222948928,0.00940642319619655609
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,8,968178240,0.00216608052141964436
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,16,2084876288,0.00100588798522949219
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,32,-2147483648,0.00049743650015443563
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,64,-2147483648,0.00042395590571686625
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,128,-2147483648,0.00058598519535735250
AVX-512 Merge Path Based Parallel Merge,28,1048576,1048576,256,1608472576,0.00130381586495786905
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,2,220634272,0.01901021040976047516
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,4,281443456,0.01490283012390136719
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,8,313776384,0.01336717605590820312
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,16,322452800,0.01300749741494655609
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,32,636918016,0.00658531207591295242
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,64,1228212992,0.00341496476903557777
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,128,1379000576,0.00304155354388058186
AVX-512 Merge Path Based Parallel Merge,4,2097152,2097152,256,1352849664,0.00310034747235476971
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,2,370374304,0.01132450066506862640
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,4,562507136,0.00745644560083746910
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,8,1097180160,0.00382280349731445312
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,16,2123942016,0.00197477336041629314
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,32,-2147483648,0.00151443481445312500
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,64,-2147483648,0.00118222238961607218
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,128,-2147483648,0.00160284037701785564
AVX-512 Merge Path Based Parallel Merge,8,2097152,2097152,256,1357694080,0.00308928498998284340
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,2,279955616,0.01498203258961439133
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,4,502863776,0.00834083557128906250
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,8,894793984,0.00468745222315192223
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,16,1838955648,0.00228080758824944496
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,32,-2147483648,0.00099768640939146280
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,64,-2147483648,0.00058441160945221782
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,128,-2147483648,0.00074472429696470499
AVX-512 Merge Path Based Parallel Merge,12,2097152,2097152,256,-2147483648,0.00149078364484012127
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,2,268864576,0.01560006104409694672
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,4,420144000,0.00998301524668931961
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,8,848290432,0.00494441995397210121
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,16,1806142080,0.00232224469073116779
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,32,-2147483648,0.00106177327688783407
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,64,-2147483648,0.00062165257986634970
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,128,-2147483648,0.00076498987618833780
AVX-512 Merge Path Based Parallel Merge,16,2097152,2097152,256,-2147483648,0.00146565434988588095
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,2,272708160,0.01538019161671400070
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,4,402775488,0.01041350327432155609
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,8,777933376,0.00539159774780273438
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,16,1649958272,0.00254206662066280842
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,32,-2147483648,0.00107092852704226971
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,64,-2147483648,0.00058679579524323344
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,128,-2147483648,0.00083422660827636719
AVX-512 Merge Path Based Parallel Merge,20,2097152,2097152,256,-2147483648,0.00146541593130677938
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,2,248140032,0.01690297201275825500
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,4,444087872,0.00944476108998060226
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,8,794581184,0.00527863483875989914
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,16,1113020928,0.00376839633099734783
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,32,-2147483648,0.00107316975481808186
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,64,-2147483648,0.00058302877005189657
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,128,-2147483648,0.00086078641470521688
AVX-512 Merge Path Based Parallel Merge,24,2097152,2097152,256,-2147483648,0.00145764346234500408
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,2,201398336,0.02082591131329536438
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,4,421513088,0.00995059031993150711
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,8,786046208,0.00533595075830817223
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,16,1897304320,0.00221066479571163654
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,32,-2147483648,0.00104951858520507812
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,64,-2147483648,0.00061697961064055562
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,128,-2147483648,0.00081615446833893657
AVX-512 Merge Path Based Parallel Merge,28,2097152,2097152,256,-2147483648,0.00145454402081668377
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,2,270867808,0.03096938133239746094
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,4,266025104,0.03153314441442489624
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,8,309826880,0.02707514725625514984
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,16,323742240,0.02591137960553169250
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,32,642095104,0.01306443195790052414
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,64,1245570304,0.00673475256189703941
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,128,1653074688,0.00507454853504896164
AVX-512 Merge Path Based Parallel Merge,4,4194304,4194304,256,1520841856,0.00551576633006334305
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,2,374046368,0.02242665365338325500
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,4,689057344,0.01217403449118137360
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,8,1205125888,0.00696077337488532066
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,16,1797964800,0.00466561317443847656
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,32,-2147483648,0.00322337145917117596
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,64,-2147483648,0.00235943798907101154
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,128,-2147483648,0.00284433364868164062
AVX-512 Merge Path Based Parallel Merge,8,4194304,4194304,256,1540957312,0.00544376391917467117
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,2,323328704,0.02594451978802680969
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,4,602239040,0.01392903365194797516
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,8,1115752832,0.00751833897083997726
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,16,1857793024,0.00451536197215318680
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,32,-2147483648,0.00223798747174441814
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,64,-2147483648,0.00109415058977901936
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,128,-2147483648,0.00116977689322084188
AVX-512 Merge Path Based Parallel Merge,12,4194304,4194304,256,-2147483648,0.00217437744140625000
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,2,314092896,0.02670741081237792969
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,4,502480288,0.01669440232217311859
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,8,802643776,0.01045122183859348297
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,16,1550231936,0.00541119556874036789
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,32,-2147483648,0.00249395379796624184
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,64,-2147483648,0.00132880208548158407
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,128,-2147483648,0.00125503540039062500
AVX-512 Merge Path Based Parallel Merge,16,4194304,4194304,256,-2147483648,0.00217642774805426598
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,2,288385600,0.02908816374838352203
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,4,494704480,0.01695680618286132812
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,8,838106240,0.01000900287181138992
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,16,1587642112,0.00528368959203362465
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,32,-2147483648,0.00245904922485351562
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,64,-2147483648,0.00118679995648562908
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,128,-2147483648,0.00142364506609737873
AVX-512 Merge Path Based Parallel Merge,20,4194304,4194304,256,-2147483648,0.00218167295679450035
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,2,298530368,0.02809968031942844391
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,4,490091744,0.01711640320718288422
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,8,788198016,0.01064276695251464844
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,16,1484009088,0.00565266609191894531
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,32,-2147483648,0.00238776206970214844
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,64,-2147483648,0.00125932693481445312
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,128,-2147483648,0.00139436719473451376
AVX-512 Merge Path Based Parallel Merge,24,4194304,4194304,256,-2147483648,0.00214581494219601154
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,2,90575624,0.09261441230773925781
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,4,495148640,0.01694159582257270813
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,8,799892096,0.01048717461526393890
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,16,1490029824,0.00562982540577650070
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,32,-2147483648,0.00318527221679687500
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,64,-2147483648,0.00122022628784179688
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,128,-2147483648,0.00137519836425781250
AVX-512 Merge Path Based Parallel Merge,28,4194304,4194304,256,-2147483648,0.00216536526568233967
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,2,267110416,0.06281004101037979126
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,4,296587904,0.05656743049621582031
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,8,316127616,0.05307102203369140625
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,16,323396480,0.05187816545367240906
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,32,644860672,0.02601680718362331390
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,64,1271235712,0.01319756545126438141
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,128,1758181248,0.00954237021505832672
AVX-512 Merge Path Based Parallel Merge,4,8388608,8388608,256,1709555968,0.00981378555297851562
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,2,367793856,0.04561581462621688843
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,4,628259840,0.02670426294207572937
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,8,1082919296,0.01549258269369602203
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,16,1690507904,0.00992436427623033524
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,32,-2147483648,0.00606183987110853195
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,64,-2147483648,0.00493202218785881996
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,128,-2147483648,0.00520429620519280434
AVX-512 Merge Path Based Parallel Merge,8,8388608,8388608,256,1794471040,0.00934939365833997726
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,2,219520784,0.07642655074596405029
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,4,660764224,0.02539062500000000000
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,8,1273140096,0.01317782420665025711
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,16,-2147483648,0.00747780781239271164
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,32,-2147483648,0.00467181205749511719
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,64,-2147483648,0.00269875535741448402
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,128,-2147483648,0.00224103918299078941
AVX-512 Merge Path Based Parallel Merge,12,8388608,8388608,256,-2147483648,0.00312805175781250000
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,2,318350976,0.05270037800073623657
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,4,519064480,0.03232202678918838501
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,8,941561664,0.01781849935650825500
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,16,1902258944,0.00881962757557630539
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,32,-2147483648,0.00606699008494615555
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,64,-2147483648,0.00332064623944461346
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,128,-2147483648,0.00236339564435184002
AVX-512 Merge Path Based Parallel Merge,16,8388608,8388608,256,-2147483648,0.00303945550695061684
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,2,321682144,0.05215463787317276001
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,4,523849024,0.03202681615948677063
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,8,1005296512,0.01668882369995117188
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,16,1709755392,0.00981264095753431320
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,32,-2147483648,0.00575661659240722656
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,64,-2147483648,0.00309920310974121094
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,128,-2147483648,0.00251736631616950035
AVX-512 Merge Path Based Parallel Merge,20,8388608,8388608,256,-2147483648,0.00351281161420047283
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,2,103769672,0.16167744994163513184
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,4,585935488,0.02863321267068386078
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,8,975666112,0.01719565317034721375
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,16,1637617408,0.01024489384144544601
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,32,-2147483648,0.00676722545176744461
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,64,-2147483648,0.00326499948278069496
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,128,-2147483648,0.00262284278869628906
AVX-512 Merge Path Based Parallel Merge,24,8388608,8388608,256,-2147483648,0.00310320849530398846
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,2,107292752,0.15636858344078063965
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,4,605531968,0.02770657464861869812
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,8,984461888,0.01704201661050319672
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,16,1167248512,0.01437330245971679688
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,32,-2147483648,0.00591521244496107101
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,64,-2147483648,0.00329561228863894939
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,128,-2147483648,0.00256519322283565998
AVX-512 Merge Path Based Parallel Merge,28,8388608,8388608,256,-2147483648,0.00308780674822628498
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,2,215978576,0.00004630088733392768
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,4,209087936,0.00004782676842296496
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,8,218909392,0.00004568100121105090
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,16,205000192,0.00004878044273937121
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,32,243854880,0.00004100799560546875
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,64,204600192,0.00004887580871582031
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,128,118216016,0.00008459090895485133
AVX-512 Merge Path Based Parallel Merge,4,5000,5000,256,16931632,0.00059061049250885844
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,2,351871136,0.00002841949390131049
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,4,420270944,0.00002379417492193170
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,8,450032640,0.00002222061084466986
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,16,393461920,0.00002541542016842868
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,32,313944896,0.00003185272362316027
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,64,224534464,0.00004453659130376764
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,128,97587344,0.00010247230238746852
AVX-512 Merge Path Based Parallel Merge,8,5000,5000,256,39368348,0.00025401115999557078
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,2,344359936,0.00002903938366216607
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,4,402524384,0.00002484321521478705
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,8,466033792,0.00002145767211914062
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,16,410401568,0.00002436637805658393
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,32,321156480,0.00003113746788585559
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,64,233535856,0.00004281997826183215
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,128,121012808,0.00008263588097179309
AVX-512 Merge Path Based Parallel Merge,12,5000,5000,256,36542112,0.00027365685673430562
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,2,321156480,0.00003113746788585559
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,4,406424832,0.00002460479663568549
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,8,446202560,0.00002241134643554688
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,16,384798528,0.00002598762512207031
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,32,231473728,0.00004320144580560736
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,64,230456256,0.00004339218139648438
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,128,116508448,0.00008583068847656250
AVX-512 Merge Path Based Parallel Merge,16,5000,5000,256,43745348,0.00022859573073219508
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,2,340446752,0.00002937316821771674
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,4,416928832,0.00002398490869381931
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,8,442437120,0.00002260208202642389
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,16,405638688,0.00002465248144289944
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,32,320665440,0.00003118515087408014
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,64,85423704,0.00011706352233886719
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,128,115992920,0.00008621215965831652
AVX-512 Merge Path Based Parallel Merge,20,5000,5000,256,42375268,0.00023598670668434352
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,2,331303648,0.00003018379175045993
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,4,410401568,0.00002436637805658393
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,8,453928992,0.00002202987707278226
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,16,387643648,0.00002579688953119330
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,32,314415616,0.00003180503699695691
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,64,209925120,0.00004763603283208795
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,128,121082680,0.00008258819434558973
AVX-512 Merge Path Based Parallel Merge,24,5000,5000,256,43717988,0.00022873879061080515
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,2,349525344,0.00002861022949218750
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,4,373158720,0.00002679824865481351
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,8,286105312,0.00003495216515148059
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,16,410401568,0.00002436637805658393
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,32,312076192,0.00003204345557605848
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,64,229447696,0.00004358291698736139
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,128,117950056,0.00008478164818370715
AVX-512 Merge Path Based Parallel Merge,28,5000,5000,256,43000860,0.00023255348787643015
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,2,298995136,0.00033445359440520406
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,4,248183664,0.00040292739868164062
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,8,296249728,0.00033755303593352437
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,16,302313952,0.00033078194246627390
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,32,518711872,0.00019278525724075735
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,64,549568128,0.00018196106248069555
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,128,372033344,0.00026879311189986765
AVX-512 Merge Path Based Parallel Merge,4,50000,50000,256,32110242,0.00311427121050655842
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,2,398698112,0.00025081634521484375
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,4,729190528,0.00013713836960960180
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,8,929588608,0.00010757446580100805
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,16,1281877760,0.00007801056199241430
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,32,1249792640,0.00008001327660167590
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,64,1020511936,0.00009799003601074219
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,128,515904544,0.00019383430480957031
AVX-512 Merge Path Based Parallel Merge,8,50000,50000,256,166877696,0.00059924123343080282
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,2,476300704,0.00020995139493606985
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,4,627889792,0.00015926361083984375
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,8,1092266624,0.00009155273437500000
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,16,1446311680,0.00006914138793945312
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,32,1436405504,0.00006961822509765625
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,64,1179500544,0.00008478164818370715
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,128,568025984,0.00017604828462935984
AVX-512 Merge Path Based Parallel Merge,12,50000,50000,256,215114576,0.00046486855717375875
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,2,431690432,0.00023164748563431203
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,4,716485120,0.00013957024202682078
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,8,1089429632,0.00009179115295410156
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,16,1445314944,0.00006918907456565648
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,32,1431503104,0.00006985664367675781
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,64,1184831616,0.00008440017700195312
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,128,574719680,0.00017399787611793727
AVX-512 Merge Path Based Parallel Merge,16,50000,50000,256,191976560,0.00052089692326262593
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,2,465206752,0.00021495818509720266
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,4,719434624,0.00013899803161621094
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,8,1054375104,0.00009484290785621852
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,16,1440351616,0.00006942749314475805
AVX-512 Merge Path Based Parallel Merge,20,50000,50000,32,1477908480,0.00006766318983864039
