Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 100, 6955728, 0.00001437664013792528
Merge Sort using Serial Merge, 28, 100, 5159045, 0.00001938343120855279
Merge Sort using Serial Merge Branchless, 28, 100, 7182027, 0.00001392364538332913
Merge Sort using Bitonic Merge, 28, 100, 8756376, 0.00001142025030276272
Quick Sort, 32, 100, 24818368, 0.00000402927389586694
Merge Sort using Serial Merge, 32, 100, 18558866, 0.00000538825997864478
Merge Sort using Serial Merge Branchless, 32, 100, 24966096, 0.00000400543194700731
Merge Sort using Bitonic Merge, 32, 100, 31068918, 0.00000321865081787109
Quick Sort, 28, 129, 22174804, 0.00000581741323912865
Merge Sort using Serial Merge, 28, 129, 21905474, 0.00000588893908570753
Merge Sort using Serial Merge Branchless, 28, 129, 22733834, 0.00000567436200071825
Merge Sort using Bitonic Merge, 28, 129, 18918364, 0.00000681877145325416
Quick Sort, 32, 129, 22638712, 0.00000569820394957787
Merge Sort using Serial Merge, 32, 129, 23422736, 0.00000550746926819556
Merge Sort using Serial Merge Branchless, 32, 129, 26918666, 0.00000479221353089088
Merge Sort using Bitonic Merge, 32, 129, 18593306, 0.00000693798074280494
Quick Sort, 28, 130, 19684458, 0.00000660419482301222
Merge Sort using Serial Merge, 28, 130, 19473554, 0.00000667572021484375
Merge Sort using Serial Merge Branchless, 28, 130, 25011906, 0.00000519752484251512
Merge Sort using Bitonic Merge, 28, 130, 18420930, 0.00000705719003235572
Quick Sort, 32, 130, 22910064, 0.00000567436200071825
Merge Sort using Serial Merge, 32, 130, 19972876, 0.00000650882702757372
Merge Sort using Serial Merge Branchless, 32, 130, 23914892, 0.00000543594342161668
Merge Sort using Bitonic Merge, 32, 130, 18054950, 0.00000720024127076613
