Name, Entropy, C Size, Elements Per Second, Total Time
Quick Sort, 28, 1000, 7867762, 0.00012710093869827688
Merge Sort using Serial Merge, 28, 1000, 9258949, 0.00010800361633300781
Merge Sort using Serial Merge Branchless, 28, 1000, 10230010, 0.00009775161743164062
Merge Sort using Bitonic Merge, 28, 1000, 11811613, 0.00008466243889415637
Quick Sort, 32, 1000, 11372842, 0.00008792876906227320
Merge Sort using Serial Merge, 32, 1000, 12877813, 0.00007765293412376195
Merge Sort using Serial Merge Branchless, 32, 1000, 14276052, 0.00007004737562965602
Merge Sort using Bitonic Merge, 32, 1000, 17246316, 0.00005798339770990424
Quick Sort, 28, 10000, 9743093, 0.00102636811789125204
Merge Sort using Serial Merge, 28, 10000, 10217549, 0.00097870826721191406
Merge Sort using Serial Merge Branchless, 28, 10000, 12179290, 0.00082106591435149312
Merge Sort using Bitonic Merge, 28, 10000, 14809872, 0.00067522528115659952
Quick Sort, 32, 10000, 9709487, 0.00102992053143680096
Merge Sort using Serial Merge, 32, 10000, 10369364, 0.00096437928732484579
Merge Sort using Serial Merge Branchless, 32, 10000, 12421311, 0.00080506800441071391
Merge Sort using Bitonic Merge, 32, 10000, 15185749, 0.00065851211547851562
Quick Sort, 28, 100000, 7791267, 0.01283488236367702484
Merge Sort using Serial Merge, 28, 100000, 8396165, 0.01191020011901855469
Merge Sort using Serial Merge Branchless, 28, 100000, 10466841, 0.00955398101359605789
Merge Sort using Bitonic Merge, 28, 100000, 13655156, 0.00732324132695794106
Quick Sort, 32, 100000, 7936752, 0.01259961165487766266
Merge Sort using Serial Merge, 32, 100000, 8244170, 0.01212978363037109375
Merge Sort using Serial Merge Branchless, 32, 100000, 10333751, 0.00967702828347682953
Merge Sort using Bitonic Merge, 32, 100000, 13320960, 0.00750696659088134766
