Name,Entropy,C Size,Number of Threads,Elements Per Second,Total Time
Standard Merge Sort,4,16384,2,2800647,0.00585007667541503906
Branchless Merge Sort,4,16384,2,2796885,0.00585794448852539062
Bitonic Based Merge Sort,4,16384,2,3527150,0.00464510917663574219
AVX-512 Based Merge Sort,4,16384,2,-2147483648,0.00000000000000000000
Standard Merge Sort,4,16384,4,5649414,0.00290012359619140625
Branchless Merge Sort,4,16384,4,5599696,0.00292587280273437500
Bitonic Based Merge Sort,4,16384,4,7047428,0.00232481956481933594
AVX-512 Based Merge Sort,4,16384,4,-2147483648,0.00000000000000000000
Standard Merge Sort,4,16384,8,11182991,0.00146508216857910156
Branchless Merge Sort,4,16384,8,10907853,0.00150203704833984375
Bitonic Based Merge Sort,4,16384,8,13607817,0.00120401382446289062
AVX-512 Based Merge Sort,4,16384,8,-2147483648,0.00000000000000000000
Standard Merge Sort,4,16384,16,20081670,0.00081586837768554688
Branchless Merge Sort,4,16384,16,20081670,0.00081586837768554688
Bitonic Based Merge Sort,4,16384,16,23606828,0.00069403648376464844
AVX-512 Based Merge Sort,4,16384,16,-2147483648,0.00000000000000000000
Standard Merge Sort,4,16384,32,55733556,0.00029397010803222656
Branchless Merge Sort,4,16384,32,56699240,0.00028896331787109375
Bitonic Based Merge Sort,4,16384,32,60652672,0.00027012825012207031
AVX-512 Based Merge Sort,4,16384,32,-2147483648,0.00000000000000000000
Standard Merge Sort,4,16384,64,34274052,0.00047802925109863281
Branchless Merge Sort,4,16384,64,46027780,0.00035595893859863281
Bitonic Based Merge Sort,4,16384,64,45660780,0.00035881996154785156
AVX-512 Based Merge Sort,4,16384,64,-2147483648,0.00000000000000000000
Standard Merge Sort,4,16384,128,23574434,0.00069499015808105469
Branchless Merge Sort,4,16384,128,25479970,0.00064301490783691406
Bitonic Based Merge Sort,4,16384,128,24095188,0.00067996978759765625
AVX-512 Based Merge Sort,4,16384,128,-2147483648,0.00000000000000000000
Standard Merge Sort,4,16384,256,4211784,0.00389003753662109375
Branchless Merge Sort,4,16384,256,7934358,0.00206494331359863281
Bitonic Based Merge Sort,4,16384,256,7170229,0.00228500366210937500
AVX-512 Based Merge Sort,4,16384,256,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,2,2719840,0.00602388381958007812
Branchless Merge Sort,8,16384,2,2695621,0.00607800483703613281
Bitonic Based Merge Sort,8,16384,2,3394224,0.00482702255249023438
AVX-512 Based Merge Sort,8,16384,2,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,4,5437958,0.00301289558410644531
Branchless Merge Sort,8,16384,4,5391454,0.00303888320922851562
Bitonic Based Merge Sort,8,16384,4,6764394,0.00242209434509277344
AVX-512 Based Merge Sort,8,16384,4,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,8,10349319,0.00158309936523437500
Branchless Merge Sort,8,16384,8,10271970,0.00159502029418945312
Bitonic Based Merge Sort,8,16384,8,12789778,0.00128102302551269531
AVX-512 Based Merge Sort,8,16384,8,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,16,20058224,0.00081682205200195312
Branchless Merge Sort,8,16384,16,18745084,0.00087404251098632812
Bitonic Based Merge Sort,8,16384,16,42550760,0.00038504600524902344
AVX-512 Based Merge Sort,8,16384,16,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,32,46811632,0.00034999847412109375
Branchless Merge Sort,8,16384,32,55733556,0.00029397010803222656
Bitonic Based Merge Sort,8,16384,32,58534476,0.00027990341186523438
AVX-512 Based Merge Sort,8,16384,32,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,64,51513852,0.00031805038452148438
Branchless Merge Sort,8,16384,64,60227412,0.00027203559875488281
Bitonic Based Merge Sort,8,16384,64,56699240,0.00028896331787109375
AVX-512 Based Merge Sort,8,16384,64,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,128,41272960,0.00039696693420410156
Branchless Merge Sort,8,16384,128,42341020,0.00038695335388183594
Bitonic Based Merge Sort,8,16384,128,39380788,0.00041604042053222656
AVX-512 Based Merge Sort,8,16384,128,-2147483648,0.00000000000000000000
Standard Merge Sort,8,16384,256,12109159,0.00135302543640136719
Branchless Merge Sort,8,16384,256,8131520,0.00201487541198730469
Bitonic Based Merge Sort,8,16384,256,7616878,0.00215101242065429688
AVX-512 Based Merge Sort,8,16384,256,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,2,2724368,0.00601387023925781250
Branchless Merge Sort,12,16384,2,2691187,0.00608801841735839844
Bitonic Based Merge Sort,12,16384,2,3354624,0.00488400459289550781
AVX-512 Based Merge Sort,12,16384,2,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,4,5428936,0.00301790237426757812
Branchless Merge Sort,12,16384,4,5373747,0.00304889678955078125
Bitonic Based Merge Sort,12,16384,4,6708921,0.00244212150573730469
AVX-512 Based Merge Sort,12,16384,4,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,8,10509172,0.00155901908874511719
Branchless Merge Sort,12,16384,8,10423097,0.00157189369201660156
Bitonic Based Merge Sort,12,16384,8,12709354,0.00128912925720214844
AVX-512 Based Merge Sort,12,16384,8,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,16,40855812,0.00040102005004882812
Branchless Merge Sort,12,16384,16,36417316,0.00044989585876464844
Bitonic Based Merge Sort,12,16384,16,42236924,0.00038790702819824219
AVX-512 Based Merge Sort,12,16384,16,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,32,46400728,0.00035309791564941406
Branchless Merge Sort,12,16384,32,55152068,0.00029706954956054688
Bitonic Based Merge Sort,12,16384,32,57893408,0.00028300285339355469
AVX-512 Based Merge Sort,12,16384,32,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,64,57893408,0.00028300285339355469
Branchless Merge Sort,12,16384,64,51206764,0.00031995773315429688
Bitonic Based Merge Sort,12,16384,64,59343244,0.00027608871459960938
AVX-512 Based Merge Sort,12,16384,64,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,128,38934548,0.00042080879211425781
Branchless Merge Sort,12,16384,128,37408532,0.00043797492980957031
Bitonic Based Merge Sort,12,16384,128,38541492,0.00042510032653808594
AVX-512 Based Merge Sort,12,16384,128,-2147483648,0.00000000000000000000
Standard Merge Sort,12,16384,256,10284268,0.00159311294555664062
Branchless Merge Sort,12,16384,256,7595830,0.00215697288513183594
Bitonic Based Merge Sort,12,16384,256,8397834,0.00195097923278808594
AVX-512 Based Merge Sort,12,16384,256,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,2,2714361,0.00603604316711425781
Branchless Merge Sort,16,16384,2,2702724,0.00606203079223632812
Bitonic Based Merge Sort,16,16384,2,3366456,0.00486683845520019531
AVX-512 Based Merge Sort,16,16384,2,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,4,5441403,0.00301098823547363281
Branchless Merge Sort,16,16384,4,5384273,0.00304293632507324219
Bitonic Based Merge Sort,16,16384,4,6706302,0.00244307518005371094
AVX-512 Based Merge Sort,16,16384,4,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,8,10291969,0.00159192085266113281
Branchless Merge Sort,16,16384,8,10462771,0.00156593322753906250
Bitonic Based Merge Sort,16,16384,8,12739985,0.00128602981567382812
AVX-512 Based Merge Sort,16,16384,8,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,16,41272960,0.00039696693420410156
Branchless Merge Sort,16,16384,16,37675152,0.00043487548828125000
Bitonic Based Merge Sort,16,16384,16,42445632,0.00038599967956542969
AVX-512 Based Merge Sort,16,16384,16,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,32,54409720,0.00030112266540527344
Branchless Merge Sort,16,16384,32,55733556,0.00029397010803222656
Bitonic Based Merge Sort,16,16384,32,51707656,0.00031685829162597656
AVX-512 Based Merge Sort,16,16384,32,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,64,57893408,0.00028300285339355469
Branchless Merge Sort,16,16384,64,46939532,0.00034904479980468750
Bitonic Based Merge Sort,16,16384,64,59189904,0.00027680397033691406
AVX-512 Based Merge Sort,16,16384,64,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,128,35222696,0.00046515464782714844
Branchless Merge Sort,16,16384,128,38737020,0.00042295455932617188
Bitonic Based Merge Sort,16,16384,128,40257456,0.00040698051452636719
AVX-512 Based Merge Sort,16,16384,128,-2147483648,0.00000000000000000000
Standard Merge Sort,16,16384,256,9764063,0.00167798995971679688
Branchless Merge Sort,16,16384,256,7262680,0.00225591659545898438
Bitonic Based Merge Sort,16,16384,256,7696212,0.00212883949279785156
AVX-512 Based Merge Sort,16,16384,256,-2147483648,0.00000000000000000000
Standard Merge Sort,20,16384,2,2733797,0.00599312782287597656
Branchless Merge Sort,20,16384,2,2701874,0.00606393814086914062
Bitonic Based Merge Sort,20,16384,2,3380366,0.00484681129455566406
AVX-512 Based Merge Sort,20,16384,2,-2147483648,0.00000000000000000000
Standard Merge Sort,20,16384,4,5414393,0.00302600860595703125
Branchless Merge Sort,20,16384,4,5355738,0.00305914878845214844
Bitonic Based Merge Sort,20,16384,4,6712197,0.00244092941284179688
AVX-512 Based Merge Sort,20,16384,4,-2147483648,0.00000000000000000000
Standard Merge Sort,20,16384,8,10530107,0.00155591964721679688
