Name,Entropy,A Size,B Size,Number of Threads,Elements Per Second,Total Time
Standard,28,512,512,2,3618338,0.00028300285339355469
Bitonic,28,512,512,2,252645135,0.00000405311584472656
AVX-512 MP,28,512,512,2,4048037,0.00025296211242675781
Standard,28,512,512,4,113025455,0.00000905990600585938
Bitonic,28,512,512,4,204522252,0.00000500679016113281
AVX-512 MP,28,512,512,4,113025455,0.00000905990600585938
Standard,28,512,512,8,126322567,0.00000810623168945312
Bitonic,28,512,512,8,130150524,0.00000786781311035156
AVX-512 MP,28,512,512,8,64103989,0.00001597404479980469
Standard,28,512,512,16,113025455,0.00000905990600585938
Bitonic,28,512,512,16,57266230,0.00001788139343261719
AVX-512 MP,28,512,512,16,54366674,0.00001883506774902344
Standard,28,512,512,32,85899345,0.00001192092895507812
Bitonic,28,512,512,32,39403369,0.00002598762512207031
AVX-512 MP,28,512,512,32,16268815,0.00006294250488281250
Standard,28,8192,8192,2,660764199,0.00002479553222656250
Bitonic,28,8192,8192,2,411493872,0.00003981590270996094
AVX-512 MP,28,8192,8192,2,467479433,0.00003504753112792969
Standard,28,8192,8192,4,869866794,0.00001883506774902344
Bitonic,28,8192,8192,4,432197966,0.00003790855407714844
AVX-512 MP,28,8192,8192,4,1090785345,0.00001502037048339844
Standard,28,8192,8192,8,1090785345,0.00001502037048339844
Bitonic,28,8192,8192,8,1374389534,0.00001192092895507812
AVX-512 MP,28,8192,8192,8,1025663831,0.00001597404479980469
Standard,28,8192,8192,16,967879954,0.00001692771911621094
Bitonic,28,8192,8192,16,630453915,0.00002598762512207031
AVX-512 MP,28,8192,8192,16,967879954,0.00001692771911621094
Standard,28,8192,8192,32,967879954,0.00001692771911621094
Bitonic,28,8192,8192,32,1164736893,0.00001406669616699219
AVX-512 MP,28,8192,8192,32,708448213,0.00002312660217285156
Standard,28,131072,131072,2,672073122,0.00039005279541015625
Bitonic,28,131072,131072,2,1120806960,0.00023388862609863281
AVX-512 MP,28,131072,131072,2,1128862040,0.00023221969604492188
Standard,28,131072,131072,4,988769449,0.00026512145996093750
Bitonic,28,131072,131072,4,1873103284,0.00013995170593261719
AVX-512 MP,28,131072,131072,4,2385057760,0.00010991096496582031
Standard,28,131072,131072,8,2239331217,0.00011706352233886719
Bitonic,28,131072,131072,8,4506195195,0.00005817413330078125
AVX-512 MP,28,131072,131072,8,2755668240,0.00009512901306152344
Standard,28,131072,131072,16,3196254731,0.00008201599121093750
Bitonic,28,131072,131072,16,7479670937,0.00003504753112792969
AVX-512 MP,28,131072,131072,16,4294967296,0.00006103515625000000
Standard,28,131072,131072,32,3969356056,0.00006604194641113281
Bitonic,28,131072,131072,32,6745470109,0.00003886222839355469
AVX-512 MP,28,131072,131072,32,6583901962,0.00003981590270996094
Standard,28,524288,524288,2,697217265,0.00150394439697265625
Bitonic,28,524288,524288,2,1339234625,0.00078296661376953125
AVX-512 MP,28,524288,524288,2,1127415152,0.00093007087707519531
Standard,28,524288,524288,4,304194668,0.00344705581665039062
Bitonic,28,524288,524288,4,2582528779,0.00040602684020996094
AVX-512 MP,28,524288,524288,4,2743634754,0.00038218498229980469
Standard,28,524288,524288,8,2526161120,0.00041508674621582031
Bitonic,28,524288,524288,8,4176682346,0.00025105476379394531
AVX-512 MP,28,524288,524288,8,6392509463,0.00016403198242187500
Standard,28,524288,524288,16,4658947575,0.00022506713867187500
Bitonic,28,524288,524288,16,9357545768,0.00011205673217773438
AVX-512 MP,28,524288,524288,16,11635043680,0.00009012222290039062
Standard,28,524288,524288,32,4600467061,0.00022792816162109375
Bitonic,28,524288,524288,32,13089424140,0.00008010864257812500
AVX-512 MP,28,524288,524288,32,6904311634,0.00015187263488769531
Standard,28,4194304,4194304,2,671572829,0.01249098777770996094
Bitonic,28,4194304,4194304,2,1297550231,0.00646495819091796875
AVX-512 MP,28,4194304,4194304,2,811897085,0.01033210754394531250
Standard,28,4194304,4194304,4,1302353127,0.00644111633300781250
Bitonic,28,4194304,4194304,4,2561471468,0.00327491760253906250
AVX-512 MP,28,4194304,4194304,4,1521617959,0.00551295280456542969
Standard,28,4194304,4194304,8,2657229219,0.00315690040588378906
Bitonic,28,4194304,4194304,8,4882649471,0.00171804428100585938
AVX-512 MP,28,4194304,4194304,8,1499057223,0.00559592247009277344
Standard,28,4194304,4194304,16,4790900338,0.00175094604492187500
Bitonic,28,4194304,4194304,16,8560674474,0.00097990036010742188
AVX-512 MP,28,4194304,4194304,16,5124435200,0.00163698196411132812
Standard,28,4194304,4194304,32,7181949803,0.00116801261901855469
Bitonic,28,4194304,4194304,32,14147314872,0.00059294700622558594
AVX-512 MP,28,4194304,4194304,32,11244605972,0.00074601173400878906
Standard,28,8388608,8388608,2,703624115,0.02384400367736816406
Bitonic,28,8388608,8388608,2,1338215886,0.01253700256347656250
AVX-512 MP,28,8388608,8388608,2,475776314,0.03526282310485839844
Standard,28,8388608,8388608,4,1241574962,0.01351284980773925781
Bitonic,28,8388608,8388608,4,2590610174,0.00647616386413574219
AVX-512 MP,28,8388608,8388608,4,1246258574,0.01346206665039062500
Standard,28,8388608,8388608,8,2111653588,0.00794506072998046875
Bitonic,28,8388608,8388608,8,5073449472,0.00330686569213867188
AVX-512 MP,28,8388608,8388608,8,1919601292,0.00873994827270507812
Standard,28,8388608,8388608,16,4763657201,0.00352191925048828125
Bitonic,28,8388608,8388608,16,8683211275,0.00193214416503906250
AVX-512 MP,28,8388608,8388608,16,2103447844,0.00797605514526367188
Standard,28,8388608,8388608,32,7157113931,0.00234413146972656250
Bitonic,28,8388608,8388608,32,7899499795,0.00212383270263671875
AVX-512 MP,28,8388608,8388608,32,3408512675,0.00492215156555175781
